Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
b_{cge00010,C00009}, 0.757589864673, 1.03649319428, 0.0175486449371, 2.16021699415e-79, 2.88730315504, 5.97916262005e-07, 0.0529557579527, 0.3534725051, 1.05234183351, 3.64086150797
b_{cge00010,C00011}, 0.761720611856, 1.04853348147, 0.0181954790308, 4.60085728508e-85, 2.91773242894, 2.65902682648e-07, 0.0516387254426, 0.352656271158, 1.05934886366, 3.72148843144
b_{cge00010,C00013}, 0.750630366553, 1.01136018842, 0.0177051871885, 1.12786503841e-78, 2.82776868495, 3.66691934335e-07, 0.0522368567672, 0.363881789149, 1.05551558483, 3.53694835747
b_{cge00010,C00022}, 0.746771863292, 1.00896131813, 0.0179449481316, 6.96211389627e-91, 2.82653409597, 3.76679838222e-07, 0.051157976003, 0.355698132694, 1.0400407633, 3.59630764247
b_{cge00010,C00033}, 0.753331751481, 1.0239348881, 0.0179317519405, 3.88245616435e-95, 2.84848334628, 4.12018978542e-07, 0.0537171342821, 0.351449183671, 1.06085042283, 3.68511468982
b_{cge00010,C00036}, 0.764198064312, 1.04352901373, 0.0180742545871, 9.6196484751e-88, 2.92249843774, 2.5852513124e-07, 0.0521506401377, 0.347727237808, 1.06802169708, 3.70740758304
b_{cge00010,C00074}, 0.749931937883, 1.0422336675, 0.0191178958169, 1.13939061597e-47, 2.85953807974, 3.86889558839e-07, 0.0524863105424, 0.351805747621, 1.02914665629, 3.66028114818
b_{cge00010,C00080}, 0.755320637478, 1.03667334968, 0.0181934662282, 4.8701611755e-55, 2.86240178732, 2.74625274175e-07, 0.0541886646452, 0.35502174279, 1.0462303727, 3.62679335258
b_{cge00010,C00084}, 0.758475292723, 1.03450754412, 0.0184521472074, 4.94724076709e-149, 2.85600678077, 4.29912285011e-07, 0.0558488573062, 0.356860740094, 1.05897147335, 3.65969704668
b_{cge00010,C00103}, 0.754620595753, 1.03465180714, 0.0175538346217, 9.4718353525e-127, 2.90110511575, 2.46441823309e-07, 0.0536600327411, 0.34736831433, 1.05060876564, 3.68096808335
b_{cge00010,C00111}, 0.75716489743, 1.02506967285, 0.0175172825059, 2.22893011838e-137, 2.87610757209, 4.16702581486e-07, 0.0551619794781, 0.360641691141, 1.05736044942, 3.64243002631
b_{cge00010,C00118}, 0.752727269536, 1.02958196652, 0.0177067827468, 1.93356030112e-92, 2.86521930003, 2.69111568964e-07, 0.0523367682539, 0.35371821593, 1.04596920095, 3.6396652071
b_{cge00010,C00186}, 0.884546112108, 0.730866148194, 0.0114891182434, 0.00107619176538, 2.32490035708, 0.0567417417951, 0.345638852609, 0.694584121439, 1.22289814266, 2.78652785812
b_{cge00010,C00197}, 0.753540686421, 1.02931362333, 0.0181941508026, 2.6000573853e-69, 2.86315753137, 4.13963936515e-07, 0.0545845483755, 0.345196142712, 1.05077002072, 3.66087320704
b_{cge00010,C00221}, 0.75759180063, 1.03410676475, 0.0178581920062, 6.59076620649e-99, 2.84594729087, 3.33350206488e-07, 0.0536561583197, 0.354388178753, 1.05760779066, 3.6760370144
b_{cge00010,C00236}, 0.754612754897, 1.02851935467, 0.0170335172325, 2.62861005774e-129, 2.9015221405, 3.3784265501e-07, 0.0541691357215, 0.349935440105, 1.05596283887, 3.65685926662
