Precursor Mass,Retention Time,Dataset,Source,Peak Name,HMDB Compounds,HMDB Fits,Metlin Compounds,Metlin Scores,MetFrag Compounds,MetFrag Scores
continuous,continuous,string,string,continuous,string,string,string,string,string,string
,,meta,meta,meta,meta,meta,meta,meta,meta,meta
217.083,16.66,SynNeg 03/24,,,,,C09006,17.0,"C03738, C20958, C20957","0.839101034208433, 0.75, 0.75"
379.1808,12.36,SynNeg 03/24,,,,,,,"C08756, C17643","0.779189189189189, 0.75"
243.0634,21.99,SynNeg 03/24,,,,,,,"C16745, C00299, C02067, C12090, C08466, C09778, C08743, C14283, C10273, C05901","0.831071076011846, 0.831071076011846, 0.828418065153011, 0.775685920068057, 0.758129011490327, 0.754519682763772, 0.736692830235875, 0.729165683148017, 0.497418011869686, 0.497418011869686"
345.1103,51.22,SynNeg 03/24,,,,,,,"C07266, C08557","0.783087824507767, 0.75"
631.1136,7.99,SynNeg 03/24,,,,,,,"C20357, C19971","0.75, 0.75"
115.0394,42.79,SynNeg 03/24,,,,,,,"C06255, C03273, C02233, C00141","0.0, 0.0, 0.0, 0.0"
351.0577,41.22,SynNeg 03/24,,,,,,,"C06118, C04733","0.75, 0.75"
471.1674,45.69,SynNeg 03/24,,,,,,,C18681,0.75
491.2349,12.94,SynNeg 03/24,,,,,,,C09070,0.75
675.2398,54.63,SynNeg 03/24,,,,,,,C12954,0.75
113.035,13.89,SynNeg 03/24,,,,,C02512,28.0,"C02512, C08311, C02777, C02565, C00429","0.75, 0.0, 0.0, 0.0, 0.0"
546.204,14.19,SynNeg 03/24,,,,,,,C17963,0.75
165.0401,14.25,SynNeg 03/24,,,,,,,"C01685, C00545, C05412, C05411, C00878, C00502, C16353, C16358, C16357","0.819539666993144, 0.819539666993144, 0.814152791380999, 0.814152791380999, 0.814152791380999, 0.814152791380999, 0.180739834190482, 0.0355952812412025, 0.0355952812412025"
424.8539,12.21,SynNeg 03/24,,,,,,,C19003,0.75
471.1811,14.58,SynNeg 03/24,,,,,,,C00664,0.75
182.045,39.59,SynNeg 03/24,,,,,C00847,47.0,"C04447, C12026, C11466, C00847, C04773","0.77132701421801, 0.704601120899584, 0.684377228106644, 0.668373740034875, 0.646965013118713"
445.1924,26.67,SynNeg 03/24,,,,,,,"C11133, C10894","0.75, 0.0"
158.0607,3.69,SynNeg 03/24,,,,,,,"C00637, C10663, C06345, C14789","0.946274298056155, 0.860893628509719, 0.803050755939525, 0.75"
611.1568,16.82,SynNeg 03/24,,,,,C00127,43.0,,
394.9946,12.3,SynNeg 03/24,,,,,,,C08076,0.75
747.2633,26.21,SynNeg 03/24,,,,,,,C00862,0.75
411.1665,16.59,SynNeg 03/24,,,,,,,C07006,0.75
113.0242,14.0,SynNeg 03/24,,,,,,,"C07091, C00596","0.75, 0.75"
250.0182,53.06,SynNeg 03/24,,,,,,,C11686,0.75
570.0615,19.3,SynNeg 03/24,,,,,,,"C03888, C20612","0.75, 0.563198242377949"
367.1073,14.47,SynNeg 03/24,,,,,,,C02572,0.75
481.1365,19.21,SynNeg 03/24,,,,,,,C09775,0.75
500.9255,11.44,SynNeg 03/24,,,,,,,C18143,0.0
133.0138,12.44,SynNeg 03/24,,,C00711,0.53,"C00149, C00497","100.0, 89.0","C00711, C00497, C00149, C03064","0.754329004329004, 0.754329004329004, 0.754329004329004, 0.75"
159.1021,2.6,SynNeg 03/24,,,,,,,"C03865, C03864, C16651, C16650, C16649, C20793, C17527","0.794540229885057, 0.794540229885057, 0.776580459770115, 0.776580459770115, 0.776580459770115, 0.75, 0.75"
479.0944,41.5,SynNeg 03/24,,,,,,,C17880,0.0
715.4878,2.34,SynNeg 03/24,,,,,,,C15861,0.0
116.051,1.94,SynNeg 03/24,,,,,,,"C16074, C00463","0.0, 0.0"
230.0649,46.04,SynNeg 03/24,,,,,,,"C05539, C05932","0.75, 0.0"
391.1304,13.72,SynNeg 03/24,,,,,,,C11173,0.75
549.0913,16.76,SynNeg 03/24,,,,,,,C12638,0.75
236.0245,16.47,SynNeg 03/24,,,,,,,C18929,0.75
332.1284,52.44,SynNeg 03/24,,,,,,,C11341,0.75
188.0932,16.69,SynNeg 03/24,,,,,,,"C06326, C10132, C10124, C02256","0.824986087924318, 0.75, 0.75, 0.75"
220.0616,52.94,SynNeg 03/24,,,,,,,C05657,0.75
340.0941,51.97,SynNeg 03/24,,,,,,,"C17248, C11567","0.0, 0.0"
165.0226,16.85,SynNeg 03/24,,,C06337,0.33,C16614,8.0,C16614,0.75
208.0621,49.7,SynNeg 03/24,,,,,,,"C16591, C05596, C03710","0.879736408566722, 0.534906574150426, 0.531199819619948"
358.1648,30.03,SynNeg 03/24,,,,,,,C18495,0.75
291.0997,52.8,SynNeg 03/24,,,,,,,C16806,0.75
391.131,12.34,SynNeg 03/24,,,,,,,C11173,0.75
190.0722,14.25,SynNeg 03/24,,,,,,,C16850,0.75
505.1865,51.49,SynNeg 03/24,,,,,,,C09829,0.75
174.056,43.1,SynNeg 03/24,,,,,,,"C11504, C06525, C06344, C06331, C05634, C03230, C02298, C01386, C00954","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
255.1336,16.65,SynNeg 03/24,,,,,,,C20515,0.0
440.1379,47.72,SynNeg 03/24,,,,,C00504,52.0,"C00504, C07751","0.75, 0.010378541766571"
144.0294,16.66,SynNeg 03/24,,,,,,,"C05572, C00940","0.75, 0.75"
353.104,1.31,SynNeg 03/24,,,,,,,"C10627, C10882, C10498, C10207, C10486","0.814932177006893, 0.765621525461419, 0.761903782345247, 0.75, 0.468111459231389"
331.1332,51.57,SynNeg 03/24,,,,,,,C15387,0.75
508.9797,12.26,SynNeg 03/24,,,,,,,C13016,0.75
542.0971,18.26,SynNeg 03/24,,,,,,,"C12320, C12319, C04121","0.75, 0.75, 0.189149756697711"
254.9174,12.97,SynNeg 03/24,,,,,,,"C18748, C07971","0.0, 0.0"
351.1337,45.29,SynNeg 03/24,,,,,,,"C03292, C15424","0.776223051409619, 0.667893246515502"
565.0566,12.63,SynNeg 03/24,,,C00029,0.78,"C00052, C00029","44.0, 42.0",,
167.0343,36.23,SynNeg 03/24,,,C06672,0.31,,,"C16215, C14109, C11527, C10331, C07087, C06672, C06207, C05577, C05343, C03235, C03198, C01839, C01161, C00544","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
357.0119,53.33,SynNeg 03/24,,,,,,,C13678,0.0
173.1019,13.47,SynNeg 03/24,,,,,C00062,83.0,"C02385, C00792, C00062","0.75, 0.75, 0.75"
257.0554,43.07,SynNeg 03/24,,,,,,,"C07910, C03433, C03177","0.75, 0.251416954690356, 0.251416954690356"
458.9783,17.26,SynNeg 03/24,,,,,,,C18861,0.75
128.0345,50.95,SynNeg 03/24,,,,,,,"C04282, C04281, C02237, C01879, C01877","0.0, 0.0, 0.0, 0.0, 0.0"
258.0752,15.08,SynNeg 03/24,,,,,,,"C10740, C10701, C10716","0.754735344763046, 0.75, 0.74826359325235"
306.0501,16.53,SynNeg 03/24,,,,,,,C00239,0.75
553.2095,45.08,SynNeg 03/24,,,,,,,C17686,0.75
606.0815,12.6,SynNeg 03/24,,,,,,,"C01170, C00203, C00043","0.75, 0.75, 0.75"
301.0663,14.2,SynNeg 03/24,,,,,C01709,13.0,,
151.0401,52.78,SynNeg 03/24,,,"C00642, C05593, C05852, C01984","0.4, 0.44, 0.19, 0.55",,,"C17900, C14108, C14103, C14088, C13636, C13635, C12305, C12064, C10804, C10675, C05852, C05593, C04043, C03663, C02657, C02639, C02519, C02181, C01984, C01983, C00755, C00642","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
343.1648,16.55,SynNeg 03/24,,,,,,,C07805,0.75
413.068,19.35,SynNeg 03/24,,,,,,,C04712,0.75
276.1104,14.74,SynNeg 03/24,,,,,,,"C04424, C01449","0.795372064691345, 0.75"
289.0846,43.14,SynNeg 03/24,,,,,,,"C14213, C03414","0.75, 0.126139605250568"
191.0193,14.26,SynNeg 03/24,,,"C00158, C00451","0.61, 0.49","C00158, C00311","39.0, 31.0","C00158, C04575, C21091, C00679, C03921, C02780, C04617, C00451, C03600, C00311, C21095, C20896, C20890, C20889","0.83855935996795, 0.829075007676848, 0.82830626450116, 0.82830626450116, 0.821055684454756, 0.807170823665893, 0.806300754060325, 0.806300754060325, 0.797745069605568, 0.795424883990719, 0.753625290023202, 0.753625290023202, 0.75, 0.75"
450.1753,16.56,SynNeg 03/24,,,,,,,C06970,0.75
258.0384,12.94,SynNeg 03/24,,,,,C00352,100.0,"C12213, C06377, C06156, C03783, C01283, C00352, C12214","0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.375161666451154"
555.2014,52.63,SynNeg 03/24,,,,,,,"C11667, C11666","0.75, 0.75"
322.9814,1.52,SynNeg 03/24,,,,,,,C20831,0.75
293.1004,13.55,SynNeg 03/24,,,,,,,C03411,0.826785202179524
265.0514,14.52,SynNeg 03/24,,,,,,,"C18252, C08506","0.75, 0.476906185447468"
202.1093,52.18,SynNeg 03/24,,,,,,,"C08435, C04083","0.0, 0.0"
463.0476,44.96,SynNeg 03/24,,,,,,,C08422,0.75
267.0739,43.02,SynNeg 03/24,,,,,C00294,13.0,"C00294, C16603, C12117, C20934, C19792, C11544","0.823258404212232, 0.784376265694613, 0.75, 0.0, 0.0, 0.0"
503.228,12.35,SynNeg 03/24,,,,,,,C15628,0.0
515.1763,14.37,SynNeg 03/24,,,,,,,C10721,0.75
113.0249,50.62,SynNeg 03/24,,,,,,,"C07091, C00596","0.75, 0.75"
314.1019,16.68,SynNeg 03/24,,,,,,,C08528,0.75
393.1324,12.66,SynNeg 03/24,,,,,,,"C10417, C07593, C10076","0.802861952861953, 0.802861952861953, 0.75"
333.0569,52.9,SynNeg 03/24,,,,,,,"C10517, C04703, C04641, C09770, C18347, C01225","0.75, 0.75, 0.75, 0.224310432062481, 0.129043805339893, 0.0901571040110789"
473.1981,1.38,SynNeg 03/24,,,,,,,C07259,0.75
266.0883,14.09,SynNeg 03/24,,,,,C07210,25.0,"C00330, C08507, C00212, C07210, C06469","0.75, 0.579911862866028, 0.525833081855576, 0.390572975637666, 0.15769039660654"
291.0999,44.27,SynNeg 03/24,,,,,,,C16806,0.75
190.0514,52.57,SynNeg 03/24,,,,,C05635,46.0,"C05635, C06725, C16596","0.928979591836735, 0.772857142857143, 0.75"
453.0983,53.38,SynNeg 03/24,,,,,,,C12394,0.75
231.0278,14.21,SynNeg 03/24,,,,,,,"C19674, C03509, C02951, C02895, C01068","0.0, 0.0, 0.0, 0.0, 0.0"
408.149,16.52,SynNeg 03/24,,,,,,,C08333,0.75
173.009,17.27,SynNeg 03/24,,,,,,,"C06747, C05422, C02341, C00417","0.0, 0.0, 0.0, 0.0"
295.1523,12.33,SynNeg 03/24,,,,,,,C09674,0.75
185.1185,6.51,SynNeg 03/24,,,,,,,"C02217, C11417, C11404, C20714, C11420, C11406, C17620, C13945","0.903114186851211, 0.877162629757785, 0.877162629757785, 0.852941176470588, 0.820645905420992, 0.820645905420992, 0.75, 0.143199444799719"
404.0604,52.4,SynNeg 03/24,,,,,,,C18459,0.75
338.1362,47.01,SynNeg 03/24,,,,,,,"C10666, C17426, C09426, C19985, C17898, C11818, C03329, C06533","0.803338083323077, 0.770070936875997, 0.757875550055268, 0.75, 0.728056046820235, 0.545488971955758, 0.545488971955758, 0.342261748617562"
247.0943,16.49,SynNeg 03/24,,,,,,,"C16788, C20426, C12456","0.75, 0.0, 0.0"
373.1177,43.46,SynNeg 03/24,,,,,,,"C09800, C01957, C16963, C11673, C18591, C11564","0.861979166666667, 0.857319078947368, 0.841145833333333, 0.841145833333333, 0.805369778924203, 0.75"
293.1763,8.5,SynNeg 03/24,,,,,,,"C09709, C10462, C10342","0.803540419465667, 0.75, 0.749419880908809"
222.0773,49.84,SynNeg 03/24,,,,,,,"C18953, C14433","0.783300524934383, 0.745821871552379"
372.975,20.53,SynNeg 03/24,,,,,,,C19029,0.75
349.0776,42.44,SynNeg 03/24,,,,,,,C14731,0.0
475.0116,13.16,SynNeg 03/24,,,,,,,C08098,0.75
563.0382,12.38,SynNeg 03/24,,,,,,,C12210,0.75
451.1337,43.24,SynNeg 03/24,,,,,,,"C12404, C18683, C19432","0.764728607301526, 0.756885592146038, 0.294065907338977"
337.0645,14.3,SynNeg 03/24,,,,,,,C15599,0.75
642.7055,12.68,SynNeg 03/24,,,,,,,C19416,0.75
190.0506,54.5,SynNeg 03/24,,,,,C05635,75.0,"C05635, C16596, C06725","0.805648591274376, 0.804882221989364, 0.75"
564.078,18.17,SynNeg 03/24,,,,,,,C11583,0.75
538.1121,49.13,SynNeg 03/24,,,,,,,C07221,0.75
191.0204,17.48,SynNeg 03/24,,,"C00158, C00451","0.6, 0.49",C00311,99.0,"C04575, C21091, C00679, C03921, C20890, C20889, C02780, C21095, C20896, C04617, C00451, C03600, C00311, C00158","0.80826157791637, 0.804781011969532, 0.804781011969532, 0.801380576713819, 0.767490359200375, 0.767490359200375, 0.756290805223069, 0.75, 0.75, 0.404484379925071, 0.404484379925071, 0.398448607346181, 0.396272328782524, 0.372277891323284"
279.0788,12.29,SynNeg 03/24,,,,,,,"C20283, C20282, C16996","0.0, 0.0, 0.0"
176.0392,49.51,SynNeg 03/24,,,,,C03145,94.0,C03145,0.75
203.014,19.99,SynNeg 03/24,,,,,,,C11164,0.75
361.1274,38.84,SynNeg 03/24,,,,,,,"C11870, C09583","0.792917448405253, 0.75"
283.07,41.21,SynNeg 03/24,,,,,,,C01762,0.75
352.0672,16.71,SynNeg 03/24,,,,,,,C01304,0.75
243.0812,52.58,SynNeg 03/24,,,,,C00120,2.0,"C00120, C20818","0.785648319172516, 0.75"
265.0846,49.28,SynNeg 03/24,,,,,,,"C19038, C14474","0.765561752034866, 0.75"
259.0221,12.87,SynNeg 03/24,,,C00103,0.55,,,"C05001, C03606, C03735, C02965, C02962, C01172, C01113, C00668, C00275, C00092, C18096, C05345, C01097, C00085, C06312, C03811, C03251, C06019, C01094, C03654, C02888, C06155, C04006, C03546, C01177, C03267, C15926, C15924, C03384, C01171, C01002, C00663, C00636, C00446, C00103, C18984, C10088, C10056, C10086","0.876083754208754, 0.873672751470219, 0.824170988716788, 0.824170988716788, 0.824170988716788, 0.824170988716788, 0.824170988716788, 0.824170988716788, 0.824170988716788, 0.824170988716788, 0.797054598772866, 0.797054598772866, 0.797054598772866, 0.797054598772866, 0.796791551634819, 0.753821079559263, 0.595862745035585, 0.581376964458792, 0.560814236190488, 0.558078510755071, 0.558078510755071, 0.546571563410433, 0.546571563410433, 0.546571563410433, 0.546571563410433, 0.526823492490097, 0.526646074934242, 0.526646074934242, 0.51378983903074, 0.51378983903074, 0.51378983903074, 0.51378983903074, 0.51378983903074, 0.51378983903074, 0.51378983903074, 0.442066393294054, 0.311217519575238, 0.19887776040504, 0.19250735192307"
187.0415,20.86,SynNeg 03/24,,,,,,,"C10398, C10387, C03203, C16212","0.879758987391148, 0.86572609500645, 0.808213375812441, 0.75"
128.0505,50.06,SynNeg 03/24,,,,,,,"C06413, C06323","0.0, 0.0"
350.0681,47.36,SynNeg 03/24,,,,,,,"C18295, C08559","0.75, 0.0884538603608201"
131.0348,50.95,SynNeg 03/24,,,,,,,"C11838, C07581, C06010, C04181, C04106, C03589, C02674, C00900, C00489","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
325.0544,17.88,SynNeg 03/24,,,,,,,C02750,0.75
396.9927,13.25,SynNeg 03/24,,,,,,,C08001,0.0
171.1016,2.32,SynNeg 03/24,,,,,,,C16322,0.0
361.1157,50.06,SynNeg 03/24,,,,,,,"C09773, C09768","0.75, 0.561465120561155"
381.1325,39.49,SynNeg 03/24,,,,,,,C08359,0.75
323.1059,49.61,SynNeg 03/24,,,,,,,"C13820, C13778, C20517, C06806","0.75, 0.75, 0.671739444103117, 0.0707883554338359"
367.0162,16.65,SynNeg 03/24,,,,,,,"C01103, C18729","0.75, 0.0"
346.0732,43.78,SynNeg 03/24,,,,,,,C12222,0.75
423.1669,16.64,SynNeg 03/24,,,,,C01674,12.0,"C01674, C06914, C10463","0.760892502482622, 0.323426181847777, 0.216266396366186"
201.1129,4.92,SynNeg 03/24,,,C08277,0.81,,,C08277,0.75
417.16,14.09,SynNeg 03/24,,,,,C07267,3.0,"C09493, C09435, C10889","0.75, 0.69622393589609, 0.657754137938072"
445.2186,28.91,SynNeg 03/24,,,,,,,"C08765, C13814, C13813, C13812, C13810, C09468","0.75, 0.0, 0.0, 0.0, 0.0, 0.0"
211.0757,12.68,SynNeg 03/24,,,,,,,"C20228, C20227, C16205, C16203, C14233, C12537, C11428, C04468, C01745, C01408","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
416.0222,50.1,SynNeg 03/24,,,,,,,C11038,0.75
337.1192,53.89,SynNeg 03/24,,,,,,,C09326,0.75
445.1933,29.54,SynNeg 03/24,,,,,,,"C11133, C10894","0.75, 0.0368758751192299"
419.1252,43.45,SynNeg 03/24,,,,,,,"C14918, C11674","0.828162444368367, 0.671115886177953"
203.0833,48.06,SynNeg 03/24,,,,,"C00525, C00078","100.0, 85.0","C00806, C00525, C00078, C14916, C07839, C10743","0.807962529274005, 0.807962529274005, 0.799397791903647, 0.720285264380913, 0.712096239100892, 0.508146085639798"
527.1761,16.46,SynNeg 03/24,,,,,,,C11647,0.75
459.2512,1.99,SynNeg 03/24,,,,,,,C08719,0.75
116.0346,17.02,SynNeg 03/24,,,,,,,"C20250, C03508, C03214, C00441","0.0, 0.0, 0.0, 0.0"
349.145,49.82,SynNeg 03/24,,,,,,,C18602,0.75
313.0579,45.33,SynNeg 03/24,,,,,,,"C20664, C18052, C18051, C11185, C07590, C06939, C05308, C03190, C02569, C00341","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
606.1872,44.54,SynNeg 03/24,,,,,,,"C03368, C19850","0.75, 0.727634267541172"
580.1936,16.2,SynNeg 03/24,,,,,,,C15631,0.75
357.0519,13.27,SynNeg 03/24,,,,,,,C11718,0.75
459.2013,44.97,SynNeg 03/24,,,,,,,"C20206, C15429, C10704, C10672","0.752026784263272, 0.75, 0.739424828813276, 0.71341429683368"
293.1154,51.68,SynNeg 03/24,,,,,C11045,8.0,"C11045, C15049","0.75, 0.409939079652161"
448.0314,1.18,SynNeg 03/24,,,,,,,C08106,0.75
390.9908,19.33,SynNeg 03/24,,,,,,,C08193,0.0
187.0973,3.16,SynNeg 03/24,,,C08261,0.62,,,"C08261, C17878","0.75, 0.0"
383.1258,25.63,SynNeg 03/24,,,,,,,C08504,0.75
462.122,43.31,SynNeg 03/24,,,,,,,C12141,0.75
219.0783,38.04,SynNeg 03/24,,,,,,,"C19716, C00643, C01017, C09985","0.75, 0.326974185968906, 0.286402223987625, 0.148436550575837"
259.1309,50.96,SynNeg 03/24,,,,,,,"C18135, C09695, C17744","0.758029489555623, 0.75, 0.172107436427654"
192.0325,16.7,SynNeg 03/24,,,,,,,"C12468, C15566, C01693, C04185","0.75, 0.417860079919146, 0.417860079919146, 0.141256772734119"
411.1123,52.26,SynNeg 03/24,,,,,,,"C18516, C12424, C10875, C20046","0.81641594292804, 0.697366529908945, 0.689572362471307, 0.679975581912667"
203.0926,52.91,SynNeg 03/24,,,,,,,"C04587, C04586, C06385","0.75, 0.75, 0.491854835302114"
172.9909,17.22,SynNeg 03/24,,,,,C12849,100.0,"C12849, C02180, C00850","0.797738693467337, 0.75, 0.75"
312.1251,6.55,SynNeg 03/24,,,,,,,"C16984, C02717, C11017","0.75, 0.0586244830389708, 0.0298670383632517"
429.1574,16.64,SynNeg 03/24,,,,,,,C10884,0.75
280.1056,14.26,SynNeg 03/24,,,,,,,"C02494, C05031","0.810038680849645, 0.585921373900369"
440.1378,49.23,SynNeg 03/24,,,,,C00504,76.0,"C00504, C07751","0.75, 0.0146981568621054"
382.0607,53.09,SynNeg 03/24,,,,,,,C07760,0.75
160.0614,21.87,SynNeg 03/24,,,,,,,"C06234, C03210, C02207, C01077, C00956, C01046, C19694, C05016, C17581","0.827004398297894, 0.772990313790852, 0.75, 0.723260670494326, 0.671781797254889, 0.634669121198551, 0.633964895846438, 0.626922642325312, 0.098467325573977"
150.0554,16.8,SynNeg 03/24,,,,,C03005,100.0,"C06804, C04353, C04350, C02709, C07301, C18623, C20634, C17756, C17755, C16571, C03522, C03005","0.921146157263439, 0.851843625055531, 0.851843625055531, 0.832518880497557, 0.75, 0.501279332172171, 0.2452777535675, 0.219400365739868, 0.198965003678562, 0.125775310208993, 0.125775310208993, 0.125775310208993"
268.0328,42.61,SynNeg 03/24,,,,,,,C19094,0.75
567.2255,44.82,SynNeg 03/24,,,,,,,C17812,0.75
385.0003,12.67,SynNeg 03/24,,,,,,,C18777,0.75
165.0189,35.71,SynNeg 03/24,,,C06337,0.33,,,"C03590, C14100, C14096, C06337, C01606","0.783504361210877, 0.752565418163161, 0.75, 0.496054291125578, 0.483663321397513"
103.0548,1.28,SynNeg 03/24,,,,,,,C07083,0.0
493.1307,17.1,SynNeg 03/24,,,,,,,C03709,0.75
430.0552,18.88,SynNeg 03/24,,,,,,,C10952,0.75
251.0721,14.39,SynNeg 03/24,,,,,,,"C15616, C20872, C15111, C03074","0.77909180814241, 0.75, 0.71648842897422, 0.69942958562276"
297.0488,13.42,SynNeg 03/24,,,,,,,"C18757, C11030","0.75, 0.731842845518479"
202.1088,24.8,SynNeg 03/24,,,,,,,"C08435, C04083","0.0, 0.0"
237.0903,49.43,SynNeg 03/24,,,,,,,C07501,0.75
181.0511,53.63,SynNeg 03/24,,,C05582,0.43,C03672,34.0,"C20953, C21085, C03964, C03672, C12622, C05582, C10447, C04044","0.768882270941579, 0.75, 0.410961841089973, 0.410961841089973, 0.347421077733858, 0.328665533442893, 0.307628909440866, 0.280255952908107"
429.1029,16.25,SynNeg 03/24,,,,,,,C10915,0.75
313.0576,42.03,SynNeg 03/24,,,,,,,"C06939, C07590, C18052, C05308","0.75, 0.133338403695912, 0.0, 0.0"
351.1341,43.9,SynNeg 03/24,,,,,,,"C03292, C15424","0.75, 0.511911985309478"
289.1196,52.35,SynNeg 03/24,,,,,,,"C03406, C19607, C19490","0.91029792746114, 0.38123503113826, 0.37718710367712"
265.0836,41.5,SynNeg 03/24,,,,,,,"C14474, C19038","0.752796989422295, 0.462398951889407"
515.1169,16.48,SynNeg 03/24,,,,,,,"C16222, C08175, C10468, C10445","0.781988789818343, 0.625011622080648, 0.599381830326243, 0.388309061738335"
358.9472,11.51,SynNeg 03/24,,,,,,,C18970,0.75
307.0947,53.11,SynNeg 03/24,,,,,,,"C20129, C01541, C08549, C17743","0.75, 0.75, 0.344140279362815, 0.330483133812984"
189.0765,53.41,SynNeg 03/24,,,,,,,C04546,0.75
220.062,47.6,SynNeg 03/24,,,,,,,C05657,0.75
281.055,16.6,SynNeg 03/24,,,,,,,"C11631, C14265, C13698","0.767700296015917, 0.548947901043689, 0.404650337982174"
371.0961,50.1,SynNeg 03/24,,,,,,,C09956,0.75
115.0034,36.58,SynNeg 03/24,,,"C00122, C01384","0.4, 0.4",,,"C02150, C01384, C00122","0.0, 0.0, 0.0"
305.0187,16.71,SynNeg 03/24,,,,,,,C02355,0.75
347.0411,16.66,SynNeg 03/24,,,,,,,"C00130, C19791, C11516, C16699","0.75, 0.0325741329829185, 0.0325741329829185, 0.0102345607472733"
241.012,12.9,SynNeg 03/24,,,,,,,"C16848, C04299","0.829487179487179, 0.46468976497387"
319.119,1.17,SynNeg 03/24,,,,,,,"C06979, C09298, C20380, C06079, C09373, C15500, C15502","0.826820307281229, 0.662489017582561, 0.639375783458845, 0.632671913264829, 0.595956504638088, 0.0366386339721878, 0.0290857169954142"
436.1621,16.72,SynNeg 03/24,,,,,,,C07010,0.75
448.0249,49.22,SynNeg 03/24,,,,,,,C08106,0.75
390.124,12.3,SynNeg 03/24,,,,,,,C10686,0.75
423.0986,48.35,SynNeg 03/24,,,,,,,C18438,0.75
146.0453,17.05,SynNeg 03/24,,,,,C12269,48.0,"C05938, C00979, C03790, C00302, C00217, C00025, C12269, C03618, C05941, C05574","0.75, 0.627979309782374, 0.596780822436306, 0.587399459108467, 0.587399459108467, 0.587399459108467, 0.502560018580554, 0.485215765955577, 0.330904675886856, 0.25151579441806"
311.1691,6.33,SynNeg 03/24,,,,,,,"C09120, C10436, C20211, C09524","0.75, 0.152622322029324, 0.107228270381639, 0.104946400017935"
237.0915,26.37,SynNeg 03/24,,,,,,,C07501,0.75
458.157,14.25,SynNeg 03/24,,,,,,,C10286,0.75
185.0569,16.84,SynNeg 03/24,,,,,,,C13672,0.75
367.0839,40.32,SynNeg 03/24,,,,,,,"C12401, C20574","0.751012965964344, 0.75"
515.1676,43.72,SynNeg 03/24,,,,,,,C10721,0.75
293.0784,48.52,SynNeg 03/24,,,,,,,C10055,0.75
366.0818,38.61,SynNeg 03/24,,,,,,,C08109,0.75
157.0768,37.78,SynNeg 03/24,,,,,,,"C19463, C10161","0.0, 0.0"
111.0082,12.5,SynNeg 03/24,,,C01546,0.31,,,C01546,0.0
198.0746,25.69,SynNeg 03/24,,,,,,,C20941,0.75
675.2497,43.13,SynNeg 03/24,,,,,,,C12954,0.75
263.0975,13.85,SynNeg 03/24,,,,,,,C17967,0.75
401.0487,12.98,SynNeg 03/24,,,,,,,C18556,0.75
180.9894,54.54,SynNeg 03/24,,,,,,,C17941,0.75
382.0616,49.67,SynNeg 03/24,,,,,,,C07760,0.75
479.1201,12.31,SynNeg 03/24,,,,,,,C08111,0.75
356.0683,47.41,SynNeg 03/24,,,,,,,C01926,0.75
360.0654,12.94,SynNeg 03/24,,,,,,,C11024,0.75
179.0562,14.03,SynNeg 03/24,,,,,"C00795, C17207, C00095, C00247, C15923, C01582, C00159, C00267, C07130","100.0, 100.0, 100.0, 100.0, 55.0, 41.0, 5.0, 5.0, 0.0","C10906, C01582, C01452, C02782, C19891, C06151, C21066, C06153, C06152, C00137, C21032, C21050, C15923, C06467, C06466, C06465, C06464, C02209, C01825, C01487, C00984, C00962, C00936, C00738, C00737, C00267, C00221, C00159, C00124, C00031, C05003, C08356, C06468, C00795, C00764, C00247, C01719, C02336, C00095, C08351, C01906, C01934, C01720, C01680","0.894540412850194, 0.894540412850194, 0.894540412850194, 0.894512944884549, 0.885187871941327, 0.885187871941327, 0.850756756756757, 0.848864737174518, 0.848864737174518, 0.848864737174518, 0.842378378378378, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.842216216216216, 0.836324324324324, 0.836162162162162, 0.836162162162162, 0.836162162162162, 0.836162162162162, 0.836162162162162, 0.835837837837838, 0.835675675675676, 0.835675675675676, 0.826582201871398, 0.826582201871398, 0.728552915681991, 0.728552915681991, 0.728552915681991"
160.0399,1.89,SynNeg 03/24,,,,,C19837,70.0,"C16716, C11503","0.75127566156402, 0.75"
117.0203,31.1,SynNeg 03/24,,,"C02170, C00042","0.31, 0.4",,,"C10900, C02170, C00042","0.0, 0.0, 0.0"
401.1231,12.34,SynNeg 03/24,,,,,,,"C09262, C04007","0.845096090125911, 0.72809727391044"
