Precursor Mass,Retention Time,Dataset,Source,Peak Name,HMDB Compounds,HMDB Fits,Metlin Compounds,Metlin Scores,MetFrag Compounds,MetFrag Scores
continuous,continuous,string,string,continuous,string,string,string,string,string,string
,,meta,meta,meta,meta,meta,meta,meta,meta,meta
375.1343,52.06,SynNeg 03/24,,,,,C00255,38.0,"C00255, C07384, C11661, C01512","0.75, 0.662891944487543, 0.625416318311704, 0.625416318311704"
425.085,14.21,SynNeg 03/24,,,,,,,C05526,0.75
449.0906,13.69,SynNeg 03/24,,,,,,,C10593,0.75
408.1276,19.29,SynNeg 03/24,,,,,,,C11366,0.75
293.0612,50.14,SynNeg 03/24,,,,,,,C06981,0.75
425.1829,16.95,SynNeg 03/24,,,,,,,C15970,0.75
182.9296,11.14,SynNeg 03/24,,,,,,,C06550,0.0
405.1455,13.94,SynNeg 03/24,,,,,,,C18375,0.75
404.0562,16.47,SynNeg 03/24,,,,,,,C18459,0.75
216.1247,2.87,SynNeg 03/24,,,,,,,C03017,0.75
357.1337,42.61,SynNeg 03/24,,,,,,,"C08831, C17508, C09077, C10317, C10682, C20455, C17808, C05366, C10558, C09516, C09515, C17414","0.848097112860892, 0.806758530183727, 0.806758530183727, 0.75, 0.435877208259503, 0.418324714821182, 0.418324714821182, 0.418324714821182, 0.399952011409109, 0.268883068358352, 0.268883068358352, 0.253955246836043"
307.0512,50.68,SynNeg 03/24,,,,,,,C11276,0.75
257.1016,51.38,SynNeg 03/24,,,,,,,"C00670, C19031","0.75, 0.0"
453.0115,12.81,SynNeg 03/24,,,,,,,C18883,0.75
129.0569,54.17,SynNeg 03/24,,,,,,,"C06102, C06008, C03467, C03465, C02129, C02122, C00902, C00671, C00233, C03241, C12314, C01012, C14530, C03500","0.926952141057935, 0.926952141057935, 0.926952141057935, 0.926952141057935, 0.926952141057935, 0.926952141057935, 0.926952141057935, 0.926952141057935, 0.926952141057935, 0.851385390428212, 0.775818639798489, 0.775818639798489, 0.75, 0.0"
361.0941,50.13,SynNeg 03/24,,,,,,,C06327,0.75
235.0733,43.1,SynNeg 03/24,,,,,,,"C19717, C15605, C02700","0.844981090450678, 0.578228465642016, 0.578228465642016"
498.9234,12.47,SynNeg 03/24,,,,,,,"C11555, C04520, C04477, C01272, C18142","0.859756097560976, 0.859756097560976, 0.859756097560976, 0.859756097560976, 0.75"
119.0347,16.72,SynNeg 03/24,,,,,,,"C15587, C06463, C02045, C02022, C01796","0.0, 0.0, 0.0, 0.0, 0.0"
147.0447,1.27,SynNeg 03/24,,,,,"C00423, C05608","100.0, 18.0","C05608, C07720, C00423, C10438, C07728, C02274, C17268","0.856768100734523, 0.838579923050017, 0.826687653025533, 0.81794333683106, 0.805919902063659, 0.75, 0.45665306632295"
335.0347,47.41,SynNeg 03/24,,,,,,,"C08726, C19090","0.820587253920587, 0.457463219871697"
339.106,1.29,SynNeg 03/24,,,,,,,C18698,0.75
93.0356,35.73,SynNeg 03/24,,,,,,,"C01782, C15584, C00146","0.781722054380665, 0.75, 0.75"
421.2311,9.63,SynNeg 03/24,,,,,,,C07874,0.75
417.1403,51.29,SynNeg 03/24,,,,,,,C17867,0.75
316.1541,46.99,SynNeg 03/24,,,,,,,"C10692, C12238, C14988, C08530, C13794, C08516, C15007, C13730","0.776414481735168, 0.766590830748018, 0.719100210434416, 0.70843750122546, 0.70812025014792, 0.661316501511862, 0.660345002912051, 0.642094658359653"
181.0509,50.12,SynNeg 03/24,,,C05582,0.43,C03672,82.0,"C20953, C05582, C10680, C21085, C05583, C12622, C03672, C10447, C04044, C03964","0.778809605038481, 0.770039814521208, 0.760813419501368, 0.75, 0.742354461129751, 0.730600276801761, 0.710974824502693, 0.684474267237397, 0.676182897207878, 0.673638910045565"
399.1769,53.4,SynNeg 03/24,,,,,,,"C14668, C10621, C10555","0.838151737967914, 0.75, 0.75"
462.1198,49.14,SynNeg 03/24,,,,,,,C12141,0.75
281.0903,42.43,SynNeg 03/24,,,,,,,"C01630, C20568, C02243, C12118, C20570","0.869602129165601, 0.857629926664173, 0.825376334578042, 0.75, 0.0506278845504209"
593.214,42.48,SynNeg 03/24,,,,,,,C17565,0.75
394.0275,16.46,SynNeg 03/24,,,,,,,C08110,0.75
293.0553,14.86,SynNeg 03/24,,,,,,,"C17132, C17133, C17136","0.788172140562109, 0.75, 0.117107979762528"
409.0937,16.79,SynNeg 03/24,,,,,,,"C12423, C12422, C10949","0.75, 0.730692146330053, 0.379154122061736"
472.1104,16.9,SynNeg 03/24,,,,,,,C05674,0.75
335.0541,19.34,SynNeg 03/24,,,,,,,"C00796, C14350, C12376","0.75, 0.0, 0.0"
396.0573,38.03,SynNeg 03/24,,,,,,,C18703,0.75
164.0572,18.69,SynNeg 03/24,,,,,C02242,39.0,"C02242, C02230","0.859600329625052, 0.75"
420.1983,16.74,SynNeg 03/24,,,,,,,C11098,0.75
323.0299,16.36,SynNeg 03/24,,,,,C00105,22.0,"C00105, C03031, C01368, C01168","0.801997313245141, 0.765801370392966, 0.756746107163472, 0.75"
267.066,14.21,SynNeg 03/24,,,,,,,"C10414, C11621, C15203, C00858, C08566, C12125, C15110","0.75, 0.603230580595794, 0.559971874736974, 0.519257294313866, 0.344947061352304, 0.204428515925908, 0.192087494153975"
118.0508,14.07,SynNeg 03/24,,,,,,,"C12317, C11108, C05519, C00820, C00188, C00263, C03678, C02115","0.780940594059406, 0.780940594059406, 0.780940594059406, 0.780940594059406, 0.780940594059406, 0.75, 0.0, 0.0"
481.2778,12.87,SynNeg 03/24,,,,,,,C09093,0.75
345.0652,12.31,SynNeg 03/24,,,,,,,"C19588, C09967, C11620, C04581, C19589, C10021, C17788","0.75, 0.54752178504341, 0.543178323733754, 0.523367402353161, 0.517692580609858, 0.510587385893688, 0.500240822194148"
175.0255,50.62,SynNeg 03/24,,,,,C02670,100.0,"C03217, C04471, C04349, C04053, C06033, C03289, C06430, C02670, C03387, C20364, C00072, C06440, C19806","0.824177687351645, 0.78604396587422, 0.78604396587422, 0.78604396587422, 0.779393413546958, 0.753670631081557, 0.750275517124449, 0.750275517124449, 0.75, 0.742480397103937, 0.742480397103937, 0.737902574113093, 0.127876879664954"
163.04,24.96,SynNeg 03/24,,,C12621,0.31,,,"C12621, C10945, C07114, C06738, C05838, C02763, C01772, C00811, C00166","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
441.1713,16.82,SynNeg 03/24,,,,,,,C10474,0.75
324.9535,17.47,SynNeg 03/24,,,,,,,C18967,0.75
261.0898,50.34,SynNeg 03/24,,,,,,,C18260,0.75
333.097,21.97,SynNeg 03/24,,,,,,,"C09430, C17083, C14874, C09141, C19019","0.801653872205916, 0.75, 0.327792348905007, 0.163227974227963, 0.0627584238173599"
545.0527,16.77,SynNeg 03/24,,,,,,,"C11926, C11907, C00688, C19960, C11908","0.799799465240642, 0.799799465240642, 0.799799465240642, 0.75, 0.75"
352.067,17.72,SynNeg 03/24,,,,,,,C01304,0.75
289.0194,17.55,SynNeg 03/24,,,,,,,C19009,0.75
611.1419,39.95,SynNeg 03/24,,,,,,,C00127,0.75
351.1366,4.59,SynNeg 03/24,,,,,,,"C03292, C15424","0.75, 0.315583661470012"
359.1282,25.47,SynNeg 03/24,,,,,,,"C17754, C07713, C07184, C13487","0.777699968876439, 0.709949553222317, 0.644439383489916, 0.276901414198758"
373.0704,13.84,SynNeg 03/24,,,,,,,"C10332, C10358","0.760878803331633, 0.75"
467.0708,53.49,SynNeg 03/24,,,,,C06928,15.0,,
421.2307,6.33,SynNeg 03/24,,,,,,,C07874,0.75
497.1028,50.11,SynNeg 03/24,,,,,,,C03646,0.75
410.9703,13.42,SynNeg 03/24,,,,,,,C17121,0.75
168.0666,16.71,SynNeg 03/24,,,,,"C00547, C00314","38.0, 35.0","C00314, C00547","0.818671708849058, 0.75"
286.092,44.85,SynNeg 03/24,,,,,,,C08344,0.75
407.177,12.33,SynNeg 03/24,,,,,,,C09579,0.75
117.0564,51.36,SynNeg 03/24,,,,,,,"C20827, C02804","0.0, 0.0"
147.045,43.79,SynNeg 03/24,,,,,,,"C10438, C00423, C07728, C02274, C17268, C07720, C05608","0.910828025477707, 0.910828025477707, 0.75, 0.75, 0.0, 0.0, 0.0"
453.0632,45.25,SynNeg 03/24,,,,,,,C04823,0.75
352.0669,26.91,SynNeg 03/24,,,,,,,C01304,0.75
381.1026,12.92,SynNeg 03/24,,,,,,,"C10546, C12420","0.781930693069307, 0.75"
268.1053,14.06,SynNeg 03/24,,,,,,,C19412,0.75
87.0459,49.22,SynNeg 03/24,,,C00246,0.35,,,"C14440, C02632, C01769, C00849, C00810, C00466, C00246","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
335.1079,2.92,SynNeg 03/24,,,,,,,"C18461, C15501","0.75, 0.48474402264769"
475.1966,13.94,SynNeg 03/24,,,,,,,C11132,0.75
449.1518,16.74,SynNeg 03/24,,,,,,,C09478,0.75
525.0639,12.39,SynNeg 03/24,,,,,,,C18596,0.75
379.1167,49.4,SynNeg 03/24,,,,,,,"C14612, C08358","0.814856854584437, 0.0627522678450228"
131.0714,49.78,SynNeg 03/24,,,,,,,"C06103, C03499, C07834, C13773, C03264","0.846816976127321, 0.813273651635721, 0.75, 0.296300156925706, 0.0"
248.13,5.02,SynNeg 03/24,,,,,,,"C20983, C18717, C10169, C15032","0.818465154302064, 0.686367073191046, 0.661799876825907, 0.646727324199706"
335.078,16.49,SynNeg 03/24,,,,,,,"C17193, C10296, C10434","0.75, 0.238800825714107, 0.067835216259078"
403.1145,48.41,SynNeg 03/24,,,,,,,C07317,0.75
121.0298,52.83,SynNeg 03/24,,,,,,,"C06202, C03067, C00633, C15474, C00539, C00180","0.946947480671821, 0.946947480671821, 0.946947480671821, 0.900559850706478, 0.75, 0.75"
339.0721,50.59,SynNeg 03/24,,,,,,,"C01421, C09264, C09206, C02887","0.75246451104101, 0.75, 0.75, 0.476188288744531"
191.0821,45.33,SynNeg 03/24,,,,,,,"C09907, C16151","0.75, 0.700376860271675"
116.0713,16.51,SynNeg 03/24,,,,,,,"C16436, C15987, C07457, C06417, C03571, C01826, C01799, C00719, C00431, C00183","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
373.0605,12.3,SynNeg 03/24,,,,,,,C18514,0.75
367.1315,1.44,SynNeg 03/24,,,,,,,C11796,0.75
553.2004,50.11,SynNeg 03/24,,,,,,,"C17686, C17476","0.8888088376561, 0.75"
648.1909,48.71,SynNeg 03/24,,,,,,,C13494,0.75
490.165,52.63,SynNeg 03/24,,,,,,,"C11814, C11813","0.75, 0.75"
356.1722,1.06,SynNeg 03/24,,,,,,,C10412,0.75
161.045,14.07,SynNeg 03/24,,,C02360,0.6,,,"C06159, C03979, C03827, C02360, C16390, C03652, C18028, C11592, C06158, C02991, C20902, C06478, C06474, C17209, C06485, C00478, C03761, C02488, C01989, C01088","0.86990459670425, 0.86990459670425, 0.86990459670425, 0.865134431916739, 0.859713790112749, 0.816890719861232, 0.812012142237641, 0.810765394622723, 0.787077189939289, 0.787077189939289, 0.75, 0.658124847382792, 0.658124847382792, 0.633894578518959, 0.632593624486001, 0.484895553177497, 0.36549473303239, 0.36549473303239, 0.357672306383593, 0.357672306383593"
384.1006,1.58,SynNeg 03/24,,,,,,,C03431,0.75
328.0417,5.66,SynNeg 03/24,,,,,,,"C02353, C02507, C00575, C18661","0.75, 0.350557201581006, 0.170754142478543, 0.0602790342302545"
419.1242,4.55,SynNeg 03/24,,,,,,,"C14918, C11674","0.75, 0.585717906434855"
475.9559,17.68,SynNeg 03/24,,,,,,,C20349,0.75
379.084,14.21,SynNeg 03/24,,,,,,,C11190,0.75
363.0398,13.79,SynNeg 03/24,,,,,,,C00655,0.75
439.1979,54.64,SynNeg 03/24,,,,,,,C11899,0.75
309.1121,45.54,SynNeg 03/24,,,,,,,"C17016, C15051, C05113","0.81643406085806, 0.775978938449434, 0.719841761972156"
284.1005,14.03,SynNeg 03/24,,,,,,,C07195,0.75
417.1307,16.8,SynNeg 03/24,,,,,,,"C06446, C17867","0.870485553772071, 0.75"
180.0671,25.18,SynNeg 03/24,,,,,C04368,36.0,"C19579, C03290, C06420, C20807, C01536, C00082, C04368, C19712","0.833941157187346, 0.544347495044521, 0.542150607588652, 0.534803821283902, 0.534803821283902, 0.534803821283902, 0.460987349075983, 0.0633428767102639"
131.0458,13.85,SynNeg 03/24,,,,,C00152,14.0,"C19258, C16438, C01905, C02642, C02037, C00152, C01043, C19301","0.768992162411849, 0.75, 0.75, 0.743421700326376, 0.731407694244351, 0.730267286845584, 0.717121327189326, 0.717032075999265"
335.0949,1.99,SynNeg 03/24,,,,,,,"C18363, C10529, C10523","0.860576923076923, 0.650060396884773, 0.63139301617663"
331.0607,47.99,SynNeg 03/24,,,,,,,C10355,0.0
357.1074,49.51,SynNeg 03/24,,,,,,,C20888,0.75
339.0672,53.89,SynNeg 03/24,,,,,,,"C01421, C09264, C09206, C17400, C02887","0.75, 0.670325446235099, 0.663745277024412, 0.0604631206637447, 0.0411351607151111"
172.0405,50.12,SynNeg 03/24,,,,,,,"C19474, C14040, C06556, C06414, C06325","0.0, 0.0, 0.0, 0.0, 0.0"
158.0826,50.86,SynNeg 03/24,,,,,,,"C03087, C10850, C10151, C08269","0.829480405107882, 0.768604139145751, 0.75, 0.75"
179.0562,16.68,SynNeg 03/24,,,,,C15923,11.0,"C13747, C07480, C02782, C01934, C01720, C01680, C21066, C21050, C15923, C06467, C06466, C06465, C06464, C02209, C01825, C01487, C00984, C00962, C00936, C00738, C00737, C00267, C00221, C00159, C00124, C00031, C19891, C10906, C07130, C06153, C06152, C06151, C01582, C01452, C00137","0.894796849087894, 0.894796849087894, 0.0817610861042731, 0.0656847291948351, 0.0656847291948351, 0.0656847291948351, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0548124957228469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
231.0604,18.19,SynNeg 03/24,,,,,,,C18934,0.75
235.073,28.58,SynNeg 03/24,,,,,,,"C15605, C02700, C19717, C18255, C18249","0.863590683376685, 0.863590683376685, 0.726629860324438, 0.617105447467157, 0.617105447467157"
281.1016,53.25,SynNeg 03/24,,,,,,,C00939,0.75
288.0306,45.56,SynNeg 03/24,,,,,,,"C14965, C14927","0.759308169179414, 0.75"
405.1833,13.25,SynNeg 03/24,,,,,,,"C06875, C14648","0.807199729865121, 0.75"
401.0195,19.33,SynNeg 03/24,,,,,,,C00363,0.75
187.1089,16.55,SynNeg 03/24,,,,,"C12989, C02727","26.0, 19.0","C12989, C03846, C02727, C02155","0.88323124042879, 0.88323124042879, 0.88323124042879, 0.75"
359.0393,42.76,SynNeg 03/24,,,,,,,C18406,0.75
413.1342,12.38,SynNeg 03/24,,,,,,,"C20571, C06667, C07001","0.769430051813472, 0.75, 0.0"
381.1756,12.87,SynNeg 03/24,,,,,,,C19435,0.75
272.0596,50.12,SynNeg 03/24,,,,,,,"C07843, C10678, C07949","0.820000668167966, 0.75, 0.721429212930302"
439.1015,16.5,SynNeg 03/24,,,,,,,C09105,0.75
202.11,28.1,SynNeg 03/24,,,,,,,"C08435, C04083","0.0, 0.0"
279.11,52.45,SynNeg 03/24,,,,,,,C20579,0.75
373.1041,43.16,SynNeg 03/24,,,,,,,C08565,0.75
425.1591,40.99,SynNeg 03/24,,,,,,,"C09116, C09261","0.770083102493075, 0.75"
482.0847,13.81,SynNeg 03/24,,,,,,,C21017,0.75
341.1256,49.58,SynNeg 03/24,,,,,,,C00761,0.75
489.111,16.67,SynNeg 03/24,,,,,,,C05560,0.75
391.1289,43.46,SynNeg 03/24,,,,,,,"C11173, C17066","0.75, 0.701367818061248"
170.9443,11.0,SynNeg 03/24,,,,,,,"C14841, C14840, C14839, C14453","0.0, 0.0, 0.0, 0.0"
405.1476,19.24,SynNeg 03/24,,,,,,,C18375,0.75
377.1944,53.48,SynNeg 03/24,,,,,,,"C15291, C17012, C14923","0.880285470931871, 0.831367795799777, 0.75"
287.141,4.02,SynNeg 03/24,,,,,,,"C11495, C11494","0.75, 0.75"
190.055,50.62,SynNeg 03/24,,,,,,,C02712,0.75
461.0711,25.24,SynNeg 03/24,,,,,,,"C06879, C03515, C14319","0.816347192224622, 0.786092645006008, 0.672553112021282"
131.0353,47.21,SynNeg 03/24,,,,,,,"C11838, C07581, C06010, C04181, C04106, C03589, C02674, C00900, C00489","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
188.0355,52.14,SynNeg 03/24,,,,,C01717,19.0,"C14802, C14800, C18621, C01717, C16715, C02172","0.848503797968792, 0.848503797968792, 0.783360923888935, 0.783360923888935, 0.775887573964497, 0.75"
142.0661,49.44,SynNeg 03/24,,,,,,,"C14790, C02227","0.0, 0.0"
173.0819,5.21,SynNeg 03/24,,,C08278,0.51,,,"C16658, C14570, C08278, C19402","0.885893644506732, 0.885893644506732, 0.885893644506732, 0.75"
508.1444,10.95,SynNeg 03/24,,,,,,,C11212,0.75
93.0354,53.64,SynNeg 03/24,,,,,,,"C01782, C15584, C00146","0.81828885400314, 0.75, 0.75"
593.2064,51.72,SynNeg 03/24,,,,,,,C17565,0.75
273.0345,1.97,SynNeg 03/24,,,,,,,C04359,0.75
555.202,51.32,SynNeg 03/24,,,,,,,"C11667, C11666","0.75, 0.75"
265.0482,12.7,SynNeg 03/24,,,,,,,"C18252, C08506","0.75, 0.259562855917813"
344.1008,15.02,SynNeg 03/24,,,,,,,C17757,0.75
164.0717,43.81,SynNeg 03/24,,,,,C00079,17.0,"C02265, C02057, C00079, C19578, C18747, C20488, C20487, C19565, C07527, C18090","0.755002742295876, 0.755002742295876, 0.755002742295876, 0.75, 0.427521935718352, 0.31467423719322, 0.31467423719322, 0.0609583815888007, 0.0519856590214887, 0.0421179756844176"
367.0645,13.24,SynNeg 03/24,,,,,,,C20022,0.75
325.0491,16.46,SynNeg 03/24,,,,,,,C04639,0.75
203.0677,16.86,SynNeg 03/24,,,,,,,C07070,0.75
393.0993,17.51,SynNeg 03/24,,,,,,,C10633,0.75
135.045,50.1,SynNeg 03/24,,,,,,,"C14087, C10700, C07215, C07211, C07189, C07086, C07085, C06224, C03765, C01454, C20645, C15583, C10761, C05613, C00548","0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0"
154.9981,17.4,SynNeg 03/24,,,,,,,C20450,0.75
405.1077,26.15,SynNeg 03/24,,,,,,,"C13836, C11561, C14647","0.75, 0.399281915932548, 0.00704655101156791"
487.0453,12.21,SynNeg 03/24,,,,,,,C18855,0.75
344.1148,53.75,SynNeg 03/24,,,,,,,C08520,0.75
396.1455,49.22,SynNeg 03/24,,,,,,,C15689,0.75
361.1093,25.75,SynNeg 03/24,,,,,,,C09768,0.75
296.0971,4.8,SynNeg 03/24,,,,,,,"C09569, C05342","0.750614358434264, 0.75"
490.984,13.82,SynNeg 03/24,,,,,,,C01345,0.75
429.0505,10.82,SynNeg 03/24,,,,,,,"C08160, C08133","0.75, 0.0"
101.0606,3.34,SynNeg 03/24,,,,,,,"C18319, C08262, C00803","0.0, 0.0, 0.0"
451.1346,45.64,SynNeg 03/24,,,,,,,"C19432, C18683, C12404","0.75, 0.717501904657436, 0.716711301540201"
373.115,2.78,SynNeg 03/24,,,,,,,"C11564, C11673, C16963, C09800, C01957, C18591","0.75, 0.0629865371910161, 0.0493884649121105, 0.0493884649121105, 0.0493884649121105, 0.0473929758228068"
578.1838,52.58,SynNeg 03/24,,,,,,,C07030,0.75
129.018,22.91,SynNeg 03/24,,,"C02214, C02226","0.35, 0.4",,,"C02800, C02226, C02214, C02132, C01732, C00490, C00433","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
160.0613,36.62,SynNeg 03/24,,,,,,,"C19694, C17581, C06234, C05016, C03210, C02207, C01077, C01046, C00956","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
489.1122,12.21,SynNeg 03/24,,,,,,,C05560,0.75
191.02,54.61,SynNeg 03/24,,,"C00158, C00451","0.6, 0.49","C00158, C00311","37.0, 36.0","C21091, C03921, C02780, C00679, C04575, C00158, C21095, C20896, C20890, C20889, C03600, C04617, C00451, C00311","0.85929648241206, 0.85929648241206, 0.85929648241206, 0.85929648241206, 0.781407035175879, 0.781407035175879, 0.777638190954774, 0.777638190954774, 0.777638190954774, 0.777638190954774, 0.777638190954774, 0.75, 0.75, 0.75"
250.0177,54.58,SynNeg 03/24,,,,,,,C11686,0.75
181.0163,14.94,SynNeg 03/24,,,,,,,"C14097, C12325, C06680, C01853","0.75, 0.70346845479583, 0.693687558722532, 0.499772139093797"
257.0782,20.98,SynNeg 03/24,,,,,,,"C09273, C09283, C08465, C16929, C09980, C16744, C05131","0.907037675178853, 0.895498461410029, 0.87524869883222, 0.87346403229594, 0.86974801430259, 0.866932329356542, 0.75"
137.0251,51.58,SynNeg 03/24,,,"C00156, C00805","0.3, 0.57","C05585, C16700, C00805","78.0, 40.0, 21.0","C10832, C18316, C16700, C05585, C00805, C00587, C00156","0.840474020054695, 0.830218778486782, 0.816545123062899, 0.816545123062899, 0.75, 0.75, 0.75"
315.0823,14.27,SynNeg 03/24,,,,,,,C11706,0.75
251.0795,38.85,SynNeg 03/24,,,,,C05512,43.0,"C05512, C21102, C07443, C15586, C01736, C16602, C16601, C07492, C07496","0.876868666599779, 0.858232166148289, 0.811256386304749, 0.75, 0.75, 0.689943269599704, 0.689943269599704, 0.666475646800373, 0.663967369485233"
213.1499,6.9,SynNeg 03/24,,,,,,,C02367,0.0
173.0569,16.63,SynNeg 03/24,,,,,,,"C16674, C00439","0.75, 0.244869878969105"
339.0884,14.99,SynNeg 03/24,,,,,,,"C14877, C03944, C17473, C10090, C08569, C05403, C05731, C01093","0.812468081852979, 0.755912084896167, 0.747076743994408, 0.709962318842668, 0.587904779386486, 0.232111233206441, 0.232042621002617, 0.230693247660745"
442.1155,43.22,SynNeg 03/24,,,,,,,C18886,0.75
498.1691,51.87,SynNeg 03/24,,,,,,,C04695,0.75
297.0625,44.87,SynNeg 03/24,,,,,,,"C00994, C19787","0.785981017742364, 0.75"
189.0043,13.69,SynNeg 03/24,,,,,,,C05379,0.75
501.152,49.65,SynNeg 03/24,,,,,,,C12082,0.75
249.1464,12.31,SynNeg 03/24,,,,,,,"C20405, C20403, C07020, C14716, C09295, C13456, C13453, C09748, C09711, C09689","0.910828025477707, 0.910828025477707, 0.910828025477707, 0.819267515923567, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0"
421.0726,55.0,SynNeg 03/24,,,,,,,"C10095, C16979, C10089, C10077, C16688, C00689, C05396, C04534, C02995, C20237","0.762506871907642, 0.761233095002698, 0.752886201209456, 0.75, 0.615123910642372, 0.615123910642372, 0.593613385666904, 0.593613385666904, 0.593613385666904, 0.592376442291423"
355.1011,2.05,SynNeg 03/24,,,,,,,"C09782, C17759","0.75, 0.301531681686756"
279.1643,7.06,SynNeg 03/24,,,,,,,"C17748, C19417","0.816483280006074, 0.75"
349.1219,16.46,SynNeg 03/24,,,,,,,C19919,0.75
279.1001,50.68,SynNeg 03/24,,,,,,,"C08485, C15191","0.75, 0.324944705063433"
399.0837,45.48,SynNeg 03/24,,,,,,,C19601,0.0
380.0995,44.91,SynNeg 03/24,,,,,,,C07865,0.75
431.1376,14.21,SynNeg 03/24,,,,,,,C16223,0.75
272.0682,52.14,SynNeg 03/24,,,,,,,"C19271, C19471","0.763949671772429, 0.75"
401.0516,50.15,SynNeg 03/24,,,,,,,C18556,0.75
530.2451,24.97,SynNeg 03/24,,,,,,,C10597,0.75
319.0783,19.2,SynNeg 03/24,,,,,,,"C02947, C18358, C11586","0.758633517714801, 0.7572039401759, 0.75"
382.1237,16.78,SynNeg 03/24,,,,,,,C11029,0.75
194.0463,46.03,SynNeg 03/24,,,,,,,"C00822, C05604, C07588, C19631, C04274","0.784830997526793, 0.770610057708162, 0.763396537510305, 0.754534212695796, 0.75"
530.1746,10.92,SynNeg 03/24,,,,,,,C08080,0.75
465.0997,54.47,SynNeg 03/24,,,,,,,"C03293, C17531","0.75, 0.120791100062427"
197.0432,53.21,SynNeg 03/24,,,C05584,0.48,,,"C21086, C10833, C05584, C01207","0.0, 0.0, 0.0, 0.0"
346.0579,16.53,SynNeg 03/24,,,,,"C00362, C01367, C00020","40.0, 25.0, 18.0","C04378, C01367, C00020, C00362, C00946, C19970","0.829226536598293, 0.804617994364963, 0.792984531158317, 0.751567912462545, 0.75, 0.703618930620305"
427.105,12.9,SynNeg 03/24,,,,,,,"C18764, C12425","0.752497458661184, 0.75"
175.0244,2.45,SynNeg 03/24,,,,,,,"C19806, C06033, C04471, C04349, C04053, C03217, C20364, C06440, C06430, C03387, C03289, C02670, C00072","0.84180790960452, 0.84180790960452, 0.84180790960452, 0.84180790960452, 0.84180790960452, 0.84180790960452, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75"
112.9368,12.58,SynNeg 03/24,,,,,,,C05529,0.75
546.0755,49.11,SynNeg 03/24,,,,,,,C14817,0.75
346.059,18.39,SynNeg 03/24,,,,,C00020,1.0,"C00946, C04378, C00020, C01367, C00362, C19970","0.75, 0.70222018396579, 0.70222018396579, 0.702082657606571, 0.296995102782425, 0.279002070784625"
353.068,50.6,SynNeg 03/24,,,,,,,C07952,0.75
308.0996,20.59,SynNeg 03/24,,,,,,,"C03525, C21053, C19910, C19909, C00270","0.827854671280277, 0.76189446366782, 0.75, 0.75, 0.75"
429.0802,43.94,SynNeg 03/24,,,,,,,C18555,0.75
333.0607,14.3,SynNeg 03/24,,,,,,,"C10517, C04703, C01225, C04641, C18347, C09770","0.755934013766912, 0.755934013766912, 0.750771421789699, 0.75, 0.0, 0.0"
328.1101,19.08,SynNeg 03/24,,,,,,,C11569,0.75
296.1022,41.31,SynNeg 03/24,,,,,,,C05342,0.75
323.0939,16.51,SynNeg 03/24,,,,,,,"C07366, C18679, C04420, C04333","0.75, 0.312704149856169, 0.242325516263965, 0.236758124769681"
530.1893,26.02,SynNeg 03/24,,,,,,,C08440,0.0
443.1287,13.04,SynNeg 03/24,,,,,,,C19703,0.75
478.2102,47.6,SynNeg 03/24,,,,,,,C15328,0.75
465.2692,10.61,SynNeg 03/24,,,,,,,C09390,0.75
330.098,46.01,SynNeg 03/24,,,,,,,C10718,0.75
190.0507,43.08,SynNeg 03/24,,,,,C05635,7.0,"C16596, C05635, C06725","0.75, 0.539379469608174, 0.409349294266877"
370.0922,43.44,SynNeg 03/24,,,,,,,C07255,0.75
245.0428,13.06,SynNeg 03/24,,,,,,,"C03274, C09285, C02162, C06355","0.825665509259259, 0.0960110740897933, 0.0960110740897933, 0.0847263518675711"
333.0776,16.71,SynNeg 03/24,,,,,,,C12400,0.75
359.078,50.19,SynNeg 03/24,,,,,,,"C19487, C01850, C09764, C10115, C09982, C20508, C17787, C17957, C10191, C04552, C10116, C10031","0.897332730560579, 0.274018681319267, 0.119464360965287, 0.0777371450025242, 0.0753100027212318, 0.072072335072981, 0.0650563131761227, 0.0645279050720456, 0.0634655180919371, 0.0526470011099526, 0.050332606699532, 0.050332606699532"
