Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
b_{cge00010,C00009}, 0.473721073511, 0.946070619003, 0.0448648222848, 0.0, 2.29029541753, 0.0, 1.71160740796e-09, 0.0304903794016, 0.640207692088, 3.28911333799
b_{cge00010,C00011}, 0.501032585052, 0.94298655052, 0.0483586373131, 0.0, 2.54389811071, 0.0, 5.40280814804e-07, 0.0256830936847, 0.555199623511, 3.5195171549
b_{cge00010,C00013}, 0.5277816798, 1.11375152032, 0.062466502964, 0.0, 2.77340572332, 0.0, 1.89249218189e-08, 0.0483200308192, 0.562421466978, 3.78727726784
b_{cge00010,C00022}, 0.427358324484, 0.897783897914, 0.0429484602358, 0.0, 2.02632781016, 0.0, 6.36789241702e-09, 0.0272688327459, 0.391574980666, 3.17065923277
b_{cge00010,C00033}, 0.458448235911, 0.939625632878, 0.047676366457, 0.0, 2.45673125071, 0.0, 1.37419839325e-07, 0.0304042510149, 0.522075808597, 3.37159476081
b_{cge00010,C00036}, 0.505652320911, 0.996792536652, 0.0492725704424, 0.0, 2.65006666759, 0.0, 4.09136543311e-09, 0.0343973551551, 0.558066592647, 3.83096040248
b_{cge00010,C00074}, 0.438354745, 0.848170783635, 0.0435018370389, 0.0, 2.20980449221, 0.0, 9.16873470568e-08, 0.0274945871504, 0.434129997321, 2.84780685185
b_{cge00010,C00080}, 0.480430941914, 0.939816130529, 0.0442559977242, 0.0, 2.45479929081, 0.0, 6.28798402914e-11, 0.0196079010078, 0.495334102324, 2.98010520994
b_{cge00010,C00084}, 0.498375355586, 1.05443121625, 0.0541195474007, 0.0, 2.67684451788, 0.0, 2.39482599707e-07, 0.0244650020731, 0.482231686391, 4.11602280378
b_{cge00010,C00103}, 0.473964077471, 0.841049542046, 0.041093916245, 0.0, 2.43123480613, 0.0, 7.52889489208e-09, 0.0432184284864, 0.626844150939, 3.22116228679
b_{cge00010,C00111}, 0.473714244665, 0.935125841756, 0.0476687422357, 0.0, 2.78640351685, 0.0, 1.27584467077e-07, 0.0252841215234, 0.511547970229, 3.27432727653
b_{cge00010,C00118}, 0.469838679787, 0.908619694409, 0.0461577206042, 0.0, 2.58751043353, 0.0, 3.91902134299e-08, 0.0309007750842, 0.478494240224, 3.60885181419
b_{cge00010,C00186}, 0.456791642376, 0.97581544632, 0.05129970338, 0.0, 2.32060219001, 0.0, 4.93886186e-08, 0.0262535595725, 0.448443407747, 3.42998275798
b_{cge00010,C00197}, 0.532100248945, 0.983488325386, 0.0505317153103, 0.0, 2.67794377482, 0.0, 5.96607275807e-08, 0.0310229144779, 0.612016370318, 3.52010999128
b_{cge00010,C00221}, 0.485323934821, 0.978799097654, 0.0553052180278, 0.0, 2.52161989842, 0.0, 1.84641235039e-07, 0.0373062020176, 0.555213831753, 3.32265167638
b_{cge00010,C00236}, 0.444310529691, 0.788554801214, 0.0361624397231, 0.0, 2.30474972832, 0.0, 1.43978562855e-07, 0.0325316964691, 0.621737495472, 2.97192630952
b_{cge00010,C00267}, 0.467614520467, 0.901416490774, 0.0464426707092, 0.0, 2.38382626696, 0.0, 7.76577206201e-08, 0.0409151501039, 0.517959567359, 3.42444272986
b_{cge00010,C00469}, 0.471733252724, 0.951892142533, 0.0486944275743, 0.0, 2.41666765736, 0.0, 7.24091387936e-08, 0.0345004173447, 0.478122318383, 3.1293179544
b_{cge00010,C00631}, 0.458245428932, 0.936358467758, 0.0473904871744, 0.0, 2.44519172942, 0.0, 1.05650740272e-08, 0.0347642805002, 0.438873543288, 3.20569962362
b_{cge00010,C00668}, 0.449002110717, 0.906582545163, 0.0498174103153, 0.0, 2.57545769318, 0.0, 3.49628381486e-08, 0.0156875374266, 0.426369350498, 3.54543176844
b_{cge00010,C01159}, 0.511137557118, 1.04136943318, 0.0533678985687, 0.0, 2.84432805667, 0.0, 3.31341391103e-09, 0.0240341625398, 0.545834682143, 3.8277300956
b_{cge00010,C01172}, 0.45780205566, 0.898151895129, 0.0432242619632, 0.0, 2.33493150726, 0.0, 7.94498519367e-08, 0.0356526825794, 0.537693519871, 3.23457821599
b_{cge00010,C05125}, 0.530290235324, 1.04699466839, 0.0567305448767, 0.0, 2.69966320685, 0.0, 1.48595991498e-08, 0.0238243807559, 0.533622434522, 3.84539067981
b_{cge00010,C05345}, 0.536989937223, 1.03073293633, 0.0584331318729, 0.0, 2.72006855405, 0.0, 4.65832110136e-08, 0.0499311701273, 0.567119203432, 3.83166877764
b_{cge00010,C05378}, 0.451546809017, 0.865037432853, 0.0399635744071, 0.0, 2.30106257526, 0.0, 9.83257872953e-08, 0.0352581750865, 0.490065301125, 3.29439365805
b_{cge00010,C15972}, 0.462467659396, 0.93093769427, 0.0492039307678, 0.0, 2.46862831797, 0.0, 2.83812767889e-08, 0.0196066416072, 0.458868876638, 3.64599270508
