Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
g_C14823, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14825, 0.116923076923, 0.321328602844, 0.0166058148376, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C14826, 0.148717948718, 0.355810230948, 0.0155472199889, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C14839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14840, 0.00102564102564, 0.0320092031473, 0.00110554159679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14845, 0.0205128205128, 0.141746409857, 0.00559872119438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14848, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14850, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14851, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14852, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14853, 0.00102564102564, 0.0320092031473, 0.00110554159679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14861, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14868, 0.00102564102564, 0.0320092031473, 0.00110554159679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14869, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14870, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14871, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C14874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15492, 0.127179487179, 0.333173926381, 0.013562839573, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15493, 0.100512820513, 0.300682545927, 0.0132664991614, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15518, 0.138461538462, 0.345383758779, 0.0148307321897, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15519, 0.113846153846, 0.317624317552, 0.0124543611282, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15520, 0.094358974359, 0.29232748471, 0.0145190381615, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15602, 0.357948717949, 0.479396947495, 0.0186623672297, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0
g_C15603, 0.307692307692, 0.461538461538, 0.0183716770742, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0
g_C15606, 0.0912820512821, 0.288009788715, 0.0164845606778, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15610, 0.12, 0.324961536185, 0.0124543611282, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15613, 0.08, 0.271293199325, 0.0134122663592, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15650, 0.00820512820513, 0.0902097781633, 0.00301436888139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15670, 0.0615384615385, 0.240315374643, 0.010092779475, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15672, 0.0820512820513, 0.274442834057, 0.0123847775939, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
g_C15776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15777, 0.00410256410256, 0.0639197392857, 0.00217732421581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
g_C15778, 0.0707692307692, 0.256438972751, 0.0140440224972, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
