Precursor Mass,Retention Time,Observation Confidence,Average Observation Score,Compound
continuous,continuous,continuous,continuous,string
,,,,meta
357.0119,53.33,0.0,0.0,C13678
564.1569,10.94,0.75,0.75,C07029
179.0562,16.68,0.0548124957228,0.0548124957228,C00267
576.0751,54.14,0.778380914408,0.778380914408,C04916
311.1691,6.33,0.104946400018,0.104946400018,C09524
174.056,43.1,0.0,0.0,C03230
313.0576,42.03,0.75,0.75,C06939
243.0625,16.7,0.785331316232,0.785331316232,C00299
130.0872,25.79,0.0,0.0,C21092
295.0952,43.33,0.414528585267,0.414528585267,C10035
193.0354,52.43,0.75,0.75,C21037
372.072,53.61,0.764032743067,0.764032743067,C21027
487.0453,12.21,0.75,0.75,C18855
148.0435,19.19,0.0,0.0,C07418
258.0384,12.94,0.75,0.75,C03783
245.1153,42.44,0.879010551249,0.879010551249,C19972
163.0402,50.13,0.753399048266,0.531699524133,C12621
367.1523,26.05,0.75,0.75,C15145
115.0031,17.72,0.0,0.0,C02150
179.0562,14.03,0.835675675676,0.835675675676,C02336
338.1362,47.01,0.545488971956,0.545488971956,C11818
191.0193,14.26,0.828306264501,0.828306264501,C00679
151.0401,52.78,0.0,0.0,C12064
281.0903,42.43,0.75,0.75,C12118
179.0562,14.03,0.885187871941,0.885187871941,C19891
309.1121,45.54,0.719841761972,0.719841761972,C05113
385.1979,12.39,0.0,0.0,C09966
150.0554,16.8,0.851843625056,0.851843625056,C04350
195.0507,14.3,0.81307138689,0.81307138689,C00817
330.098,46.01,0.75,0.75,C10718
545.0527,16.77,0.799799465241,0.799799465241,C11926
357.1337,42.61,0.418324714821,0.418324714821,C20455
168.0666,16.71,0.75,0.565,C00547
353.0498,16.61,0.0108028659764,0.0108028659764,C02927
160.0613,36.62,0.0,0.0,C06234
167.0343,36.23,0.0,0.0,C00544
231.0278,14.21,0.0,0.0,C03509
188.0932,16.69,0.75,0.75,C10124
89.0254,20.11,0.786908299581,0.786908299581,C02154
180.0671,25.18,0.460987349076,0.410493674538,C04368
168.0666,16.71,0.818671708849,0.584335854425,C00314
363.0398,13.79,0.75,0.75,C00655
245.1153,42.44,0.69684384605,0.69684384605,C09545
181.0509,50.12,0.684474267237,0.684474267237,C10447
277.0955,51.28,0.75,0.75,C08561
316.1541,46.99,0.766590830748,0.766590830748,C12238
191.0193,14.26,0.75,0.75,C20889
179.0562,14.03,0.836162162162,0.836162162162,C06468
440.1379,47.72,0.75,0.635,C00504
333.0607,14.3,0.75,0.75,C04641
313.0618,48.97,0.893368854029,0.893368854029,C05308
259.0221,12.87,0.595862745036,0.595862745036,C03251
405.1682,44.8,0.75,0.75,C09275
131.0719,54.51,0.666848935787,0.666848935787,C07834
395.2545,12.39,0.75,0.75,C14640
197.0433,54.36,0.75,0.75,C10833
179.0562,16.68,0.0548124957228,0.0548124957228,C00962
238.8908,12.6,0.75,0.75,C02466
131.0714,49.78,0.846816976127,0.846816976127,C06103
226.084,16.45,0.0,0.0,C04081
149.0452,15.31,0.0,0.0,C00181
333.0609,12.85,0.816893913304,0.816893913304,C04641
301.108,16.55,0.0,0.0,C10495
455.1313,48.48,0.75,0.75,C10886
208.0621,49.7,0.879736408567,0.879736408567,C16591
271.0708,49.3,0.75,0.75,C14589
165.0554,1.29,0.75,0.75,C01198
345.0652,12.31,0.51769258061,0.51769258061,C19589
129.0569,54.17,0.926952141058,0.926952141058,C03467
128.0345,50.95,0.0,0.0,C04281
218.0461,43.14,0.75,0.75,C05830
203.0833,48.06,0.85,0.824698895952,C00078
151.0402,50.38,0.4,0.4,C00642
215.0328,14.21,0.767537022603,0.767537022603,C18081
384.9748,36.6,0.75,0.75,C11125
606.0815,12.6,0.75,0.75,C00043
303.083,38.8,0.937704248366,0.568852124183,C12270
381.1531,2.13,0.75,0.75,C18650
129.0193,45.84,0.75,0.75,C02132
128.0345,50.95,0.0,0.0,C01877
357.1337,42.61,0.75,0.75,C10317
353.104,1.31,0.814932177007,0.814932177007,C10627
259.0221,12.87,0.513789839031,0.513789839031,C00446
257.1016,51.38,0.0,0.0,C19031
361.1274,38.84,0.792917448405,0.792917448405,C11870
173.0721,47.35,0.872317596567,0.872317596567,C02693
173.009,17.27,0.0,0.0,C05422
333.0569,52.9,0.224310432062,0.224310432062,C09770
444.1236,18.24,0.75,0.75,C13825
409.0937,16.79,0.379154122062,0.379154122062,C10949
459.2512,1.99,0.75,0.75,C08719
373.115,2.78,0.75,0.75,C11564
195.0507,14.3,0.0605676237312,0.0605676237312,C16356
788.9765,13.52,0.75,0.75,C06198
337.0511,43.03,0.849788532206,0.849788532206,C04677
233.0431,1.31,0.0340376414234,0.0340376414234,C20124
324.0738,42.67,0.75,0.75,C07524
149.0452,15.31,0.0,0.0,C02604
165.0189,35.71,0.783504361211,0.783504361211,C03590
358.1648,30.03,0.75,0.75,C18495
353.0498,16.61,0.75,0.75,C12600
193.0354,52.43,0.75,0.75,C06472
191.02,54.61,0.777638190955,0.777638190955,C03600
272.0904,16.45,0.75,0.75,C15089
258.0384,12.94,0.375161666451,0.375161666451,C12214
159.1024,5.09,0.860349127182,0.860349127182,C16649
129.018,22.91,0.0,0.0,C02800
421.0726,55.0,0.593613385667,0.593613385667,C05396
179.0562,14.03,0.848864737175,0.848864737175,C06152
194.0463,46.03,0.784830997527,0.784830997527,C00822
313.0572,46.41,0.0,0.0,C18051
177.0413,49.57,0.0,0.0,C01115
116.0508,49.47,0.0,0.0,C16074
455.2401,10.91,0.0725630384066,0.0725630384066,C05427
191.0193,14.26,0.821055684455,0.821055684455,C03921
368.1752,1.2,0.75,0.75,C11154
338.0503,17.02,0.374244177391,0.374244177391,C17267
301.108,16.55,0.75,0.75,C11259
188.0355,52.14,0.848503797969,0.848503797969,C14800
401.0487,12.98,0.75,0.75,C18556
315.0552,54.97,0.397679637485,0.397679637485,C10022
191.0196,12.52,0.775788163717,0.492894081858,C00311
391.131,12.34,0.75,0.75,C11173
179.0562,16.68,0.0,0.0,C01452
295.1523,12.33,0.75,0.75,C09674
154.9981,17.4,0.75,0.75,C20450
118.0508,14.07,0.780940594059,0.780940594059,C00820
381.1325,39.49,0.75,0.75,C08359
193.0659,13.34,0.813882743363,0.813882743363,C11429
278.1403,6.7,0.0,0.0,C10947
211.0757,12.68,0.0,0.0,C16205
181.0509,50.12,0.82,0.765487412251,C03672
315.0841,18.65,0.0,0.0,C14969
159.0662,53.72,0.84011864659,0.84011864659,C16657
186.1127,3.78,0.0,0.0,C12029
177.0413,49.57,0.0,0.0,C01040
323.0299,16.36,0.756746107163,0.756746107163,C01368
319.119,1.17,0.595956504638,0.595956504638,C09373
166.0503,16.59,0.75,0.57,C03493
167.0343,36.23,0.0,0.0,C01161
367.0162,16.65,0.75,0.75,C01103
144.0294,16.66,0.75,0.75,C00940
310.1162,44.41,0.75,0.75,C05076
164.0346,2.89,0.0,0.0,C03757
542.0971,18.26,0.75,0.75,C12320
436.1621,16.72,0.75,0.75,C07010
151.0401,52.78,0.0,0.0,C14108
396.9927,13.25,0.0,0.0,C08001
158.9779,11.31,0.0,0.0,C18300
191.02,54.61,0.75,0.555,C00311
129.0193,45.84,0.75,0.75,C00433
219.0777,44.9,0.569219604002,0.569219604002,C09985
130.0872,25.79,0.0,0.0,C21096
313.0579,45.33,0.0,0.0,C05308
449.1705,44.04,0.75,0.75,C13679
160.0614,21.87,0.723260670494,0.723260670494,C01077
385.0924,50.08,0.756760469573,0.756760469573,C20504
93.0356,35.73,0.75,0.75,C15584
179.0562,14.03,0.835837837838,0.835837837838,C01719
191.0204,17.48,0.808261577916,0.808261577916,C04575
281.055,16.6,0.404650337982,0.404650337982,C13698
378.1671,14.02,0.79031241244,0.79031241244,C12341
313.0572,46.41,0.0,0.0,C02569
193.0349,13.51,0.422669373362,0.422669373362,C20248
131.0353,47.21,0.0,0.0,C00900
275.09,16.56,0.160059574346,0.160059574346,C09489
323.1059,49.61,0.671739444103,0.671739444103,C20517
173.0819,5.21,0.885893644507,0.885893644507,C16658
313.0618,48.97,0.777407031047,0.777407031047,C20664
254.9174,12.97,0.0,0.0,C18748
102.0556,14.17,0.0,0.0,C19514
443.1493,50.37,0.768576594709,0.768576594709,C06570
202.1093,52.18,0.0,0.0,C04083
315.0841,18.65,0.0,0.0,C17126
349.0902,54.3,0.758467982742,0.758467982742,C08126
195.0507,14.3,0.81307138689,0.81307138689,C00880
257.0554,43.07,0.25141695469,0.25141695469,C03177
268.0328,42.61,0.75,0.75,C19094
179.0562,16.68,0.0548124957228,0.0548124957228,C06464
346.0579,16.53,0.804617994365,0.527308997182,C01367
112.9368,12.58,0.75,0.75,C05529
437.1469,16.59,0.892326732673,0.892326732673,C09465
381.1756,12.87,0.75,0.75,C19435
423.1669,16.64,0.760892502483,0.440446251241,C01674
175.0255,50.62,0.127876879665,0.127876879665,C19806
644.2187,43.44,0.75,0.75,C20164
179.0562,16.68,0.0656847291948,0.0656847291948,C01680
177.0413,49.57,0.0,0.0,C20903
131.0714,49.78,0.0,0.0,C03264
316.9505,13.09,0.75,0.75,C14714
197.0432,53.21,0.48,0.24,C05584
158.9779,11.31,0.0,0.0,C19165
131.0458,13.85,0.717121327189,0.717121327189,C01043
215.0328,14.21,0.7746658287,0.7746658287,C17843
462.122,43.31,0.75,0.75,C12141
144.0294,16.66,0.75,0.75,C05572
503.228,12.35,0.0,0.0,C15628
275.09,16.56,0.875320169261,0.875320169261,C20912
328.0417,5.66,0.350557201581,0.350557201581,C02507
111.0199,19.11,0.781529084578,0.781529084578,C18474
195.0507,14.3,0.0669379796931,0.0669379796931,C16360
235.073,28.58,0.617105447467,0.617105447467,C18255
445.2186,28.91,0.75,0.75,C08765
128.0355,20.85,0.0,0.0,C02237
181.0509,50.12,0.74235446113,0.74235446113,C05583
338.1362,47.01,0.72805604682,0.72805604682,C17898
147.0297,21.13,0.513417226452,0.513417226452,C02753
471.1674,45.69,0.75,0.75,C18681
145.0614,14.03,0.75,0.39,C00819
586.0626,54.63,0.75,0.75,C05344
449.111,50.7,0.75,0.75,C17449
177.0413,49.57,0.0,0.0,C01216
399.1772,46.89,0.818827744315,0.818827744315,C10555
145.0977,12.74,0.75,0.75,C00047
328.1205,2.83,0.75,0.75,C12178
213.1499,6.9,0.0,0.0,C02367
405.1077,26.15,0.399281915933,0.399281915933,C11561
245.1153,42.44,0.69684384605,0.69684384605,C02206
87.0459,49.22,0.0,0.0,C00849
359.0393,42.76,0.75,0.75,C18406
367.0162,16.65,0.0,0.0,C18729
325.0491,16.46,0.75,0.75,C04639
131.0714,49.78,0.75,0.75,C07834
111.0199,19.11,0.75,0.75,C00106
265.0508,16.75,0.573769007269,0.573769007269,C18252
132.0297,13.59,0.52,0.52,C19911
345.1373,29.45,0.155710256572,0.155710256572,C11869
161.045,14.07,0.365494733032,0.365494733032,C03761
119.0498,1.28,0.0303447659577,0.0303447659577,C00601
299.0634,50.71,0.727493985523,0.727493985523,C11566
245.1155,47.61,0.696505352856,0.696505352856,C09545
338.1362,47.01,0.75,0.75,C19985
177.0413,49.57,0.0,0.0,C00691
431.1872,9.74,0.75,0.75,C02008
331.0867,50.57,0.8792880411,0.8792880411,C00495
191.019,52.44,0.777638190955,0.777638190955,C20890
175.0244,2.45,0.841807909605,0.841807909605,C04349
179.0562,14.03,0.842216216216,0.842216216216,C01487
379.1808,12.36,0.779189189189,0.779189189189,C08756
166.0503,16.59,0.837505314626,0.837505314626,C20821
283.07,41.21,0.75,0.75,C01762
445.1924,26.67,0.0,0.0,C10894
181.0509,50.12,0.730600276802,0.730600276802,C12622
324.0738,42.67,0.268749833864,0.268749833864,C08535
313.0572,46.41,0.0,0.0,C05308
191.0193,14.26,0.795424883991,0.552712441995,C00311
357.1337,42.61,0.253955246836,0.253955246836,C17414
351.0836,47.67,0.75,0.75,C10880
203.0832,49.39,0.840712345819,0.840712345819,C00806
131.0458,13.85,0.730267286846,0.435133643423,C00152
163.0402,50.13,0.638750535705,0.638750535705,C02763
303.083,38.8,0.928921568627,0.928921568627,C18354
203.0832,49.39,1.0,0.920356172909,C00525
191.0821,45.33,0.75,0.75,C09907
89.0254,20.11,0.739009350106,0.739009350106,C00184
102.0556,14.17,0.0,0.0,C05145
161.045,14.07,0.812012142238,0.812012142238,C18028
322.0697,14.09,0.75,0.75,C10959
173.0819,5.21,0.885893644507,0.885893644507,C14570
188.0355,52.14,0.848503797969,0.848503797969,C14802
195.0507,14.3,0.81307138689,0.81307138689,C00514
317.0802,19.13,0.804891015417,0.804891015417,C20073
545.0527,16.77,0.799799465241,0.799799465241,C11907
188.0931,46.89,0.467721657313,0.467721657313,C02256
291.0449,54.54,0.694843497434,0.694843497434,C14423
191.0193,14.26,0.807170823666,0.807170823666,C02780
176.0392,49.51,0.94,0.845,C03145
245.1154,48.94,0.589940617894,0.589940617894,C09394
167.0343,36.23,0.0,0.0,C10331
331.0867,50.57,0.0681091005977,0.0681091005977,C11022
249.1464,12.31,0.910828025478,0.910828025478,C20405
281.0744,12.9,0.75,0.75,C19119
335.0398,46.39,0.543848241515,0.543848241515,C19090
266.0883,14.09,0.525833081856,0.525833081856,C00212
129.0569,54.17,0.926952141058,0.926952141058,C00671
131.0348,50.95,0.0,0.0,C00900
131.0353,47.21,0.0,0.0,C00489
373.0704,13.84,0.760878803332,0.760878803332,C10332
329.1358,13.0,0.75,0.75,C15073
151.0401,52.78,0.0,0.0,C13635
279.1643,7.06,0.816483280006,0.816483280006,C17748
335.0949,1.99,0.631393016177,0.631393016177,C10523
129.0569,54.17,0.851385390428,0.851385390428,C03241
378.133,14.05,0.74950424056,0.74950424056,C12224
191.02,54.61,0.75,0.62,C00451
149.0452,15.31,0.0,0.0,C21057
421.2307,6.33,0.75,0.75,C07874
531.0834,12.34,0.75,0.75,C11920
226.084,16.45,0.75,0.655,C00881
394.1968,16.8,0.75,0.75,C03256
359.078,50.19,0.0777371450025,0.0777371450025,C10115
163.04,24.96,0.0,0.0,C00811
251.0795,38.85,0.811256386305,0.811256386305,C07443
191.019,52.44,0.859296482412,0.859296482412,C03921
129.0569,54.17,0.926952141058,0.926952141058,C02122
137.0251,51.58,0.830218778487,0.830218778487,C18316
93.0354,53.64,0.818288854003,0.818288854003,C01782
289.1196,52.35,0.377187103677,0.377187103677,C19490
158.0821,54.7,0.0,0.0,C03087
259.0221,12.87,0.824170988717,0.824170988717,C00668
170.9443,11.0,0.0,0.0,C14453
165.0226,16.85,0.33,0.33,C06337
291.0449,54.54,0.730587701786,0.730587701786,C19235
394.9782,3.41,0.0,0.0,C17116
239.0162,13.42,0.75,0.75,C00491
191.0193,14.26,0.753625290023,0.753625290023,C21095
393.1324,12.66,0.802861952862,0.802861952862,C10417
191.0193,14.26,0.838559359968,0.612853119989,C00158
177.0413,49.57,0.0,0.0,C03926
351.1366,4.59,0.75,0.75,C03292
145.0614,14.03,0.75,0.75,C00303
459.255,14.02,0.75,0.75,C08719
129.0193,45.84,0.4,0.2,C02226
259.0791,12.34,0.75,0.75,C20386
472.1104,16.9,0.75,0.75,C05674
147.0662,39.92,0.0,0.0,C04104
337.0738,16.49,0.105555067942,0.105555067942,C19979
217.0308,14.11,0.75,0.75,C06721
349.0902,54.3,0.75,0.75,C19590
195.0507,14.3,1.0,0.906535693445,C00257
162.9128,10.98,0.0,0.0,C06899
297.0488,13.42,0.731842845518,0.731842845518,C11030
352.0672,16.71,0.75,0.75,C01304
161.045,14.07,0.869904596704,0.869904596704,C03979
258.0752,15.08,0.75,0.75,C10701
404.0604,52.4,0.75,0.75,C18459
515.1502,13.84,0.75,0.75,C18235
149.0452,15.31,0.0,0.0,C01510
193.0659,13.34,0.821971792035,0.821971792035,C11432
307.0947,53.11,0.344140279363,0.344140279363,C08549
191.0204,17.48,0.6,0.486138945662,C00158
546.204,14.19,0.75,0.75,C17963
179.0562,16.68,0.11,0.0824062478614,C15923
313.0579,45.33,0.0,0.0,C20664
254.0147,51.73,0.75,0.75,C14333
565.1425,14.29,0.75,0.75,C18212
89.0254,20.11,0.79939969985,0.79939969985,C01013
249.0556,15.07,0.75,0.75,C00669
399.1772,46.89,0.75,0.75,C14668
251.0721,14.39,0.716488428974,0.716488428974,C15111
118.0508,14.07,0.780940594059,0.780940594059,C12317
129.0569,54.17,0.926952141058,0.926952141058,C00233
203.0926,52.91,0.491854835302,0.491854835302,C06385
171.04,16.53,0.756880733945,0.756880733945,C13739
313.0579,45.33,0.0,0.0,C07590
259.0221,12.87,0.797054598773,0.797054598773,C01097
259.0221,12.87,0.824170988717,0.824170988717,C00275
209.1178,5.04,0.75,0.75,C16317
350.0681,47.36,0.75,0.75,C18295
113.0242,14.0,0.75,0.75,C07091
619.2354,45.54,0.75,0.75,C20138
399.1769,53.4,0.838151737968,0.838151737968,C14668
333.0569,52.9,0.12904380534,0.12904380534,C18347
165.0554,1.29,0.269852755792,0.269852755792,C02363
312.0424,53.59,0.75,0.75,C14580
335.0387,42.1,0.362503531025,0.362503531025,C01185
150.0554,16.8,0.198965003679,0.198965003679,C17755
378.1671,14.02,0.768723559697,0.768723559697,C12338
147.0447,1.27,0.805919902064,0.805919902064,C07728
129.018,22.91,0.0,0.0,C00433
216.1247,2.87,0.75,0.75,C03017
166.0503,16.59,0.812074829932,0.531037414966,C05831
87.0459,49.22,0.0,0.0,C02632
315.0552,54.97,0.480934645898,0.265467322949,C10084
235.073,28.58,0.617105447467,0.617105447467,C18249
245.1154,48.94,0.595048369614,0.595048369614,C17490
301.108,16.55,0.0,0.0,C09807
146.0453,17.05,0.587399459108,0.587399459108,C00025
245.1153,42.44,0.727387645445,0.727387645445,C09476
245.1153,42.44,0.726640357678,0.726640357678,C17490
285.0825,13.87,0.75,0.75,C03003
428.0289,46.74,0.75,0.75,C10907
249.1464,12.31,0.819267515924,0.819267515924,C14716
186.1127,3.78,0.0,0.0,C01092
393.0993,17.51,0.75,0.75,C10633
361.0941,50.13,0.75,0.75,C06327
264.1249,5.37,0.75,0.75,C11281
165.0189,35.71,0.75,0.75,C14096
397.1271,50.71,0.75,0.75,C00019
147.0662,39.92,0.0,0.0,C21054
346.0579,16.53,0.829226536598,0.829226536598,C04378
165.0401,14.25,0.819539666993,0.819539666993,C01685
291.0449,54.54,0.846988949636,0.846988949636,C19070
180.0671,42.64,0.105850509501,0.105850509501,C03290
192.0325,16.7,0.417860079919,0.417860079919,C01693
371.2262,8.25,0.792103142627,0.792103142627,C14635
479.1201,12.31,0.75,0.75,C08111
144.0453,3.06,0.561960371726,0.561960371726,C06324
132.0297,13.59,1.0,0.875,C00049
116.0508,49.47,0.0,0.0,C00463
173.009,17.27,0.0,0.0,C02341
341.1256,49.58,0.75,0.75,C00761
129.018,22.91,0.35,0.175,C02214
630.2417,52.64,0.75,0.75,C18070
331.1332,51.57,0.75,0.75,C15387
174.056,43.1,0.0,0.0,C11504
159.0932,49.51,0.0,0.0,C00398
405.1833,13.25,0.807199729865,0.807199729865,C06875
283.07,38.83,0.75,0.75,C01762
203.0566,13.12,0.0,0.0,C18342
175.0255,50.62,0.786043965874,0.786043965874,C04471
411.1123,52.26,0.679975581913,0.679975581913,C20046
281.0903,42.43,0.869602129166,0.869602129166,C01630
377.1944,53.48,0.75,0.75,C14923
421.0726,55.0,0.592376442291,0.592376442291,C20237
401.0195,19.33,0.75,0.75,C00363
161.045,14.07,0.633894578519,0.633894578519,C17209
288.0371,52.05,0.75,0.75,C14927
180.0671,42.64,0.34,0.34,C04368
319.119,1.17,0.0290857169954,0.0290857169954,C15502
129.0569,54.17,0.926952141058,0.926952141058,C06102
135.045,50.1,0.75,0.75,C07189
362.0544,16.58,0.775787027947,0.432893513973,C00144
114.0557,14.56,0.0,0.0,C18170
325.0522,43.37,0.75,0.75,C02750
258.0384,12.94,0.75,0.75,C12213
101.0606,3.34,0.0,0.0,C08262
135.045,50.1,0.0,0.0,C20645
137.0251,51.58,0.75,0.75,C00587
451.1346,45.64,0.717501904657,0.717501904657,C18683
349.1164,43.54,0.75,0.75,C02538
353.181,12.38,0.608500288658,0.608500288658,C15030
296.1022,41.31,0.75,0.75,C05342
359.078,50.19,0.072072335073,0.072072335073,C20508
163.0402,50.13,0.753399048266,0.753399048266,C05838
119.0347,16.72,0.0,0.0,C06463
