cge00780 C00120 0.170833333333
cge00780 C00011 0.0163888888889
cge00780 C00013 0.0166666666667
cge00780 C00020 0.0291666666667
cge00780 C05921 0.170833333333
cge00780 C20372 0.00444444444444
cge00780 C00002 0.0166666666667
cge00780 C00229 0.0163888888889
cge00780 C01209 0.0377777777778
cge00780 C00047 0.00416666666667
cge00780 C06249 0.00416666666667
cge00780 C06250 0.0291666666667
cge00780 C00001 0.0291666666667
cge00780 C05552 0.0291666666667
cge00780 C19673 0.0144444444444
cge00780 C20375 0.0144444444444
cge00780 C20376 0.00444444444444
cge00785 C05752 0.0712121212121
cge00785 C00020 0.0151515151515
cge00785 C00019 0.0409090909091
cge00785 C17023 0.0409090909091
cge00785 C00229 0.0333333333333
cge00785 C16237 0.268181818182
cge00785 C16236 0.137878787879
cge00785 C16240 0.160606060606
cge00785 C05198 0.0287878787879
cge00785 C00073 0.0287878787879
cge00785 C16239 0.0863636363636
cge00785 C16238 0.0333333333333
cge00620 C00068 0.00581298546415
cge00620 C00104 0.00091613812544
cge00620 C00149 0.126948867585
cge00620 C00125 0.017793291535
cge00620 C00126 0.000704721634954
cge00620 C00022 0.255226481032
cge00620 C00006 0.0168799594044
cge00620 C00005 0.000609855261018
cge00620 C00004 0.044938797498
cge00620 C00003 0.128529854235
cge00620 C00002 0.0756114316529
cge00620 C00001 0.128813705431
cge00620 C00013 0.0016341020787
cge00620 C15972 0.0184470000491
cge00620 C05993 0.0261305541681
cge00620 C00256 0.0638429179262
cge00620 C00009 0.075873286315
cge00620 C05125 0.0192256235464
cge00620 C00008 0.0279229467731
cge00620 C00051 0.00582090566234
cge00620 C00010 0.0364968762035
cge00620 C00454 0.0124765833042
cge00620 C00020 0.00126953529826
cge00620 C00036 0.142187142953
cge00620 C00011 0.0841431471981
cge00620 C15973 0.0332358645219
cge00620 C00035 0.00091613812544
cge00620 C00024 0.0992698669635
cge00620 C00033 0.0909963984686
cge00620 C00332 0.0
cge00620 C00074 0.0656763732417
cge00620 C00288 0.0150092896031
cge00620 C00937 0.00506413952503
cge00620 C00186 0.00594486623152
cge00620 C16255 0.022254234007
cge00620 C00227 0.000828047921071
cge00620 C00122 0.0
cge00620 C00084 0.00737113900251
cge00620 C00083 0.00645406666735
cge00620 C00081 0.00372747407631
cge00620 C00080 0.0989595149799
cge00620 C03451 0.00675848699105
cge00620 C00044 0.00372747407631
cge00620 C00546 0.0138213144053
cge00620 C00201 0.00194001734699
cge00020 C00068 0.0241543741544
cge00020 C00104 0.0195249296317
cge00020 C00026 0.0275689609023
cge00020 C00009 0.0469732826712
cge00020 C00008 0.0248506593663
cge00020 C00006 0.00718740288725
cge00020 C00005 0.00192692692693
cge00020 C00004 0.0240435447434
cge00020 C00003 0.0566680775014
cge00020 C00122 0.0563081224408
cge00020 C00001 0.0344479872703
cge00020 C00149 0.0869661614322
cge00020 C00036 0.214234290417
cge00020 C00288 0.00355306605307
cge00020 C05379 0.0198198198198
cge00020 C05125 0.0128510628511
cge00020 C00417 0.00521771771772
cge00020 C00311 0.113591709559
cge00020 C00091 0.0647679165414
cge00020 C00010 0.130538870995
cge00020 C00011 0.175790852536
cge00020 C15973 0.0811114019447
cge00020 C15972 0.0230284855285
cge00020 C00024 0.018020663854
cge00020 C15603 0.0113291863292
cge00020 C15602 0.00444388487867
cge00020 C00074 0.00384037884038
cge00020 C00002 0.00968480968481
cge00020 C16255 0.0219260927594
cge00020 C16254 0.0357548940882
cge00020 C00158 0.0367528784195
cge00020 C00081 0.0278782296517
cge00020 C00080 0.0582829996827
cge00020 C00035 0.0195249296317
cge00020 C00042 0.099638452537
cge00020 C00044 0.0278782296517
cge00020 C00022 0.0545207932031
cge00020 C05381 0.00909164659165
cge00140 C00021 0.00815500467067
cge00140 C00028 0.00116408320645
cge00140 C01227 0.0410872788739
cge00140 C05485 0.00137169152721
cge00140 C05487 0.00234251814993
cge00140 C05488 0.00099574254827
cge00140 C18043 0.000968434195485
cge00140 C18040 0.000477552270295
cge00140 C18041 9.82447457543e-06
cge00140 C00535 0.0695310452733
cge00140 C18045 0.000376489009465
cge00140 C05295 0.00151092472105
cge00140 C05294 0.0010149327859
cge00140 C05297 0.00148839544285
cge00140 C05290 0.000575970593538
cge00140 C05293 9.82447457543e-06
cge00140 C05299 0.0227234179203
cge00140 C05298 0.0470485022855
cge00140 C00015 0.0887341222169
cge00140 C00019 0.00123542456017
cge00140 C00951 0.0644330584868
cge00140 C04518 0.000469326698973
cge00140 C05499 0.00125019653527
cge00140 C05498 0.00262896964243
cge00140 C05497 0.00292923649756
cge00140 C03205 0.00555682677018
cge00140 C05490 0.000353443926253
cge00140 C00007 0.178109375074
cge00140 C00006 0.10512783175
cge00140 C00005 0.107326993743
cge00140 C00004 0.0362815846635
cge00140 C00003 0.0352950571953
cge00140 C00001 0.103785194908
cge00140 C03917 9.82447457543e-06
cge00140 C00139 0.00297041135191
cge00140 C05141 0.0364775605968
cge00140 C05140 9.40926198658e-05
cge00140 C00410 0.0096574444853
cge00140 C00762 0.000945438148165
cge00140 C05471 9.82447457543e-06
cge00140 C05473 0.00298558880665
cge00140 C01953 0.0444289705739
cge00140 C05476 0.00298558880665
cge00140 C05479 0.000529745175678
cge00140 C05478 0.000372740506439
cge00140 C18075 0.000326733251565
cge00140 C00080 0.250241978105
cge00140 C03772 0.000287510830703
cge00140 C18042 0.00298558880665
cge00140 C00167 0.041454725434
cge00140 C00674 0.000287510830703
cge00140 C05489 0.00131493849119
cge00140 C04373 0.00633591065292
cge00140 C01780 0.000372740506439
cge00140 C18044 0.00470288741353
cge00140 C05504 0.00395048293198
cge00140 C03681 0.0012202699883
cge00140 C00667 0.00548178690089
cge00140 C00662 0.00200152396195
cge00140 C05469 0.0013934832903
cge00140 C04555 0.00466305171264
cge00140 C05302 0.022701940257
cge00140 C05301 0.0457353540528
