Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
b_{cge00010,C00009}, 0.459792244868, 0.845406269387, 0.0314229058052, 0.0, 2.21622724883, 6.00239794645e-25, 0.000225387968921, 0.0664755441414, 0.539158293312, 2.95894178182
b_{cge00010,C00011}, 0.456422665332, 0.856695569198, 0.0317549399288, 5.79702795871e-233, 2.17780479263, 2.3829795189e-24, 0.000219202234478, 0.0645192158006, 0.52977203613, 3.00011098657
b_{cge00010,C00013}, 0.457586004181, 0.855250371307, 0.031435457986, 3.32704149998e-265, 2.20490140362, 2.49388163883e-24, 0.000215509114582, 0.0631543867118, 0.539138419635, 2.97277854662
b_{cge00010,C00022}, 0.457431434443, 0.849330187438, 0.0315095461234, 3.31244426512e-308, 2.18682858932, 6.13003488001e-25, 0.000191071462658, 0.062409085404, 0.536308339363, 2.97013927471
b_{cge00010,C00033}, 0.465267444814, 0.867797354707, 0.0317915366517, 1.01380843275e-233, 2.23800345834, 3.46300496512e-23, 0.000203487487346, 0.0661510033573, 0.547548872944, 3.04344565857
b_{cge00010,C00036}, 0.461970921321, 0.851571825576, 0.0319313875624, 2.35839226655e-165, 2.21262580052, 2.64483059545e-24, 0.00021029342249, 0.0646467269554, 0.547977333022, 2.98114673963
b_{cge00010,C00074}, 0.461670482557, 0.870418663655, 0.0316708971599, 1.87745830724e-293, 2.22560603539, 1.1661339239e-24, 0.000210315250834, 0.0631164007596, 0.537016614101, 2.99665941112
b_{cge00010,C00080}, 0.45125263087, 0.844998035031, 0.0312444611727, 0.0, 2.17634365722, 1.26468784594e-24, 0.000213626355724, 0.0634001358614, 0.515342477669, 2.9462059639
b_{cge00010,C00084}, 0.447985300646, 0.836833627732, 0.0305450790626, 1.03502930471e-242, 2.15610331937, 1.94968082563e-24, 0.000198638930551, 0.0649539950924, 0.521713266901, 2.91131795963
b_{cge00010,C00103}, 0.459601904484, 0.855666641117, 0.0318008026808, 9.78702578688e-201, 2.22166990853, 5.69854473605e-25, 0.000229563507919, 0.0676636290344, 0.536352732682, 2.97800619232
b_{cge00010,C00111}, 0.461645118899, 0.859182577047, 0.0313081636232, 3.81335195608e-247, 2.2516350128, 1.13302827124e-24, 0.000206383930408, 0.0659412514278, 0.535997130182, 3.01890507268
b_{cge00010,C00118}, 0.460355411476, 0.85979056118, 0.0311481958502, 1.17943102482e-147, 2.23830274409, 5.25004734375e-24, 0.000201477163221, 0.0633731645261, 0.536073095421, 2.98052445439
b_{cge00010,C00186}, 0.424785527426, 0.656051956021, 0.0371770721421, 1.48525746197e-15, 1.8052681219, 9.77040168096e-14, 3.64267799888e-09, 0.0806388224963, 0.634927878977, 2.2601064973
b_{cge00010,C00197}, 0.460375691097, 0.846343893526, 0.0314474024879, 3.21821333646e-194, 2.16288610246, 5.97947155995e-24, 0.000242319326647, 0.0663149473516, 0.550772199738, 2.91848451254
b_{cge00010,C00221}, 0.454889374917, 0.843331727327, 0.0309947271071, 9.19030745596e-190, 2.19005783236, 8.2317083378e-24, 0.000208572214135, 0.0657852229198, 0.540607199483, 2.94166670334
b_{cge00010,C00236}, 0.467826921881, 0.8584718809, 0.0324284103251, 4.51456640272e-239, 2.24100371667, 6.68691137398e-24, 0.000239278643878, 0.0669941996523, 0.558929837247, 3.02880669122
b_{cge00010,C00267}, 0.295657125466, 0.522454076971, 0.0222482010747, 1.05361135334e-08, 1.38960790299, 5.46979923065e-07, 0.00116070306364, 0.0435755128353, 0.367849156423, 1.8235076453
b_{cge00010,C00469}, 0.459693311345, 0.847666768282, 0.0309959684726, 7.05503495727e-253, 2.1861527898, 5.80896883538e-24, 0.000209330842945, 0.0633539625451, 0.549239788322, 2.96893004811
b_{cge00010,C00631}, 0.454391524565, 0.841483334908, 0.0309719358291, 7.00685334429e-195, 2.17164585066, 4.12306083598e-24, 0.00021032576301, 0.0642121261306, 0.53535964469, 2.95864773448
b_{cge00010,C00668}, 0.462724967504, 0.867578936803, 0.0314213154542, 5.61670755797e-202, 2.24346234459, 7.04497505929e-25, 0.000214429233092, 0.0648741223285, 0.537536769678, 3.02818966249
b_{cge00010,C01159}, 0.469745164429, 0.861069166215, 0.0320696570116, 3.47648186369e-282, 2.2221934072, 1.01337876445e-24, 0.000260976623148, 0.0693750042339, 0.564711933764, 2.99188431797
b_{cge00010,C01172}, 0.454695448375, 0.852355187542, 0.0317389686584, 6.2515848454e-219, 2.18562471133, 3.50571242584e-24, 0.000190732169102, 0.0650105634412, 0.528978302577, 3.00656591171
b_{cge00010,C05125}, 0.466081471863, 0.866617161864, 0.0310606886283, 4.35600639766e-194, 2.22591574424, 4.6500391859e-24, 0.000218472128251, 0.0661397534718, 0.547460279849, 3.02557038363
b_{cge00010,C05345}, 0.466764887893, 0.870371017413, 0.0322440101835, 8.52425440695e-211, 2.24214236232, 1.19641674274e-24, 0.000230902860881, 0.0658296820887, 0.557446891322, 3.02624356978
