Precursor Mass,Retention Time,Dataset,Source,Peak Name,HMDB Compounds,HMDB Fits,Metlin Compounds,Metlin Scores,MetFrag Compounds,MetFrag Scores
continuous,continuous,string,string,continuous,string,string,string,string,string,string
,,meta,meta,meta,meta,meta,meta,meta,meta,meta
667.2358,11.36,HilPos 03/24,,,C02052,0.42,,,"C04861, C08242, C08248, C03989, C02052, C02013, C01613, C00182","0.786069651741294, 0.768034825870647, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75"
748.4798,2.15,HilPos 03/24,,,,,C06912,6.0,C06912,0.75
354.0794,14.33,HilPos 03/24,,,,,,,C01304,0.75
235.0615,15.28,HilPos 03/24,,,,,,,"C21001, C07731","0.75, 0.00068351322690173"
290.0851,14.38,HilPos 03/24,,,,,,,"C05537, C04462","0.75, 0.594561885573717"
427.0955,22.55,HilPos 03/24,,,,,,,C05526,0.75
482.0891,20.2,HilPos 03/24,,,,,,,C18409,0.75
284.0105,10.57,HilPos 03/24,,,,,,,C08233,0.0
268.1031,14.39,HilPos 03/24,,,"C00212, C00330","0.57, 0.54","C00212, C07195, C00330, C07210","49.0, 21.0, 10.0, 8.0","C00330, C00212, C07210, C08507, C06469","0.776622098104948, 0.75, 0.67314532455707, 0.360702463334657, 0.336356638762507"
427.3068,11.08,HilPos 03/24,,,,,,,C01591,0.75
235.0923,17.29,HilPos 03/24,,,,,,,C20913,0.75
283.1096,4.35,HilPos 03/24,,,,,,,"C14657, C12118","0.754687094421227, 0.75"
271.0641,9.98,HilPos 03/24,,,,,"C10044, C01477, C06563, C10023, C07486","20.0, 20.0, 20.0, 18.0, 15.0","C14314, C06563, C16796, C10379, C10369, C10397, C14313, C02495, C10376, C10294, C10343, C10023, C01477, C08730, C10113, C10044, C15222, C10037, C07486","0.793033821302373, 0.793033821302373, 0.790762241292277, 0.787985865724382, 0.787985865724382, 0.787607269056032, 0.777132761231701, 0.777132761231701, 0.763503281171126, 0.763503281171126, 0.75, 0.522238894554069, 0.522238894554069, 0.506337834483398, 0.497756310000813, 0.483243437714089, 0.452829505356694, 0.452829505356694, 0.136022169769476"
283.0703,12.59,HilPos 03/24,,,,,,,"C13698, C11631, C14265","0.820853120045065, 0.770840811198851, 0.747565398690154"
276.0696,7.32,HilPos 03/24,,,,,,,"C11107, C20911, C09567, C20824","0.893629863569024, 0.675285816518226, 0.370460384684136, 0.350183518302109"
570.141,10.52,HilPos 03/24,,,,,,,C15343,0.0
332.0102,10.38,HilPos 03/24,,,,,,,C10979,0.75
158.0597,2.64,HilPos 03/24,,,,,,,C14788,0.75
304.1003,14.48,HilPos 03/24,,,,,,,C08331,0.75
353.0679,10.04,HilPos 03/24,,,,,,,"C06187, C09216, C06118, C04733","0.918548387096774, 0.0, 0.0, 0.0"
412.1435,9.58,HilPos 03/24,,,,,,,C11734,0.75
560.0784,10.01,HilPos 03/24,,,,,,,"C01882, C00301, C02741","0.75, 0.75, 0.0635509614552548"
583.1662,10.69,HilPos 03/24,,,,,,,C11655,0.75
146.0601,9.65,HilPos 03/24,,,,,C19434,26.0,"C08493, C02796, C06415, C06324, C06338, C06343, C19434","0.827484468653705, 0.816666114072978, 0.816507748406655, 0.812756461685616, 0.810557389574069, 0.790830966262642, 0.75"
313.0727,11.35,HilPos 03/24,,,,,C06800,22.0,"C06800, C20444, C10201","0.821474609643239, 0.800665195177108, 0.75"
130.0502,16.69,HilPos 03/24,,,"C01879, C02237","0.35, 0.36",C02237,56.0,"C01877, C01879, C02237, C04282, C04281","0.797761185875619, 0.779360315678187, 0.772226355764248, 0.75, 0.554932655392186"
421.1972,34.44,HilPos 03/24,,,,,,,C14636,0.75
912.1686,1.91,HilPos 03/24,,,,,,,"C14145, C00356","0.753352521397926, 0.749892053877721"
359.154,10.7,HilPos 03/24,,,,,C10682,25.0,"C10682, C17808, C20455, C05366, C10558, C17508, C09077, C17414, C09515, C09516, C08831, C10317","0.828346139997001, 0.824271438625063, 0.819845875541786, 0.819845875541786, 0.815755948201839, 0.794630442699808, 0.794630442699808, 0.791531798571707, 0.789507115698808, 0.787576887258928, 0.757499557287055, 0.729320110426655"
268.9987,10.87,HilPos 03/24,,,,,,,C14584,0.75
379.0838,9.61,HilPos 03/24,,,,,,,C14295,0.861061552185549
289.1554,9.85,HilPos 03/24,,,,,,,"C11495, C11494","0.75, 0.75"
360.1508,9.87,HilPos 03/24,,,,,C12650,19.0,,
309.0413,8.2,HilPos 03/24,,,,,,,"C14510, C14250","0.0, 0.0"
228.0981,14.61,HilPos 03/24,,,C00881,0.38,,,C00881,0.75
191.0713,8.96,HilPos 03/24,,,,,,,"C17916, C11052, C15102, C14105, C17220","0.75, 0.73511223792175, 0.58438541609433, 0.362795700622282, 0.0735532611664053"
476.3076,2.64,HilPos 03/24,,,,,,,"C07657, C15823","0.781276710923699, 0.381078519031984"
359.0424,11.13,HilPos 03/24,,,,,,,C18615,0.75
130.1596,34.15,HilPos 03/24,,,,,,,C01740,0.75
106.0506,11.12,HilPos 03/24,,,"C00065, C00740","0.44, 0.48","C00740, C00065","59.0, 49.0","C00740, C00716, C00065","0.75, 0.75, 0.75"
191.0732,14.71,HilPos 03/24,,,,,,,C17220,0.75
656.4141,2.34,HilPos 03/24,,,,,,,C01700,0.75
532.2527,12.72,HilPos 03/24,,,,,,,C10597,0.75
882.2018,10.09,HilPos 03/24,,,,,,,"C21089, C05268","0.760504778644403, 0.75"
595.193,2.99,HilPos 03/24,,,,,,,C07389,0.75
340.0998,25.11,HilPos 03/24,,,,,C07502,25.0,,
407.1211,3.02,HilPos 03/24,,,,,,,"C11561, C14647, C13836","0.75, 0.50577310937318, 0.442132333345411"
438.2812,13.03,HilPos 03/24,,,,,,,C13804,0.75
188.0708,9.67,HilPos 03/24,,,,,,,C06559,0.75
232.1322,34.43,HilPos 03/24,,,,,,,"C10703, C10918, C06996","0.75, 0.72864629356122, 0.598762877255206"
130.0649,9.65,HilPos 03/24,,,,,,,"C06413, C06323","0.819403151479114, 0.75"
298.1148,6.36,HilPos 03/24,,,,,,,C05342,0.75
162.076,8.85,HilPos 03/24,,,C00956,0.56,,,"C00956, C17581, C05016, C01046, C03210, C02207, C06234, C19694, C01077","0.794991406825436, 0.47619342903337, 0.427923196218648, 0.278964015081599, 0.278117764274759, 0.278117764274759, 0.269770108983818, 0.261690460217659, 0.135865470639162"
195.0799,12.3,HilPos 03/24,,,,,,,"C11431, C11432, C11429, C11430","0.805821099351314, 0.75, 0.740983854096276, 0.712817244331851"
523.1519,9.56,HilPos 03/24,,,,,,,C10465,0.75
267.0649,13.76,HilPos 03/24,,,,,,,C18252,0.785555087907253
235.0607,25.19,HilPos 03/24,,,,,,,"C07731, C20124","0.904524631128034, 0.631294511759112"
399.2293,34.38,HilPos 03/24,,,,,,,"C02673, C09226","0.75, 0.464738073103276"
379.2494,2.63,HilPos 03/24,,,,,,,"C13819, C13818, C09169, C10320","0.857418549211034, 0.844704279713929, 0.75, 0.686559597995888"
446.0509,11.27,HilPos 03/24,,,,,,,C08101,0.75
491.2987,11.37,HilPos 03/24,,,,,,,C20016,0.75
188.1182,34.61,HilPos 03/24,,,,,,,C07939,0.75
146.06,3.57,HilPos 03/24,,,,,C19434,29.0,"C06338, C06343, C08493, C02796, C06415, C06324, C19434","0.822048014065961, 0.802367600493099, 0.78050514401324, 0.779943156147344, 0.776915673127838, 0.762600089748176, 0.741919011087475"
445.2361,2.28,HilPos 03/24,,,,,,,C12959,0.75
457.1157,10.95,HilPos 03/24,,,,,,,C00061,0.75
315.06,25.08,HilPos 03/24,,,,,,,C04376,0.75
130.0969,10.48,HilPos 03/24,,,,,,,"C02647, C19782, C19778","0.75, 0.678508809233175, 0.678508809233175"
184.0734,18.3,HilPos 03/24,,,,,C00588,58.0,"C16403, C20316","0.75, 0.0"
460.2562,11.38,HilPos 03/24,,,,,,,C07966,0.75
265.1124,2.66,HilPos 03/24,,,,,C00378,46.0,"C17226, C17227, C17967","0.849452011453425, 0.838237526688268, 0.75"
503.0624,10.91,HilPos 03/24,,,,,,,C19799,0.75
309.13,13.84,HilPos 03/24,,,,,,,"C08483, C09953","0.786164703493095, 0.523801973681355"
357.1335,14.13,HilPos 03/24,,,,,,,"C10549, C20453, C17855, C18024, C01590, C09166","0.761967469321602, 0.553945603108996, 0.535432085857461, 0.522710363819772, 0.520366071159433, 0.139074891448683"
377.1473,4.73,HilPos 03/24,,,C00255,0.67,C00255,100.0,"C00255, C11661, C01512, C07384","0.75, 0.525692095169341, 0.525093574370743, 0.515142652652308"
837.5513,1.87,HilPos 03/24,,,,,,,C13888,0.75
146.0594,2.55,HilPos 03/24,,,,,C19434,20.0,"C02796, C06338, C06343, C19434, C06415, C06324, C08493","0.798954638790368, 0.784212474713789, 0.752151619757657, 0.699090204786591, 0.576029763620998, 0.57301968335219, 0.569239582549502"
544.1127,10.48,HilPos 03/24,,,,,,,C04121,0.75
365.1059,9.73,HilPos 03/24,,,,,,,C10636,0.75
613.1607,25.04,HilPos 03/24,,,,,,,C00127,0.0
217.0619,12.3,HilPos 03/24,,,,,C02954,38.0,"C02954, C20384","0.82397544316149, 0.51216038767893"
561.0923,10.08,HilPos 03/24,,,,,,,C11460,0.75
427.3089,15.31,HilPos 03/24,,,,,,,C01591,0.75
602.0872,10.03,HilPos 03/24,,,,,,,C20658,0.75
359.0921,10.7,HilPos 03/24,,,,,,,C12478,0.75
359.1222,6.18,HilPos 03/24,,,,,,,C20888,0.75
657.4252,2.17,HilPos 03/24,,,,,,,C07466,0.75
327.2015,2.63,HilPos 03/24,,,,,C06542,6.0,,
104.1082,16.96,HilPos 03/24,,,,,C00114,26.0,,
758.4225,11.4,HilPos 03/24,,,,,,,C14060,0.75
445.2888,2.62,HilPos 03/24,,,,,,,C20591,0.75
811.436,2.64,HilPos 03/24,,,,,C07201,10.0,,
495.3312,15.37,HilPos 03/24,,,,,,,"C08829, C16874","0.752062753840438, 0.75"
331.0609,11.11,HilPos 03/24,,,,,,,C17688,0.0
368.129,11.36,HilPos 03/24,,,,,,,C11562,0.75
267.1456,2.81,HilPos 03/24,,,,,,,C09052,0.75
642.2041,10.72,HilPos 03/24,,,,,,,C12057,0.75
385.212,12.68,HilPos 03/24,,,,,,,"C16980, C09236, C04578","0.814535234170206, 0.814535234170206, 0.698741228430468"
474.1215,17.81,HilPos 03/24,,,,,,,C05674,0.75
166.0533,11.19,HilPos 03/24,,,,,C02989,74.0,"C15999, C15998, C02989","0.75, 0.75, 0.75"
192.0653,9.35,HilPos 03/24,,,"C05635, C02712","0.46, 0.45",C05635,75.0,"C16596, C05635, C06725","0.787301108480014, 0.766096982713842, 0.75"
131.1179,9.97,HilPos 03/24,,,C02714,0.36,,,"C19279, C02714","0.75, 0.153499485723743"
745.4593,2.36,HilPos 03/24,,,,,,,C15942,0.75
209.0918,9.36,HilPos 03/24,,,C00328,0.43,C00328,52.0,"C01718, C00328, C05647","0.75, 0.75, 0.425974803060994"
248.0592,15.79,HilPos 03/24,,,,,,,"C11772, C18604","0.75, 0.0743405202750242"
308.0487,10.44,HilPos 03/24,,,,,,,"C15394, C14971","0.75, 0.75"
270.0977,25.02,HilPos 03/24,,,,,,,C19766,0.75
262.1291,12.55,HilPos 03/24,,,,,,,"C08332, C08334, C10607","0.75, 0.727007996313961, 0.676547283730153"
433.1551,15.11,HilPos 03/24,,,,,,,"C16223, C14953, C14942","0.75, 0.0327341072500151, 0.0327341072500151"
249.0642,24.97,HilPos 03/24,,,,,C00647,32.0,"C10742, C00647","0.75, 0.476180897739955"
227.079,9.43,HilPos 03/24,,,,,,,"C20981, C16365","0.75, 0.35429923782793"
664.1178,16.08,HilPos 03/24,,,,,C00003,100.0,,
146.0275,25.03,HilPos 03/24,,,,,,,C04445,0.75
495.3322,26.14,HilPos 03/24,,,,,,,"C08829, C16874","0.751779067221371, 0.75"
539.1187,10.94,HilPos 03/24,,,,,,,C08745,0.75
736.3205,1.85,HilPos 03/24,,,,,,,C16568,0.75
477.2053,12.8,HilPos 03/24,,,,,,,C11132,0.75
116.0711,9.5,HilPos 03/24,,,C00148,0.36,"C00148, C00763","40.0, 21.0","C18170, C16435, C00763, C00148","0.866175913541765, 0.75, 0.75, 0.75"
415.1389,25.02,HilPos 03/24,,,,,C10874,12.0,"C20571, C07001","0.865200617283951, 0.794798853111579"
256.0156,10.03,HilPos 03/24,,,,,C07066,10.0,,
775.5337,9.91,HilPos 03/24,,,,,,,"C13871, C11313","0.0, 0.0"
255.046,14.64,HilPos 03/24,,,,,,,C08275,0.75
157.0132,25.88,HilPos 03/24,,,,,,,C20450,0.75
104.1082,8.94,HilPos 03/24,,,,,C00114,21.0,,
170.013,13.85,HilPos 03/24,,,,,,,C00506,0.75
366.1168,15.18,HilPos 03/24,,,,,,,"C12979, C13761, C08099, C06827","0.795561833113536, 0.74807901221974, 0.737732265052872, 0.715520629022962"
751.1568,10.73,HilPos 03/24,,,,,,,C01212,0.75
494.0375,10.41,HilPos 03/24,,,,,,,C08104,0.75
282.0446,11.26,HilPos 03/24,,,,,,,C15427,0.75
137.0459,8.8,HilPos 03/24,,,"C00262, C01620","0.51, 0.57",C06816,2.0,C01620,0.885919887278583
118.087,9.31,HilPos 03/24,,,"C00719, C00183, C00431","0.34, 0.44, 0.31","C00183, C00719, C00431","63.0, 21.0, 13.0","C01826, C01799, C03571, C16436, C06417, C00183, C07457, C15987, C00431, C00719","0.75, 0.75, 0.646840399031484, 0.624645519349257, 0.624645519349257, 0.624645519349257, 0.623303766552101, 0.385869109993172, 0.382385532560135, 0.217520242089887"
381.1358,10.74,HilPos 03/24,,,,,,,"C14612, C08358","0.75, 0.336114237093957"
449.2883,11.37,HilPos 03/24,,,,,,,C18217,0.75
434.1253,9.6,HilPos 03/24,,,,,,,C12137,0.75
481.0819,10.41,HilPos 03/24,,,,,,,C06773,0.75
398.1313,25.13,HilPos 03/24,,,,,,,C16910,0.75
131.118,7.61,HilPos 03/24,,,C02714,0.36,C02714,47.0,"C19279, C02714","0.803767805471108, 0.75"
295.0756,25.08,HilPos 03/24,,,,,,,C06981,0.75
214.1582,16.44,HilPos 03/24,,,,,,,C07035,0.75
250.0926,14.39,HilPos 03/24,,,,,,,C01136,0.75
291.045,13.26,HilPos 03/24,,,,,,,"C20956, C06222, C05382, C19882, C19880, C19878, C07838, C07836","0.780940594059406, 0.780940594059406, 0.780940594059406, 0.75, 0.75, 0.75, 0.75, 0.75"
154.0607,4.54,HilPos 03/24,,,,,,,"C19385, C19384, C05680","0.760329175193166, 0.75, 0.147332657718228"
257.0385,26.74,HilPos 03/24,,,,,,,C15189,0.75
134.0451,16.74,HilPos 03/24,,,"C00049, C00402","0.5, 0.14","C00049, C00402","51.0, 32.0","C19911, C16433, C00049, C00402","0.822456533878872, 0.794771289017232, 0.794771289017232, 0.75"
188.1758,11.36,HilPos 03/24,,,,,C01029,67.0,"C01029, C00612","0.753502769631802, 0.75"
299.0438,12.58,HilPos 03/24,,,,,,,C07995,0.75
269.0623,13.23,HilPos 03/24,,,"C01817, C01817","0.26, 0.23",,,"C20788, C01817","0.75, 0.75"
325.0444,25.11,HilPos 03/24,,,C00105,0.65,,,"C00105, C03031, C01368, C01168","0.75, 0.72719607314796, 0.723882413052542, 0.672128366281473"
326.0913,25.02,HilPos 03/24,,,,,,,C08535,0.75
286.1513,6.44,HilPos 03/24,,,,,,,C10587,0.75
235.061,8.85,HilPos 03/24,,,,,,,"C07731, C20124, C21001","0.77489837398374, 0.75, 0.0"
411.1152,13.74,HilPos 03/24,,,,,,,"C18553, C20928","0.75, 0.235666123110069"
720.0163,9.8,HilPos 03/24,,,,,,,C02739,0.75
313.1124,17.33,HilPos 03/24,,,,,,,"C11535, C08245, C01625, C07285, C18465","0.779546634365807, 0.779546634365807, 0.779546634365807, 0.759646997750476, 0.655303692405989"
292.1029,21.6,HilPos 03/24,,,,,,,"C04521, C08341, C04580","0.75, 0.689230788811022, 0.650925865591243"
333.0659,14.28,HilPos 03/24,,,,,,,"C18386, C17118, C17184, C17117","0.75, 0.230219668208223, 0.157049132356676, 0.147589403219152"
248.0279,10.37,HilPos 03/24,,,C00018,0.48,,,,
581.115,11.21,HilPos 03/24,,,,,,,C15624,0.75
451.3048,11.3,HilPos 03/24,,,,,,,C09940,0.75
491.2986,13.12,HilPos 03/24,,,,,,,C20016,0.75
335.1458,14.61,HilPos 03/24,,,,,,,"C20418, C20082","0.75, 0.75"
170.0597,9.63,HilPos 03/24,,,,,,,C13482,0.75
219.0835,10.49,HilPos 03/24,,,,,,,"C18267, C18254, C14519, C18268","0.794157002676182, 0.794157002676182, 0.755575379125781, 0.75"
258.1108,9.73,HilPos 03/24,,,,,C07149,61.0,"C07149, C12181","0.75467544469961, 0.75"
476.0628,13.86,HilPos 03/24,,,,,,,"C14010, C13142","0.810626590976622, 0.75"
116.0349,16.72,HilPos 03/24,,,,,,,C01596,0.0
620.1088,2.13,HilPos 03/24,,,,,,,"C06398, C06397","0.75, 0.75"
389.1332,13.74,HilPos 03/24,,,,,,,"C20979, C16489","0.75, 0.30328986867669"
123.0559,3.13,HilPos 03/24,,,C00153,0.29,C00153,98.0,"C00153, C02421, C01950","0.844691113927233, 0.781608444604524, 0.75"
666.3938,2.82,HilPos 03/24,,,,,,,C13898,0.75
318.1665,16.78,HilPos 03/24,,,,,,,"C15007, C14988, C13730, C08530, C08516, C12238, C10692","0.79110090735029, 0.79110090735029, 0.75554477605192, 0.751381943258867, 0.751124751508388, 0.75, 0.742538978315172"
464.1294,26.07,HilPos 03/24,,,,,,,C12141,0.75
193.0345,25.91,HilPos 03/24,,,C00311,0.42,C00158,76.0,C03921,0.808578987150416
824.1463,10.05,HilPos 03/24,,,,,,,C00100,0.75
562.1158,11.14,HilPos 03/24,,,,,,,C11461,0.75
364.0661,25.14,HilPos 03/24,,,C00144,0.37,C00144,52.0,"C06193, C19968, C00144, C18239","0.783949405929996, 0.782858070611407, 0.760864523495201, 0.75"
261.089,12.65,HilPos 03/24,,,,,,,C20386,0.75
485.0971,11.1,HilPos 03/24,,,,,,,C04101,0.75
449.2878,10.02,HilPos 03/24,,,,,,,C18217,0.75
298.115,8.06,HilPos 03/24,,,,,,,C05342,0.75
786.6035,2.57,HilPos 03/24,,,C00157,0.57,,,,
419.078,10.25,HilPos 03/24,,,,,,,C08563,0.0
248.0882,18.05,HilPos 03/24,,,,,,,C20677,0.75
144.0809,9.38,HilPos 03/24,,,,,,,"C14790, C02227","0.75, 0.75"
341.031,11.02,HilPos 03/24,,,,,,,C11021,0.75
431.0738,11.07,HilPos 03/24,,,,,,,"C08160, C05673","0.75, 0.0382801875877935"
136.0762,10.31,HilPos 03/24,,,,,,,"C02505, C16075, C19714, C15561, C07565","0.75, 0.616203474742554, 0.612224293576336, 0.611660651627595, 0.393724266448906"
167.0335,25.14,HilPos 03/24,,,C01606,0.46,,,"C14100, C03590, C14096, C01606, C06337","0.773392297958697, 0.772683490656906, 0.770984284088537, 0.76583286850787, 0.749478875420412"
777.6973,2.07,HilPos 03/24,,,C01829,0.88,,,C01829,0.75
240.1735,25.14,HilPos 03/24,,,,,,,C07538,0.75
147.1133,11.02,HilPos 03/24,,,C00047,0.29,"C00739, C00047","75.0, 75.0","C01142, C16440, C00739, C00047, C05161, C20277, C01186","0.789085870969811, 0.776967739209366, 0.776967739209366, 0.776967739209366, 0.768747934648677, 0.75, 0.73721011302941"
134.06,7.92,HilPos 03/24,,,C05658,0.28,"C02040, C12312","87.0, 63.0","C02615, C00561, C03766, C05658, C02040, C12312","0.823360220333077, 0.823360220333077, 0.798398616645365, 0.789451920908202, 0.75, 0.710788788080948"
274.0907,12.42,HilPos 03/24,,,,,,,C10849,0.75
104.108,7.17,HilPos 03/24,,,,,C00114,21.0,,
360.1246,10.71,HilPos 03/24,,,,,,,"C10584, C06564, C05557","0.75, 0.743135255534125, 0.743135255534125"
629.373,11.1,HilPos 03/24,,,,,,,C12871,0.75
175.0864,2.66,HilPos 03/24,,,,,"C02693, C13008","69.0, 18.0","C02937, C02693, C13008","0.782327571196692, 0.75, 0.728711228446046"
243.0275,16.57,HilPos 03/24,,,,,,,"C16848, C04299","0.765131389573427, 0.75"
231.0415,15.03,HilPos 03/24,,,,,,,C18350,0.75
116.0344,11.19,HilPos 03/24,,,,,,,C01596,0.75
451.3057,16.96,HilPos 03/24,,,,,,,C09940,0.75
404.064,11.17,HilPos 03/24,,,,,,,C08416,0.75
166.0725,6.63,HilPos 03/24,,,"C02242, C04152","0.22, 0.14",C02242,63.0,"C02230, C02242","0.756328305029133, 0.75"
473.1218,15.77,HilPos 03/24,,,,,,,C06491,0.75
247.058,14.57,HilPos 03/24,,,,,,,C03274,0.8375
251.1608,10.73,HilPos 03/24,,,,,,,"C09689, C09711, C14716, C09295, C20403, C09748, C20405, C13456, C07020","0.813041514575147, 0.78732459087966, 0.769619972672028, 0.759125256417865, 0.752001383672663, 0.750524739287723, 0.747320902254275, 0.5470319730069, 0.525326618143769"
358.1142,25.09,HilPos 03/24,,,,,,,C17751,0.75
132.1024,8.32,HilPos 03/24,,,"C00407, C00123, C01933","0.53, 0.51, 0.52","C00407, C00123, C01933, C02486, C02378","47.0, 40.0, 28.0, 19.0, 13.0","C02486, C02378, C16647, C21096, C21092, C16434, C06418, C00407, C16439, C01570, C00123, C01933, C08263","0.824387261514436, 0.75, 0.62290077841933, 0.54439030440239, 0.54439030440239, 0.54439030440239, 0.54439030440239, 0.54439030440239, 0.526877957382933, 0.526877957382933, 0.526877957382933, 0.511843154271027, 0.0379057928470049"
293.1712,6.12,HilPos 03/24,,,,,,,"C10459, C09741","0.802677595628415, 0.75"
273.0339,34.98,HilPos 03/24,,,,,,,"C17693, C17692","0.75, 0.75"
241.0315,16.53,HilPos 03/24,,,C00491,0.37,C00491,81.0,"C01420, C00491","0.75, 0.75"
638.006,2.54,HilPos 03/24,,,C00925,0.64,,,,
249.0609,9.34,HilPos 03/24,,,,,,,C00647,0.75
257.2445,13.41,HilPos 03/24,,,,,,,C00249,0.75
269.0266,25.09,HilPos 03/24,,,,,,,C19226,0.75
561.2436,12.64,HilPos 03/24,,,,,,,C11726,0.75
130.0868,11.02,HilPos 03/24,,,C00408,0.31,"C00408, C03969, C07500","44.0, 33.0, 14.0","C07500, C00408, C03969, C05936, C13696","0.87290344870909, 0.778140836088302, 0.776586514084167, 0.769843444633968, 0.748966898926651"
578.0964,10.46,HilPos 03/24,,,,,,,"C04916, C04896","0.758984647592463, 0.75"
98.9763,13.42,HilPos 03/24,,,,,,,"C18247, C06752","0.0, 0.0"
256.9652,14.07,HilPos 03/24,,,,,,,"C14357, C14359","0.780204962243797, 0.75"
110.0713,11.2,HilPos 03/24,,,,,,,C10133,0.75
169.0583,10.71,HilPos 03/24,,,,,,,C19469,0.75
213.0902,10.78,HilPos 03/24,,,,,,,"C20228, C20227, C12537, C01745, C01408, C16205, C16203, C14233, C11428, C04468","0.75, 0.75, 0.75, 0.75, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0"
162.055,25.31,HilPos 03/24,,,C19837,0.26,,,"C11503, C06342, C05637, C16716, C19837, C06330, C05639","0.776574748429421, 0.742006511324808, 0.698475071951928, 0.580239944594319, 0.487421765464922, 0.486436233372177, 0.211427406787437"
608.0903,25.04,HilPos 03/24,,,,,,,"C01170, C00203, C00043","0.75, 0.75, 0.75"
677.2516,2.15,HilPos 03/24,,,,,C17555,13.0,,
317.0966,14.27,HilPos 03/24,,,,,,,C11706,0.75
385.2493,16.99,HilPos 03/24,,,,,,,C07753,0.75
131.0493,9.24,HilPos 03/24,,,,,,,"C16483, C16484","0.812895122445334, 0.75"
432.281,2.62,HilPos 03/24,,,,,,,C17996,0.75
494.1698,10.69,HilPos 03/24,,,,,,,C13269,0.75
622.9529,10.2,HilPos 03/24,,,,,,,C04418,0.75
526.4301,34.34,HilPos 03/24,,,,,,,C14758,0.75
337.0425,11.2,HilPos 03/24,,,,,,,C08726,0.75
258.1088,5.14,HilPos 03/24,,,,,C07149,59.0,"C07149, C12181","0.763199194972788, 0.75"
190.0706,25.02,HilPos 03/24,,,C00624,0.35,,,"C12109, C00624, C03871","0.75, 0.320262042412756, 0.317962853391888"
489.1154,16.07,HilPos 03/24,,,C00307,0.46,C00307,59.0,C00307,0.75
232.0171,11.12,HilPos 03/24,,,,,,,C03624,0.75
309.1665,10.78,HilPos 03/24,,,,,,,"C16488, C09483, C09638, C20978","0.81710869458194, 0.75, 0.729454926014913, 0.662812642381098"
257.2452,14.47,HilPos 03/24,,,,,,,C00249,0.75
305.0699,10.62,HilPos 03/24,,,,,,,"C12316, C05911, C01617","0.0, 0.0, 0.0"
481.3188,11.07,HilPos 03/24,,,,,,,"C08811, C08838, C02633, C16992, C08819, C16499","0.767031703320656, 0.750001463105945, 0.74335115219576, 0.736492505270732, 0.736492505270732, 0.622122445270117"
212.0956,25.04,HilPos 03/24,,,,,C07194,5.0,,
774.1851,10.68,HilPos 03/24,,,,,,,C00876,0.75
259.0932,14.27,HilPos 03/24,,,,,,,"C16744, C05131, C16929, C09283, C09980, C08465, C09273","0.790055701179554, 0.73248821884393, 0.504564935927847, 0.487973863494642, 0.389251319182831, 0.381886065571522, 0.334010082582739"
345.1126,11.36,HilPos 03/24,,,,,,,"C13784, C06922, C11206","0.75, 0.75, 0.0"
324.0415,9.66,HilPos 03/24,,,,,,,C14434,0.75
704.4536,2.2,HilPos 03/24,,,,,,,C06633,0.75
467.1087,10.06,HilPos 03/24,,,,,,,C03293,0.75
668.395,9.01,HilPos 03/24,,,,,,,C15682,0.75
367.0856,10.6,HilPos 03/24,,,,,,,"C10512, C12258","0.773479599692071, 0.0743434734661249"
374.9627,9.75,HilPos 03/24,,,,,,,C12347,0.0
549.2291,9.44,HilPos 03/24,,,,,,,C08749,0.75
130.0503,13.91,HilPos 03/24,,,"C01879, C02237","0.35, 0.36",C02237,53.0,"C04282, C02237, C01879, C01877, C04281","0.778386879174368, 0.754362824675325, 0.75098079004329, 0.75, 0.566590365821787"
186.1123,25.03,HilPos 03/24,,,,,,,"C20673, C12449, C10858, C10356","0.0, 0.0, 0.0, 0.0"
150.0584,9.66,HilPos 03/24,,,C00073,0.52,C00073,65.0,"C07418, C01733, C00855, C00073","0.773279935646969, 0.75, 0.75, 0.75"
342.14,9.83,HilPos 03/24,,,,,,,"C19702, C15658","0.75, 0.478904627951876"
655.171,9.56,HilPos 03/24,,,,,,,C14863,0.75
243.0877,7.06,HilPos 03/24,,,,,C01727,100.0,C01727,0.75
130.0503,10.69,HilPos 03/24,,,"C01879, C02237","0.68, 0.36",C02237,39.0,"C02237, C01877, C01879, C04282","0.770450206234737, 0.768776766119987, 0.757410949079608, 0.644416536995901"
489.055,10.83,HilPos 03/24,,,,,,,C18855,0.75
585.29,2.6,HilPos 03/24,,,,,C01443,61.0,,
788.5212,34.24,HilPos 03/24,,,,,,,C11607,0.75
374.9624,10.87,HilPos 03/24,,,,,,,C12347,0.0
844.4573,1.85,HilPos 03/24,,,,,,,C15702,0.75
152.0705,7.91,HilPos 03/24,,,,,"C06804, C03005","72.0, 17.0","C18623, C06804, C03005, C03522, C16571, C04353, C04350, C17756, C20634, C07301, C02709, C17755","0.799046770589391, 0.792230903230482, 0.789022396730484, 0.786999830468999, 0.786402706710149, 0.782114464346948, 0.782114464346948, 0.75, 0.535712987752458, 0.525721312352548, 0.493635661963092, 0.344869071112689"
646.2454,2.15,HilPos 03/24,,,,,,,C20164,0.75
549.225,10.92,HilPos 03/24,,,,,,,C08749,0.75
