Precursor Mass,Retention Time,Dataset,Source,Peak Name,HMDB Compounds,HMDB Fits,Metlin Compounds,Metlin Scores,MetFrag Compounds,MetFrag Scores
continuous,continuous,string,string,continuous,string,string,string,string,string,string
,,meta,meta,meta,meta,meta,meta,meta,meta,meta
162.0422,12.69,HilNeg 03/24,,,,,C00715,99.0,C00715,0.75
328.9871,11.2,HilNeg 03/24,,,,,,,"C18964, C14389","0.0, 0.0"
165.0192,14.29,HilNeg 03/24,,,C06337,0.33,,,"C14100, C14096, C03590, C06337, C01606","0.855950653120464, 0.855950653120464, 0.75, 0.0, 0.0"
328.0422,12.55,HilNeg 03/24,,,,,,,"C02353, C02507, C00575, C18661","0.75, 0.626465554318358, 0.491679527600127, 0.0186900054321845"
131.0719,9.8,HilNeg 03/24,,,,,,,"C06103, C03499, C07834, C03264","0.75, 0.50355594610336, 0.481970784144782, 0.183950751490438"
339.3298,2.13,HilNeg 03/24,,,,,C08281,100.0,C08281,0.0
218.0448,9.57,HilNeg 03/24,,,,,,,"C05646, C05830","0.7938344463426, 0.75"
264.1251,9.44,HilNeg 03/24,,,,,,,"C04335, C11281","0.815450923744175, 0.75"
181.054,3.67,HilNeg 03/24,,,C05582,0.43,C10447,15.0,C19230,0.0
245.1156,15.61,HilNeg 03/24,,,,,,,"C20424, C19972, C17912, C09606, C17085, C09545, C09394, C09287, C02206, C09476, C17490, C09601, C09605, C09300, C09292","0.75, 0.75, 0.515260776088361, 0.486764502524135, 0.475804397307125, 0.473283573107212, 0.473283573107212, 0.473283573107212, 0.473283573107212, 0.466159504716156, 0.44862333636894, 0.43854003956929, 0.429333551187002, 0.429333551187002, 0.429333551187002"
533.2135,10.75,HilNeg 03/24,,,,,,,"C20136, C09969","0.75, 0.124438243529605"
121.0291,2.57,HilNeg 03/24,,,,,,,"C15474, C06202, C03067, C00633, C00539, C00180","0.902748930971289, 0.868051313378131, 0.868051313378131, 0.868051313378131, 0.75, 0.75"
445.1857,11.28,HilNeg 03/24,,,,,,,"C11133, C10894","0.75, 0.496991736365308"
307.0927,10.92,HilNeg 03/24,,,,,,,C08549,0.75
479.2036,8.26,HilNeg 03/24,,,,,,,C15552,0.75
207.0709,11.19,HilNeg 03/24,,,,,,,C11690,0.0
308.1006,18.99,HilNeg 03/24,,,,,"C00270, C19910, C19909","1.0, 1.0, 0.0","C03525, C21053, C19910, C19909, C00270","0.811883356122606, 0.759424899985475, 0.75, 0.75, 0.75"
176.9806,14.0,HilNeg 03/24,,,,,,,C20341,0.0
307.1539,10.85,HilNeg 03/24,,,,,,,"C16488, C20978","0.814121126069792, 0.75"
368.1657,9.29,HilNeg 03/24,,,,,,,C11773,0.75
433.3385,35.2,HilNeg 03/24,,,,,,,"C04554, C01301","0.848534648041632, 0.75"
305.0258,9.66,HilNeg 03/24,,,,,,,"C04524, C06673","0.83724356794741, 0.546166081477172"
255.0904,4.66,HilNeg 03/24,,,,,,,"C20290, C19112, C03097, C02578, C11611","0.778947687826193, 0.75, 0.339428126875139, 0.339428126875139, 0.315881579964107"
338.1228,9.96,HilNeg 03/24,,,,,,,C11152,0.0
329.1629,11.24,HilNeg 03/24,,,,,,,C17055,0.773019801980198
304.1185,10.33,HilNeg 03/24,,,,,,,C07484,0.75
417.0603,9.85,HilNeg 03/24,,,,,,,C08563,0.75
423.0992,12.97,HilNeg 03/24,,,,,,,C18438,0.75
517.1939,11.22,HilNeg 03/24,,,,,,,C07667,0.75
285.1447,11.19,HilNeg 03/24,,,,,,,C07624,0.75
695.4242,34.94,HilNeg 03/24,,,,,,,C19903,0.75
385.0947,13.78,HilNeg 03/24,,,,,,,"C09924, C10446, C20504, C20502, C17958, C09922, C03503","0.819832788052921, 0.817727733247748, 0.794370238481486, 0.785979034777782, 0.768345017198365, 0.75, 0.74093618311465"
369.1008,16.54,HilNeg 03/24,,,,,,,"C20452, C10887","0.760986715711608, 0.75"
111.0199,6.01,HilNeg 03/24,,,,,,,"C00106, C18474","0.757377547916033, 0.75"
183.0639,10.22,HilNeg 03/24,,,C05594,0.39,,,"C11588, C05594, C11456, C06582, C04535, C10765","0.927974276527331, 0.927974276527331, 0.888102893890675, 0.75, 0.75, 0.0"
257.0792,3.82,HilNeg 03/24,,,,,,,"C16744, C09980, C05131, C08465, C14115, C10352, C09618, C10268, C16929, C09283, C09273, C13633","0.847423147935651, 0.768066189423701, 0.75, 0.633605378864257, 0.626940522205607, 0.625805763994834, 0.611249825044508, 0.604735501251959, 0.603475236702045, 0.58954430863737, 0.578566242469152, 0.164622805761499"
173.0822,9.29,HilNeg 03/24,,,C08278,0.51,,,"C10665, C19402, C16658, C14570, C08278","0.75, 0.0, 0.0, 0.0, 0.0"
323.0314,20.36,HilNeg 03/24,,,,,C00105,12.0,"C03031, C01368, C00105, C01168","0.840831520484129, 0.840831520484129, 0.840831520484129, 0.75"
379.1763,12.84,HilNeg 03/24,,,,,,,"C17643, C08756","0.795985470134292, 0.75"
449.1555,9.95,HilNeg 03/24,,,,,,,C15080,0.75
544.1955,13.33,HilNeg 03/24,,,,,,,"C04428, C04847","0.763191763191763, 0.75"
248.1304,9.18,HilNeg 03/24,,,,,,,"C20983, C18717, C15032, C10169","0.0, 0.0, 0.0, 0.0"
165.0196,2.57,HilNeg 03/24,,,C06337,0.33,,,"C14100, C14096, C03590, C06337, C01606","0.855950653120464, 0.855950653120464, 0.75, 0.0, 0.0"
222.0782,12.61,HilNeg 03/24,,,,,,,C14433,0.75
362.1757,7.68,HilNeg 03/24,,,,,,,C12337,0.0
403.0516,10.59,HilNeg 03/24,,,,,,,C04839,0.75
426.1386,11.1,HilNeg 03/24,,,,,,,"C08335, C01870","0.75, 0.75"
554.1873,12.05,HilNeg 03/24,,,,,,,C13765,0.75
268.1052,9.91,HilNeg 03/24,,,,,,,C19412,0.795854896496815
413.1268,20.28,HilNeg 03/24,,,,,,,"C07001, C20571","0.898119888966873, 0.75"
192.0675,9.25,HilNeg 03/24,,,,,,,"C16587, C03450, C05598, C10581","0.838227370689655, 0.830134706378129, 0.0684374918977331, 0.0"
182.0462,9.79,HilNeg 03/24,,,,,C00847,66.0,"C04447, C00847, C04773, C11466, C12026","0.813371968233527, 0.7793170178204, 0.756974417391199, 0.719572268718915, 0.698637071167887"
88.0414,15.7,HilNeg 03/24,,,,,,,"C11488, C02116, C01537, C01401, C00213, C00133, C00099, C00041","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
299.2619,34.85,HilNeg 03/24,,,,,,,"C03195, C03045, C03042","0.75, 0.75, 0.75"
373.1025,10.25,HilNeg 03/24,,,,,,,C08565,0.75
565.1457,14.88,HilNeg 03/24,,,,,,,"C18212, C13725","0.75, 0.0"
481.1567,11.05,HilNeg 03/24,,,,,,,C14129,0.75
362.0545,20.88,HilNeg 03/24,,,,,C00144,43.0,"C06193, C00144, C19968, C18239, C18731","0.891078838174274, 0.891078838174274, 0.771468518852607, 0.75, 0.379222689721723"
202.0499,2.37,HilNeg 03/24,,,,,C00331,100.0,"C00331, C10127","0.82219966506812, 0.75"
174.0567,2.6,HilNeg 03/24,,,,,,,"C05634, C03230, C02298, C11504, C01386, C06331, C06344, C06525, C00954","0.801762221900336, 0.788202111977858, 0.780343097099077, 0.767906330005609, 0.766517104079874, 0.75834322112771, 0.752882979500667, 0.75, 0.741736893065852"
148.0441,9.39,HilNeg 03/24,,,,,C00073,65.0,"C01733, C00855, C00073","0.91015625, 0.91015625, 0.91015625"
408.1322,12.46,HilNeg 03/24,,,,,,,C11366,0.75
287.1418,9.49,HilNeg 03/24,,,,,,,"C11494, C11495","0.750176341962333, 0.75"
773.241,11.85,HilNeg 03/24,,,,,,,C05927,0.75
154.0626,10.93,HilNeg 03/24,,,,,C00135,100.0,"C00768, C00135, C06419, C01162","0.764547413793103, 0.764547413793103, 0.757115784780024, 0.75"
293.2104,8.07,HilNeg 03/24,,,,,,,"C16346, C16326, C16342, C19827, C19613, C16316, C14766, C14765, C13798, C04780, C04594","0.852849740932643, 0.852849740932643, 0.75, 0.206057523883469, 0.206057523883469, 0.206057523883469, 0.206057523883469, 0.206057523883469, 0.206057523883469, 0.206057523883469, 0.206057523883469"
269.2507,34.92,HilNeg 03/24,,,,,,,C16995,0.0
353.0642,19.68,HilNeg 03/24,,,,,,,C07952,0.75
472.2033,12.05,HilNeg 03/24,,,,,,,C10388,0.75
207.0697,8.86,HilNeg 03/24,,,,,,,C11690,0.75
249.048,10.59,HilNeg 03/24,,,,,,,C07658,0.0
485.1404,35.03,HilNeg 03/24,,,,,,,"C12412, C06717","0.75, 0.0"
169.123,9.07,HilNeg 03/24,,,,,,,"C20326, C19082, C18202, C18066, C18027, C18020, C17621, C16462, C09790, C07276, C04433, C03092","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
285.0849,10.95,HilNeg 03/24,,,,,,,C03003,0.75
158.0824,8.25,HilNeg 03/24,,,,,,,"C10850, C10151, C08269, C03087","0.0, 0.0, 0.0, 0.0"
329.0331,19.67,HilNeg 03/24,,,,,,,"C13835, C00943, C07497","0.75, 0.48479551645694, 0.323332487232857"
559.2377,12.41,HilNeg 03/24,,,,,,,C11726,0.75
281.107,10.9,HilNeg 03/24,,,,,,,"C15084, C20287","0.776491080420776, 0.75"
210.0266,9.13,HilNeg 03/24,,,,,,,C02305,0.0
306.0605,5.86,HilNeg 03/24,,,,,,,C08533,0.75
251.1024,9.5,HilNeg 03/24,,,,,,,C03068,0.0
836.1115,10.23,HilNeg 03/24,,,,,,,C05989,0.75
339.2029,7.52,HilNeg 03/24,,,,,C08152,43.0,,
381.1355,14.29,HilNeg 03/24,,,,,,,"C17765, C08359","0.753287197231834, 0.456062306208439"
530.2456,12.11,HilNeg 03/24,,,,,,,C10597,0.0
164.0566,7.64,HilNeg 03/24,,,,,C02242,18.0,"C02242, C02230","0.819581715495941, 0.75"
399.0408,10.84,HilNeg 03/24,,,,,,,C03853,0.75
311.2976,2.15,HilNeg 03/24,,,,,"C01607, C06425","75.0, 45.0","C06425, C01607","0.0, 0.0"
89.026,13.05,HilNeg 03/24,,,"C00186, C00256","0.42, 0.38",,,,
398.0213,20.32,HilNeg 03/24,,,,,,,"C13400, C12768","0.75, 0.0"
355.1726,2.34,HilNeg 03/24,,,,,,,C14960,0.75
1249.7389,2.58,HilNeg 03/24,,,,,,,C19856,0.75
369.2025,10.75,HilNeg 03/24,,,,,,,C18488,0.75
339.1676,34.8,HilNeg 03/24,,,,,,,C07344,0.75
367.0927,9.56,HilNeg 03/24,,,,,,,"C16517, C01314","0.766151847575058, 0.366535396385072"
269.0555,6.76,HilNeg 03/24,,,,,,,"C15296, C07905","0.75, 0.668751236869548"
493.1728,11.21,HilNeg 03/24,,,,,,,C09783,0.75
175.0436,11.18,HilNeg 03/24,,,,,,,C17216,0.75
137.0829,3.47,HilNeg 03/24,,,,,,,"C20267, C13692","0.801278641211353, 0.75"
230.1404,9.44,HilNeg 03/24,,,,,,,C02862,0.75
241.0741,6.78,HilNeg 03/24,,,,,C01727,57.0,C01727,0.75
116.0714,12.0,HilNeg 03/24,,,,,,,"C16436, C15987, C07457, C06417, C03571, C01826, C01799, C00719, C00431, C00183","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
457.0752,9.62,HilNeg 03/24,,,,,,,"C12379, C09731","0.75, 0.0"
488.2641,10.57,HilNeg 03/24,,,,,,,C15846,0.0
346.0586,19.79,HilNeg 03/24,,,,,"C00020, C00362, C01367","29.0, 17.0, 12.0","C04378, C01367, C00946, C00020, C00362, C19970","0.870071684587814, 0.835573476702509, 0.835573476702509, 0.835573476702509, 0.805611559139785, 0.75"
429.1603,9.37,HilNeg 03/24,,,,,,,C10884,0.75
292.1429,11.37,HilNeg 03/24,,,,,,,C07325,0.75
179.0566,9.57,HilNeg 03/24,,,,,"C00095, C00795, C00247, C15923, C00137, C01582, C07130, C00159","100.0, 94.0, 75.0, 69.0, 53.0, 36.0, 7.0, 5.0","C02782, C01452, C01582, C21066, C21032, C21050, C15923, C06467, C06466, C06465, C06464, C02209, C01825, C01487, C00984, C00962, C00936, C00738, C00737, C00267, C00221, C00159, C00124, C00031, C01719, C02336, C00095, C05003, C08356, C06468, C00795, C00764, C00247, C10906, C08351, C01906, C06153, C06152, C00137, C19891, C06151, C01720, C01680, C01934, C07130, C13747, C07480","0.938807548988577, 0.930131360247734, 0.926673983928957, 0.907450658316865, 0.899417395991068, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.899263403742012, 0.898621769370942, 0.898544773246413, 0.898544773246413, 0.896542874008675, 0.896388881759618, 0.896388881759618, 0.896388881759618, 0.896388881759618, 0.896388881759618, 0.855493402920825, 0.849426977187525, 0.849426977187525, 0.822537874038924, 0.822537874038924, 0.822537874038924, 0.794712374178742, 0.794712374178742, 0.783339263921738, 0.783339263921738, 0.782774625675197, 0.0912211707994113, 0.0690776384747191, 0.0613617374355004"
351.0464,9.83,HilNeg 03/24,,,,,,,"C09216, C15095","0.75, 0.743907741877382"
151.0395,2.81,HilNeg 03/24,,,"C00642, C05593, C05852, C01984","0.4, 0.44, 0.19, 0.55","C05852, C14088, C00755","42.0, 13.0, 9.0","C13636, C12305, C12064, C14103, C14088, C02657, C10675, C02519, C00755, C13635, C05852, C05593, C00642, C02181, C02639, C14108, C03663, C17900, C04043, C10804, C01984, C01983","0.916823308270677, 0.916823308270677, 0.916823308270677, 0.865601503759398, 0.865601503759398, 0.865601503759398, 0.864191729323308, 0.862781954887218, 0.862781954887218, 0.856898200266307, 0.856898200266307, 0.856898200266307, 0.856898200266307, 0.855488425830217, 0.833646616541353, 0.804266621318938, 0.761278195488722, 0.75, 0.742236546130968, 0.701353087484352, 0.701353087484352, 0.701353087484352"
360.1176,9.38,HilNeg 03/24,,,,,,,C18486,0.75
503.1681,10.46,HilNeg 03/24,,,,,,,"C08239, C05404, C03848, C02160, C00713, C00492, C03661, C00883, C08243, C06219, C03367, C01835, C08251","0.804263565891473, 0.804263565891473, 0.804263565891473, 0.804263565891473, 0.804263565891473, 0.804263565891473, 0.753912175781148, 0.753912175781148, 0.75, 0.75, 0.75, 0.75, 0.699648609889675"
489.1648,10.56,HilNeg 03/24,,,,,,,C14123,0.0
356.0273,11.05,HilNeg 03/24,,,,,,,C05071,0.75
471.1638,10.83,HilNeg 03/24,,,,,,,C18681,0.75
165.0196,8.82,HilNeg 03/24,,,C06337,0.33,,,"C03590, C14100, C14096, C06337, C01606","0.75, 0.731861916511749, 0.707760345605788, 0.00229260746376114, 0.00229260746376114"
455.1911,10.56,HilNeg 03/24,,,,,,,C06941,0.75
225.0857,9.93,HilNeg 03/24,,,,,,,C00931,0.75
120.0115,16.26,HilNeg 03/24,,,,,,,"C00793, C00736, C00097","0.0, 0.0, 0.0"
330.1251,10.51,HilNeg 03/24,,,,,,,C05349,0.75
263.0982,6.67,HilNeg 03/24,,,,,,,C17967,0.75
215.0661,10.51,HilNeg 03/24,,,,,,,"C17359, C19303","0.75, 0.452737787734054"
395.1947,11.22,HilNeg 03/24,,,,,,,"C15726, C11784, C18044","0.768608168488721, 0.75, 0.678821698475324"
359.1236,8.44,HilNeg 03/24,,,,,,,"C07184, C17754, C13487, C07713","0.757861549380357, 0.622425658750023, 0.610301156221462, 0.488981230611165"
456.1529,11.2,HilNeg 03/24,,,,,,,"C15104, C08325","0.75, 0.118395189993141"
459.2014,12.81,HilNeg 03/24,,,,,,,"C15429, C20206, C10672, C10704","0.75, 0.59911017314662, 0.535405571416967, 0.511357517163894"
171.0275,12.23,HilNeg 03/24,,,,,,,"C02652, C02637","0.790584977500865, 0.790584977500865"
711.4606,1.99,HilNeg 03/24,,,,,,,C15914,0.75
165.0194,12.65,HilNeg 03/24,,,C06337,0.33,,,"C14100, C14096, C03590, C06337, C01606","0.855950653120464, 0.855950653120464, 0.75, 0.0, 0.0"
368.1087,10.59,HilNeg 03/24,,,,,,,"C09393, C05190","0.784493366144983, 0.75"
281.0886,11.01,HilNeg 03/24,,,,,,,C02243,0.75
186.1134,9.43,HilNeg 03/24,,,,,,,"C12029, C01092","0.75, 0.0"
270.9899,17.82,HilNeg 03/24,,,,,,,C16198,0.75
547.0433,13.25,HilNeg 03/24,,,,,,,"C17328, C04089","0.75, 0.75"
348.12,10.62,HilNeg 03/24,,,,,,,"C12019, C18501","0.75, 0.298039236217063"
311.1369,9.93,HilNeg 03/24,,,,,,,C07322,0.75
128.0355,12.46,HilNeg 03/24,,,,,C01879,100.0,"C04281, C04282, C01879, C02237, C01877","0.833814727018779, 0.761028430122124, 0.756760411032991, 0.75, 0.742437299781399"
325.1885,34.93,HilNeg 03/24,,,,,,,"C10696, C06542, C09217","0.772150850937024, 0.179868367056504, 0.179393784799258"
309.0704,10.57,HilNeg 03/24,,,,,,,"C19949, C07630","0.75, 0.637433224474587"
291.0458,23.44,HilNeg 03/24,,,,,,,C19070,0.75
401.1172,13.0,HilNeg 03/24,,,,,,,C12311,0.75
241.0822,3.53,HilNeg 03/24,,,,,C00214,100.0,"C00214, C19431","0.79339770967381, 0.75"
286.1407,10.77,HilNeg 03/24,,,,,,,"C06991, C08526, C11782, C11329, C09223, C07239, C12195","0.788672846484287, 0.784313060516995, 0.75, 0.698145093382744, 0.0513592612478828, 0.0436692455487575, 0.0418040875470223"
119.0352,8.37,HilNeg 03/24,,,,,"C02045, C15587","100.0, 22.0","C02045, C02022, C06463, C01796","0.838566827697262, 0.838566827697262, 0.753623188405797, 0.753623188405797"
631.1149,10.89,HilNeg 03/24,,,,,,,"C20357, C19971","0.75, 0.75"
243.0641,6.0,HilNeg 03/24,,,,,C00299,100.0,"C16745, C00299, C02067, C08743, C12090, C08466, C14283, C09778, C10273, C05901","0.792116156684727, 0.792116156684727, 0.766867154811715, 0.713978136101557, 0.566620446251543, 0.554061363501189, 0.529712590748704, 0.495269896438068, 0.0700651090982239, 0.0698625499867367"
313.0652,10.97,HilNeg 03/24,,,,,,,"C18052, C18051, C05308, C02569, C00341, C20664, C03190","0.876178390137781, 0.876178390137781, 0.876178390137781, 0.876178390137781, 0.876178390137781, 0.75, 0.75"
258.0758,7.36,HilNeg 03/24,,,,,,,"C10740, C10716, C10701","0.0, 0.0, 0.0"
273.0354,21.09,HilNeg 03/24,,,,,,,C04359,0.75
239.0787,9.57,HilNeg 03/24,,,,,,,C14299,0.75
297.0707,10.5,HilNeg 03/24,,,,,,,"C19787, C14525","0.821952337305225, 0.75"
309.1108,18.12,HilNeg 03/24,,,,,,,"C17016, C15051, C05113","0.841091760354546, 0.780406400314126, 0.730264235077232"
203.0838,9.36,HilNeg 03/24,,,,,,,"C07839, C10743, C14916, C00806, C00525, C00078, C10968","0.75301366179232, 0.75, 0.74951642118977, 0.735635176808964, 0.734750954306429, 0.720479002800845, 0.0214853497303472"
646.3758,12.65,HilNeg 03/24,,,,,,,C13902,0.75
175.0438,12.64,HilNeg 03/24,,,,,,,C17216,0.75
360.0302,10.47,HilNeg 03/24,,,,,,,"C12691, C18881, C04871","0.754248966467616, 0.559999607254137, 0.156129410077157"
281.2507,8.02,HilNeg 03/24,,,,,,,"C08363, C12103, C08367, C01712, C00712","0.75, 0.240180441345422, 0.20676050747674, 0.20676050747674, 0.20676050747674"
291.0854,20.45,HilNeg 03/24,,,,,,,"C09397, C00284, C09529","0.75, 0.693522037380767, 0.668069837760357"
517.0285,13.17,HilNeg 03/24,,,,,,,C18391,0.75
180.0668,13.97,HilNeg 03/24,,,,,C04368,3.0,"C19579, C20807, C01536, C00082, C04368, C06420, C19712, C03290","0.823629842961465, 0.807607056717983, 0.807607056717983, 0.807607056717983, 0.782974700883544, 0.774607679428876, 0.75, 0.0327168066726109"
150.0559,2.76,HilNeg 03/24,,,,,C03005,100.0,"C06804, C04353, C04350, C20634, C03522, C03005, C17756, C02709, C16571, C18623, C17755, C07301","0.914390684700922, 0.884976664145622, 0.884976664145622, 0.832643043411566, 0.780334407117656, 0.769481515569873, 0.75, 0.74448321343306, 0.670489503705972, 0.658792924476028, 0.145638296023233, 0.123970862367765"
222.1356,6.7,HilNeg 03/24,,,,,,,C07258,0.75
237.0199,19.68,HilNeg 03/24,,,,,,,C16842,0.75
129.0923,9.48,HilNeg 03/24,,,,,,,"C17714, C12296, C12290","0.0, 0.0, 0.0"
323.172,35.09,HilNeg 03/24,,,,,,,"C19147, C06527, C06526","0.75, 0.0876123530942552, 0.0876123530942552"
267.0955,11.27,HilNeg 03/24,,,,,,,"C11571, C19461","0.75, 0.167692025409227"
142.066,9.36,HilNeg 03/24,,,,,,,"C14790, C02227","0.0, 0.0"
344.0762,10.24,HilNeg 03/24,,,,,,,"C01081, C18493, C17240","0.75, 0.343077566743546, 0.00241571395327347"
165.04,14.57,HilNeg 03/24,,,,,,,"C16353, C16358, C16357, C05412, C05411, C01685, C00878, C00545, C00502","0.840025618737614, 0.75, 0.75, 0.0320468514347235, 0.0320468514347235, 0.0320468514347235, 0.0320468514347235, 0.0320468514347235, 0.0320468514347235"
233.0797,6.53,HilNeg 03/24,,,,,,,"C10426, C20913, C17917","0.756834929992631, 0.674832694214781, 0.228406322210064"
199.0589,10.23,HilNeg 03/24,,,,,,,C21087,0.75
164.0723,9.21,HilNeg 03/24,,,,,,,"C07527, C18090, C19578, C02265, C02057, C00079, C20488, C20487, C19565, C18747","0.835656178968776, 0.827760497667185, 0.533675170820745, 0.532602154822293, 0.532602154822293, 0.532602154822293, 0.349199095147172, 0.349199095147172, 0.336862253544777, 0.1676688895516"
293.1019,13.88,HilNeg 03/24,,,,,,,"C03411, C09570","0.834916296021744, 0.0252031392181376"
415.0891,16.65,HilNeg 03/24,,,,,,,C06568,0.75
381.1397,11.17,HilNeg 03/24,,,,,,,"C08359, C17765","0.75, 0.109217210500289"
197.0435,9.73,HilNeg 03/24,,,C05584,0.48,,,"C10833, C01207, C21086, C05584","0.837426326129666, 0.75, 0.0, 0.0"
115.0762,9.7,HilNeg 03/24,,,C01585,0.52,,,"C12293, C01585, C12304, C12313, C03739, C02948","0.875, 0.875, 0.871651785714286, 0.805803571428571, 0.805803571428571, 0.75"
345.0827,20.35,HilNeg 03/24,,,,,,,C18877,0.0
335.0726,12.15,HilNeg 03/24,,,,,,,"C10296, C10434","0.75, 0.180749696632785"
217.0038,13.27,HilNeg 03/24,,,,,,,"C15241, C15237","0.757926612041325, 0.75"
545.3265,2.59,HilNeg 03/24,,,,,,,C06630,0.75
547.074,11.13,HilNeg 03/24,,,,,,,"C03442, C20682, C11912, C07277, C03319, C03187","0.750945108120369, 0.75, 0.75, 0.75, 0.75, 0.75"
113.0244,8.34,HilNeg 03/24,,,,,,,"C07091, C00596","0.824270557029178, 0.75"
440.1386,27.96,HilNeg 03/24,,,,,C00504,78.0,C00504,0.75
522.0243,9.82,HilNeg 03/24,,,,,,,C06149,0.75
175.0438,8.79,HilNeg 03/24,,,,,,,C17216,0.75
188.093,10.9,HilNeg 03/24,,,,,,,"C11843, C06326, C10132, C10124, C02256","0.75, 0.462120194512278, 0.248487030699098, 0.248487030699098, 0.248487030699098"
202.1087,11.22,HilNeg 03/24,,,,,,,"C08435, C04083","0.0, 0.0"
481.2817,11.26,HilNeg 03/24,,,,,,,C09093,0.75
596.3444,2.02,HilNeg 03/24,,,,,,,"C12002, C10016","0.75, 0.0"
405.1089,10.29,HilNeg 03/24,,,,,,,"C13836, C11561","0.766766048292108, 0.749428337121684"
392.0718,12.77,HilNeg 03/24,,,,,,,C11161,0.75
129.0189,21.7,HilNeg 03/24,,,"C02214, C02226","0.35, 0.4",,,"C02800, C02226, C02214, C02132, C01732, C00490, C00433","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
145.062,10.61,HilNeg 03/24,,,,,,,"C00819, C00303, C00064, C16673, C21029, C05100","0.813041486171276, 0.813041486171276, 0.813041486171276, 0.790125416577836, 0.728534823124811, 0.728534823124811"
236.9931,14.13,HilNeg 03/24,,,,,,,C18819,0.75
385.2597,6.77,HilNeg 03/24,,,,,,,C03240,0.75
230.0484,9.7,HilNeg 03/24,,,,,,,C19102,0.75
184.0983,9.54,HilNeg 03/24,,,,,,,"C20673, C12449, C10858, C10356","0.892007321537523, 0.75, 0.75, 0.75"
173.0718,2.98,HilNeg 03/24,,,,,,,"C02693, C13008, C02937","0.774755035051647, 0.75, 0.749418040543409"
116.0725,9.12,HilNeg 03/24,,,,,,,"C16436, C15987, C07457, C06417, C03571, C01826, C01799, C00719, C00431, C00183","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
503.1393,9.93,HilNeg 03/24,,,,,,,C11728,0.75
329.0644,9.88,HilNeg 03/24,,,,,,,"C10193, C03040, C03036, C17405, C10424, C17670, C01265, C16754, C10033","0.89027691818904, 0.821881377593859, 0.821881377593859, 0.801632934852955, 0.796695417701235, 0.789886486477655, 0.776528261959782, 0.75, 0.724244705308922"
402.9994,23.02,HilNeg 03/24,,,,,,,C00015,0.790029469548134
165.0777,2.6,HilNeg 03/24,,,,,,,C19872,0.75
392.1076,9.93,HilNeg 03/24,,,,,,,C01553,0.75
423.1664,34.92,HilNeg 03/24,,,,,,,"C06914, C01674","0.75, 0.0"
121.0296,8.88,HilNeg 03/24,,,,,,,"C06202, C03067, C00633, C15474, C00539, C00180","0.94833729216152, 0.94833729216152, 0.94833729216152, 0.881828978622328, 0.75, 0.75"
397.2388,9.3,HilNeg 03/24,,,,,,,"C15046, C14947, C14446","0.0, 0.0, 0.0"
417.1644,10.68,HilNeg 03/24,,,,,C07267,3.0,C07267,0.75
331.0529,10.62,HilNeg 03/24,,,,,,,C18386,0.75
351.0824,9.3,HilNeg 03/24,,,,,,,C10880,0.75
293.1808,34.84,HilNeg 03/24,,,,,C10462,23.0,,
341.1581,10.65,HilNeg 03/24,,,,,,,C17403,0.75
381.202,9.71,HilNeg 03/24,,,,,,,C09056,0.75
202.1091,9.94,HilNeg 03/24,,,,,,,"C04083, C08435","0.792179373335025, 0.75"
473.2669,2.59,HilNeg 03/24,,,,,,,C01552,0.75
472.1119,16.71,HilNeg 03/24,,,,,,,C05674,0.75
288.088,10.04,HilNeg 03/24,,,,,,,C10631,0.75
328.1099,9.44,HilNeg 03/24,,,,,,,C11569,0.75
117.0189,19.69,HilNeg 03/24,,,"C02170, C00042","0.31, 0.4",,,"C10900, C02170, C00042","0.0, 0.0, 0.0"
115.0401,9.67,HilNeg 03/24,,,,,,,"C03273, C02233, C06255, C00141","0.75, 0.75, 0.0, 0.0"
679.4225,34.9,HilNeg 03/24,,,,,,,C18191,0.0
150.0561,8.02,HilNeg 03/24,,,,,,,"C02709, C06804, C17755, C04353, C04350, C20634, C17756, C07301, C03522, C03005, C16571, C18623","0.855855360920992, 0.803538366591236, 0.796237989231892, 0.789153625816327, 0.789153625816327, 0.783905144916054, 0.763191730096688, 0.761110841338592, 0.757354453816087, 0.757354453816087, 0.75, 0.721652082923918"
299.0731,9.4,HilNeg 03/24,,,,,,,"C04812, C11351, C03993","0.75510713637189, 0.75, 0.129611526470124"
135.0308,10.0,HilNeg 03/24,,,,,,,"C00262, C01620","0.75, 0.0"
265.1482,4.4,HilNeg 03/24,,,,,,,"C13454, C10840, C09717, C09702","0.0, 0.0, 0.0, 0.0"
411.1684,11.23,HilNeg 03/24,,,,,,,C07006,0.75
