Precursor Mass,Retention Time,Dataset,Source,Peak Name,HMDB Compounds,HMDB Fits,Metlin Compounds,Metlin Scores,MetFrag Compounds,MetFrag Scores
continuous,continuous,string,string,continuous,string,string,string,string,string,string
,,meta,meta,meta,meta,meta,meta,meta,meta,meta
417.0779,12.14,HilNeg 03/24,,,,,,,"C06435, C20727","0.802525832376579, 0.744556738844661"
347.073,10.23,HilNeg 03/24,,,,,,,"C19592, C19591","0.772316338165825, 0.75"
357.0523,11.77,HilNeg 03/24,,,,,,,C11718,0.0
296.1028,6.1,HilNeg 03/24,,,,,,,C05342,0.75
104.0359,10.96,HilNeg 03/24,,,,,,,"C00740, C00716, C00065","0.75, 0.75, 0.75"
227.0654,10.61,HilNeg 03/24,,,,,,,C00526,0.75
286.106,6.57,HilNeg 03/24,,,,,,,"C08532, C12185, C12186, C08519, C12164, C06351, C06350, C02916, C12194, C10444, C17365","0.78095224776269, 0.780625670294556, 0.772164344983813, 0.772164344983813, 0.754661151136094, 0.753015029806867, 0.753015029806867, 0.753015029806867, 0.75, 0.69359549392927, 0.35358185583565"
426.9989,13.09,HilNeg 03/24,,,,,,,C14021,0.75
395.0853,10.25,HilNeg 03/24,,,,,,,C20927,0.75
501.299,2.59,HilNeg 03/24,,,,,,,C09948,0.75
357.1723,11.22,HilNeg 03/24,,,,,,,"C07370, C11053","0.75, 0.0209172702616615"
243.0637,8.79,HilNeg 03/24,,,,,,,"C16745, C00299, C02067, C08743, C12090, C08466, C10273, C05901, C09778, C14283","0.828759186570904, 0.819600828590792, 0.793920752762774, 0.712120914732529, 0.664502629455761, 0.653259706739651, 0.631911363788051, 0.619705751968218, 0.616603836382907, 0.068788435215363"
402.078,9.61,HilNeg 03/24,,,,,,,"C16070, C05983, C09955","0.75, 0.702083505685846, 0.457627267005429"
403.1129,10.48,HilNeg 03/24,,,,,,,C07317,0.75
121.0296,15.51,HilNeg 03/24,,,,,,,"C15474, C06202, C03067, C00633, C00539, C00180","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
159.093,9.36,HilNeg 03/24,,,,,,,"C07147, C16906, C10126, C02548, C00398","0.75, 0.0, 0.0, 0.0, 0.0"
193.0718,6.7,HilNeg 03/24,,,,,,,"C06353, C08257, C06352, C05163, C03844, C03660, C03659, C03365, C03619, C07481","0.765386081527744, 0.764096600141139, 0.764096600141139, 0.764096600141139, 0.764096600141139, 0.764096600141139, 0.764096600141139, 0.764096600141139, 0.75, 0.218353409668279"
164.0384,11.05,HilNeg 03/24,,,,,C02989,100.0,"C15999, C15998, C02989","0.75, 0.75, 0.75"
111.0087,21.04,HilNeg 03/24,,,C01546,0.31,,,C01546,0.0
258.0398,16.85,HilNeg 03/24,,,,,C00352,100.0,"C12213, C06377, C06156, C03783, C01283, C00352, C12214","0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.483360042725112"
212.0912,9.57,HilNeg 03/24,,,,,,,"C11839, C19255, C17904, C12819, C07429","0.75, 0.0, 0.0, 0.0, 0.0"
146.0459,12.47,HilNeg 03/24,,,,,C12269,50.0,"C05938, C00979, C05941, C03790, C00302, C00217, C00025, C03618, C05574, C12269","0.75, 0.678167768242961, 0.664605884692213, 0.619187494619035, 0.610636746925748, 0.610636746925748, 0.610636746925748, 0.482297696762596, 0.468652469056635, 0.442165036667198"
449.1793,11.05,HilNeg 03/24,,,,,,,C13679,0.75
121.0298,5.55,HilNeg 03/24,,,,,,,"C15474, C03067, C00633, C06202, C00539, C00180","0.846032732546095, 0.810151232649679, 0.810151232649679, 0.80923969339134, 0.75, 0.75"
281.1096,2.76,HilNeg 03/24,,,,,,,C15084,0.75
227.0788,6.91,HilNeg 03/24,,,,,,,C18564,0.75
193.0552,10.03,HilNeg 03/24,,,,,,,C15347,0.0
331.0565,15.45,HilNeg 03/24,,,,,,,C10355,0.75
283.2655,7.04,HilNeg 03/24,,,,,,,"C20356, C01530","0.0, 0.0"
201.0387,12.34,HilNeg 03/24,,,,,,,C20581,0.75
279.1942,9.14,HilNeg 03/24,,,,,,,"C20992, C20388, C04867","0.0, 0.0, 0.0"
606.0828,20.31,HilNeg 03/24,,,,,,,"C01170, C00203, C00043","0.75, 0.75, 0.75"
116.0501,2.59,HilNeg 03/24,,,,,,,"C16074, C00463","0.0, 0.0"
215.0338,8.23,HilNeg 03/24,,,,,,,"C18082, C18081, C17843, C11434, C01864, C01557","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
519.326,9.52,HilNeg 03/24,,,,,,,"C04100, C08804","0.861337939698492, 0.75"
170.0443,9.84,HilNeg 03/24,,,,,,,"C17356, C12108","0.788921094794933, 0.75"
401.0805,8.22,HilNeg 03/24,,,,,,,C04352,0.75
257.0789,13.08,HilNeg 03/24,,,,,,,"C16744, C09980, C16929, C08465, C05131, C09273, C09283, C13633, C10352","0.838224181360201, 0.833123425692695, 0.813727959697733, 0.807367758186398, 0.766971032745592, 0.750755667506297, 0.75, 0.0, 0.0"
160.0615,12.08,HilNeg 03/24,,,,,,,"C06234, C01077, C00956, C03210, C02207, C01046, C19694, C05016, C17581","0.876651982378855, 0.876651982378855, 0.876651982378855, 0.765143171806167, 0.765143171806167, 0.765143171806167, 0.75, 0.75, 0.0"
179.0556,1.89,HilNeg 03/24,,,,,"C00095, C00247, C00137, C00795, C15923, C00267, C00159","100.0, 61.0, 61.0, 55.0, 53.0, 11.0, 5.0","C10906, C01582, C01452, C02782, C19891, C06151, C08351, C01906, C06153, C06152, C00137, C21066, C21032, C05003, C21050, C15923, C08356, C06468, C06467, C06466, C06465, C06464, C02209, C01825, C01487, C00984, C00962, C00936, C00795, C00764, C00738, C00737, C00267, C00247, C00221, C00159, C00124, C00031, C02336, C01719, C00095, C01934, C01720, C01680","0.827919616748727, 0.824564812669286, 0.824564812669286, 0.819062933979001, 0.816037460431916, 0.816037460431916, 0.765892395026317, 0.765892395026317, 0.761226111649425, 0.761226111649425, 0.761226111649425, 0.760332796564681, 0.751207729468599, 0.751207729468599, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.750402576489533, 0.75, 0.75, 0.75, 0.68589840126805, 0.68589840126805, 0.68589840126805"
389.2079,6.65,HilNeg 03/24,,,,,,,C15310,0.75
190.0514,9.54,HilNeg 03/24,,,,,C05635,57.0,"C05635, C06725, C16596","0.928979591836735, 0.772857142857143, 0.75"
299.14,8.21,HilNeg 03/24,,,,,,,"C18589, C15179, C20962","0.75, 0.388332327690223, 0.349603028508913"
505.1097,10.55,HilNeg 03/24,,,,,,,C18523,0.75
338.0395,9.17,HilNeg 03/24,,,,,,,"C15667, C04751, C18500","0.780552172147787, 0.75, 0.0"
281.2501,34.91,HilNeg 03/24,,,,,,,"C12103, C08367, C08363, C01712, C00712","0.0, 0.0, 0.0, 0.0, 0.0"
352.0682,13.0,HilNeg 03/24,,,,,,,C01304,0.75
259.0759,11.72,HilNeg 03/24,,,,,,,C20386,0.75
430.1789,12.84,HilNeg 03/24,,,,,,,"C11699, C14914","0.75, 0.0565481410602915"
297.1565,10.58,HilNeg 03/24,,,,,,,C20436,0.75
435.1292,11.04,HilNeg 03/24,,,,,,,"C15554, C01604","0.75, 0.149935628924351"
455.0959,11.02,HilNeg 03/24,,,,,,,C00061,0.75
321.1172,11.12,HilNeg 03/24,,,,,,,"C09318, C11324, C11325, C10514","0.773624091381101, 0.763051925316409, 0.758745776002658, 0.75"
172.0982,10.02,HilNeg 03/24,,,,,,,"C10173, C02710","0.779308323563892, 0.75"
325.1526,9.77,HilNeg 03/24,,,,,,,C08522,0.75
96.9607,19.72,HilNeg 03/24,,,,,,,C00059,0.75
421.133,11.73,HilNeg 03/24,,,,,,,"C11660, C11644, C15155","0.835161718202557, 0.835161718202557, 0.75"
339.1067,9.76,HilNeg 03/24,,,,,,,C18698,0.75
151.0611,7.14,HilNeg 03/24,,,,,"C00474, C00532","100.0, 38.0","C01904, C01569, C00532, C00474, C00379","0.75, 0.75, 0.75, 0.75, 0.75"
226.0844,6.34,HilNeg 03/24,,,,,C00881,74.0,"C10679, C00881, C03621, C04081","0.75, 0.543648416201318, 0.367794357219208, 0.311451722146234"
173.0574,13.49,HilNeg 03/24,,,,,,,"C16674, C00439","0.0, 0.0"
129.0559,9.37,HilNeg 03/24,,,,,,,"C14530, C12314, C06102, C06008, C03500, C03467, C03465, C03241, C02129, C02122, C01012, C00902, C00671, C00233","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
234.1143,9.36,HilNeg 03/24,,,,,,,C09573,0.75
191.0207,21.05,HilNeg 03/24,,,"C00158, C00451","0.6, 0.49","C00158, C00311","44.0, 22.0","C00158, C04617, C00451, C03600, C00311, C04575, C21091, C03921, C00679, C02780, C21095, C20896, C20890, C20889","0.847205615198391, 0.809341706637715, 0.809341706637715, 0.808571686103835, 0.802924868855375, 0.797933778234086, 0.790746919917864, 0.790746919917864, 0.790746919917864, 0.790393993839836, 0.75320841889117, 0.75320841889117, 0.75, 0.75"
210.0358,9.99,HilNeg 03/24,,,,,,,C14266,0.0
432.2547,9.26,HilNeg 03/24,,,,,,,C11298,0.75
147.0298,19.68,HilNeg 03/24,,,C00815,0.52,,,"C06032, C06031, C06029, C05405, C03826, C03196, C02994, C02753, C02630, C02614, C02612, C02266, C01114, C01087, C00815, C00684, C00652","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
368.1457,10.75,HilNeg 03/24,,,,,,,"C02134, C12257, C06534, C09444","0.798432625167137, 0.79115287475858, 0.782981726340811, 0.75"
516.1546,12.22,HilNeg 03/24,,,,,,,C14034,0.75
395.2569,11.22,HilNeg 03/24,,,,,,,C14640,0.75
130.0513,12.6,HilNeg 03/24,,,,,,,"C01073, C03341, C01165, C19706, C05147, C01157, C01015, C00430, C03651, C03440, C03741, C01110","0.858926068675543, 0.846342981136288, 0.846342981136288, 0.800849684653118, 0.800849684653118, 0.791257883672039, 0.791257883672039, 0.76708128941836, 0.76569803239599, 0.76569803239599, 0.75, 0.451531414844262"
173.0099,21.62,HilNeg 03/24,,,,,,,"C06747, C05422","0.968638348551012, 0.201773051944974"
407.2835,10.71,HilNeg 03/24,,,,,,,"C17727, C17726, C17650, C17649, C17647, C20866, C17668, C17667, C17657, C17654","0.836550308008214, 0.836550308008214, 0.836550308008214, 0.836550308008214, 0.836550308008214, 0.826283367556468, 0.826283367556468, 0.826283367556468, 0.75, 0.75"
421.1596,2.32,HilNeg 03/24,,,,,,,C07072,0.75
94.9809,20.69,HilNeg 03/24,,,,,,,C11145,0.75
472.1127,11.08,HilNeg 03/24,,,,,,,C05674,0.75
349.1004,11.33,HilNeg 03/24,,,,,,,C11268,0.75
431.1699,12.13,HilNeg 03/24,,,,,,,C20196,0.75
265.0507,12.43,HilNeg 03/24,,,,,,,"C18252, C08506","0.75, 0.713833058216249"
445.0851,9.88,HilNeg 03/24,,,,,,,C09795,0.75
260.0603,9.23,HilNeg 03/24,,,,,,,C11342,0.75
164.0576,6.62,HilNeg 03/24,,,,,C02242,29.0,"C02242, C02230","0.823479152426521, 0.75"
165.056,9.73,HilNeg 03/24,,,,,"C05607, C01198","100.0, 2.0","C01456, C11457, C01744, C01198, C05581, C11380, C10712, C05607, C12206, C02201, C03080, C02363","0.813626587679431, 0.75, 0.75, 0.75, 0.663687067491608, 0.657576398701799, 0.636627205711893, 0.591837423080299, 0.554047265338875, 0.52637971205739, 0.470504777547011, 0.291882834900654"
475.198,12.27,HilNeg 03/24,,,,,,,C11132,0.75
312.1262,9.24,HilNeg 03/24,,,,,,,"C08513, C16984","0.75, 0.0595589016226775"
211.0596,9.58,HilNeg 03/24,,,,,,,"C11155, C10674","0.784285993727419, 0.75"
363.0798,9.88,HilNeg 03/24,,,,,,,C10955,0.75
271.1087,9.13,HilNeg 03/24,,,,,,,C07309,0.75
307.118,13.29,HilNeg 03/24,,,,,,,"C09953, C08483","0.75, 0.28972521109037"
686.0361,9.78,HilNeg 03/24,,,,,,,"C20245, C04426","0.75, 0.735227345153457"
447.0899,12.23,HilNeg 03/24,,,,,,,"C17056, C16409, C12626, C12249, C10114, C10042, C08598, C03951, C01821, C01750","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
187.0426,13.11,HilNeg 03/24,,,,,,,"C10398, C10387, C03203, C16212","0.821233115004806, 0.800201397384702, 0.780744056636403, 0.75"
296.1377,9.09,HilNeg 03/24,,,,,,,C11484,0.75
133.0147,20.38,HilNeg 03/24,,,C00711,0.53,C00497,80.0,"C00497, C00149, C03064, C00711","0.774713316509538, 0.774713316509538, 0.771017922554146, 0.75"
354.1297,10.78,HilNeg 03/24,,,,,,,C10653,0.773744019138756
190.0333,2.36,HilNeg 03/24,,,,,,,"C11048, C07714, C14695, C08294","0.843784994400896, 0.75, 0.0, 0.0"
511.2307,10.75,HilNeg 03/24,,,,,,,C14511,0.75
154.9479,8.81,HilNeg 03/24,,,,,,,C11036,0.0
327.1428,10.9,HilNeg 03/24,,,,,,,"C09965, C06167","0.783692052980132, 0.54959879901867"
218.1047,12.73,HilNeg 03/24,,,,,C00864,67.0,"C00864, C15545, C00371","0.75, 0.429698543258537, 0.429698543258537"
115.0037,15.67,HilNeg 03/24,,,"C00122, C01384","0.4, 0.4",,,"C02150, C01384, C00122","0.0, 0.0, 0.0"
259.122,14.76,HilNeg 03/24,,,,,,,C14501,0.75
267.0495,13.01,HilNeg 03/24,,,,,,,"C20788, C01817","0.75, 0.75"
422.1172,10.55,HilNeg 03/24,,,,,,,C10990,0.75
349.1095,12.19,HilNeg 03/24,,,,,C02538,17.0,C18884,0.75
360.1329,10.29,HilNeg 03/24,,,,,,,"C07660, C07321","0.75, 0.75"
91.0402,4.41,HilNeg 03/24,,,,,C00116,91.0,C00116,0.75
328.9863,10.06,HilNeg 03/24,,,,,,,"C14389, C18964","0.75, 0.0258349982332889"
283.2662,2.16,HilNeg 03/24,,,,,C01530,29.0,"C20356, C01530","0.75, 0.75"
255.2355,6.99,HilNeg 03/24,,,C00249,0.7,,,C00249,0.0
775.2441,11.84,HilNeg 03/24,,,,,,,C01217,0.75
351.2233,35.07,HilNeg 03/24,,,,,"C06314, C06315, C00427, C04654","31.0, 21.0, 9.0, 8.0",,
173.1054,10.59,HilNeg 03/24,,,,,C00062,7.0,"C00792, C00062, C02385","0.752925345190733, 0.752925345190733, 0.75"
318.0984,10.15,HilNeg 03/24,,,,,,,C11692,0.75
316.1179,13.86,HilNeg 03/24,,,,,,,"C10166, C12239, C12168, C12174, C18815","0.844371496172543, 0.790405505167686, 0.766966357308585, 0.75, 0.010507400005435"
239.0591,2.24,HilNeg 03/24,,,,,,,C05817,0.75
343.0276,9.27,HilNeg 03/24,,,,,,,C11719,0.75
243.0767,11.24,HilNeg 03/24,,,,,C00120,7.0,"C11262, C07449","0.75, 0.0"
227.2026,8.44,HilNeg 03/24,,,,,,,C06424,0.0
135.0449,14.79,HilNeg 03/24,,,,,,,"C07086, C15583, C00548, C05613, C20645, C07189, C07085, C06224, C07215, C07211, C01454, C14087, C10700, C03765, C10761","0.867288961038961, 0.86228354978355, 0.86228354978355, 0.853929924242424, 0.838778409090909, 0.830668044773142, 0.703774105379203, 0.698227568582666, 0.539645293388146, 0.530716721959575, 0.530716721959575, 0.279484152116868, 0.15763599363211, 0.15763599363211, 0.128009370255487"
537.1024,11.09,HilNeg 03/24,,,,,,,C08745,0.75
459.0651,10.87,HilNeg 03/24,,,,,,,"C03486, C18543","0.75, 0.482539501929631"
186.0386,10.93,HilNeg 03/24,,,,,,,"C01215, C20258","0.75, 0.682895826961393"
407.2849,14.39,HilNeg 03/24,,,,,,,"C20868, C20866, C17737, C17727, C17726, C17668, C17667, C17657, C17654, C17650, C17649, C17647, C17644, C04661, C01558, C00695","0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75"
423.1562,2.34,HilNeg 03/24,,,,,,,C01674,0.0
131.0472,11.01,HilNeg 03/24,,,,,,,"C00152, C16438, C01905, C01043, C02037, C02642, C19258, C19301","0.770587008106844, 0.759818919762722, 0.759818919762722, 0.734020148013277, 0.710605305117803, 0.678317145139881, 0.672258302016494, 0.618225844991509"
208.9346,12.87,HilNeg 03/24,,,,,,,"C18816, C11510","0.0, 0.0"
321.0468,10.55,HilNeg 03/24,,,,,,,C00364,0.75
380.0701,10.97,HilNeg 03/24,,,,,,,"C07589, C10946, C18900","0.75, 0.473358076875999, 0.063633501646938"
371.1605,9.56,HilNeg 03/24,,,,,,,"C17395, C18930","0.75, 0.14519287022934"
655.4111,9.45,HilNeg 03/24,,,,,,,C07466,0.0
587.0979,11.63,HilNeg 03/24,,,,,,,C20638,0.75
199.0704,9.94,HilNeg 03/24,,,,,,,C17360,0.75
333.0623,14.63,HilNeg 03/24,,,,,,,"C01225, C10517, C04703, C04641","0.879121932515337, 0.86733556055807, 0.86733556055807, 0.865737912296311"
387.1443,9.22,HilNeg 03/24,,,,,,,"C09059, C09260, C09316, C10891","0.872343439258428, 0.765879921688057, 0.75, 0.0103809247786636"
531.0699,13.18,HilNeg 03/24,,,,,,,C11253,0.75
482.068,9.58,HilNeg 03/24,,,,,,,C04030,0.75
242.0804,9.56,HilNeg 03/24,,,,,,,"C05711, C02961, C00475","0.0, 0.0, 0.0"
269.2497,2.16,HilNeg 03/24,,,,,,,C16995,0.0
193.0658,12.02,HilNeg 03/24,,,,,,,"C11432, C11431, C11430, C11429","0.0, 0.0, 0.0, 0.0"
119.0502,9.73,HilNeg 03/24,,,,,,,"C05627, C20782, C07214, C07209, C07113, C06758, C02083, C00601","0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
439.1014,18.14,HilNeg 03/24,,,,,,,C09105,0.75
526.0682,10.88,HilNeg 03/24,,,,,,,"C05381, C18569","0.75, 0.625418961977724"
217.013,12.41,HilNeg 03/24,,,,,,,C14569,0.75
165.0182,11.05,HilNeg 03/24,,,C06337,0.33,,,"C14100, C14096, C03590, C06337, C01606","0.855950653120464, 0.855950653120464, 0.75, 0.0, 0.0"
213.0503,10.9,HilNeg 03/24,,,,,,,C13673,0.75
201.1363,9.8,HilNeg 03/24,,,,,,,"C03626, C01404","0.759269210102096, 0.75"
269.0899,13.12,HilNeg 03/24,,,,,,,"C04583, C07495","0.803624965930771, 0.75"
355.1216,13.53,HilNeg 03/24,,,,,,,C10549,0.765825169555388
255.2349,8.12,HilNeg 03/24,,,C00249,0.7,,,C00249,0.75
439.122,11.01,HilNeg 03/24,,,,,,,C07603,0.75
254.1027,10.12,HilNeg 03/24,,,,,,,C03142,0.0
305.0256,10.72,HilNeg 03/24,,,,,,,C06673,0.75
427.146,10.58,HilNeg 03/24,,,,,C15181,4.0,"C15181, C10730","0.751695217701642, 0.551216957670968"
599.1978,11.3,HilNeg 03/24,,,,,,,C11663,0.75
163.04,14.78,HilNeg 03/24,,,C12621,0.31,,,"C12621, C10945, C07114, C06738, C05838, C02763, C01772, C00811, C00166","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
241.0139,16.21,HilNeg 03/24,,,,,,,"C16848, C04299","0.0, 0.0"
559.0809,10.95,HilNeg 03/24,,,,,,,C11460,0.75
219.0782,9.54,HilNeg 03/24,,,,,,,"C01017, C00643, C09985, C19716","0.797477103853465, 0.797477103853465, 0.790819826037795, 0.75"
255.1093,10.75,HilNeg 03/24,,,,,,,C06975,0.75
249.1252,4.05,HilNeg 03/24,,,,,,,"C17725, C03002, C14544, C14543, C14542, C14541","0.75, 0.675463800794557, 0.0389113060472831, 0.0389113060472831, 0.019358371055043, 0.019358371055043"
259.1308,15.53,HilNeg 03/24,,,,,,,"C18135, C17744, C21112, C09695, C11113","0.75, 0.603222751350629, 0.427831006780522, 0.424472070181279, 0.423634057373084"
165.0199,20.42,HilNeg 03/24,,,C06337,0.33,,,"C14100, C14096, C03590, C06337, C01606","0.855950653120464, 0.855950653120464, 0.75, 0.0, 0.0"
299.1009,8.49,HilNeg 03/24,,,,,,,"C18417, C18420, C13705, C17179","0.75, 0.406739019283998, 0.367575093935757, 0.0"
121.0499,5.59,HilNeg 03/24,,,,,,,"C16884, C00503","0.75, 0.75"
179.0348,7.34,HilNeg 03/24,,,C01179,0.31,,,"C01405, C01481, C01197, C12623, C05350, C01179","0.811177347242921, 0.780774962742176, 0.775856929955291, 0.759538002980626, 0.734351187756606, 0.274919134392862"
206.028,6.54,HilNeg 03/24,,,,,,,C11628,0.0
145.099,10.82,HilNeg 03/24,,,,,,,"C01186, C01142, C05161, C16440, C00739, C00047, C20277","0.757996266334785, 0.75, 0.0826572076477355, 0.0554503100766207, 0.0554503100766207, 0.0554503100766207, 0.0523389223977159"
415.3254,35.12,HilNeg 03/24,,,,,,,"C16493, C19650, C19649, C19648, C16819, C15633, C08914, C08913, C03963, C17339, C17336, C17333, C17332, C17331, C12919, C08127, C07712, C01673","0.823672971323978, 0.753508236729713, 0.753508236729713, 0.753508236729713, 0.753508236729713, 0.753508236729713, 0.753508236729713, 0.753508236729713, 0.753508236729713, 0.75, 0.75, 0.75, 0.75, 0.75, 0.0, 0.0, 0.0, 0.0"
476.1831,9.23,HilNeg 03/24,,,,,,,C20134,0.75
284.1005,10.95,HilNeg 03/24,,,,,,,C07195,0.75
495.2251,10.4,HilNeg 03/24,,,,,,,"C08760, C03009","0.75, 0.221842678146571"
321.1086,10.48,HilNeg 03/24,,,,,,,"C09318, C10514, C11325, C11324, C19022, C04079","0.755611741489887, 0.752466699555994, 0.75, 0.431403240589172, 0.421946697906638, 0.343160075269349"
371.1881,11.2,HilNeg 03/24,,,,,,,"C09894, C20205, C10892, C10879, C03326","0.815472465581978, 0.75, 0.0, 0.0, 0.0"
339.0893,14.65,HilNeg 03/24,,,,,,,"C14877, C17473, C03944, C10090, C05403, C05731, C01093","0.76194182052383, 0.601607089315046, 0.572449191776168, 0.53690893216436, 0.512230864033772, 0.512069850723339, 0.489049640994092"
337.1142,10.73,HilNeg 03/24,,,,,C17742,100.0,,
515.1951,9.34,HilNeg 03/24,,,,,,,"C09551, C08766","0.0, 0.0"
302.0392,13.23,HilNeg 03/24,,,,,,,"C18973, C08646, C05908","0.75, 0.0, 0.0"
213.075,9.95,HilNeg 03/24,,,,,,,C20289,0.75
429.0781,10.18,HilNeg 03/24,,,,,,,C18555,0.75
141.0173,12.52,HilNeg 03/24,,,,,,,"C14610, C04105, C03586, C20900, C20448, C14516, C06603, C03647, C02480, C00682, C03743","0.944990176817289, 0.944990176817289, 0.944990176817289, 0.868369351669941, 0.868369351669941, 0.868369351669941, 0.857563850687623, 0.857563850687623, 0.857563850687623, 0.809061886051081, 0.75"
131.0826,10.61,HilNeg 03/24,,,,,,,"C03943, C01602, C00077, C00515","0.75, 0.714891700564297, 0.714891700564297, 0.674105346975335"
515.1179,20.28,HilNeg 03/24,,,,,,,"C16222, C10468, C08175, C10445","0.75, 0.515673572538014, 0.474378096872751, 0.412428315611594"
322.9825,8.59,HilNeg 03/24,,,,,,,C20831,0.75
334.0527,9.86,HilNeg 03/24,,,,,,,"C20566, C05925","0.75, 0.75"
296.0979,9.45,HilNeg 03/24,,,,,,,C05342,0.75
478.1131,11.05,HilNeg 03/24,,,,,,,C12139,0.75
165.0213,22.09,HilNeg 03/24,,,C06337,0.33,,,"C14100, C14096, C03590, C06337, C01606","0.855950653120464, 0.855950653120464, 0.75, 0.0, 0.0"
577.0455,13.13,HilNeg 03/24,,,,,,,"C06017, C03034","0.75, 0.75"
255.2343,34.97,HilNeg 03/24,,,C00249,0.7,,,C00249,0.75
397.2305,34.67,HilNeg 03/24,,,,,,,C14446,0.75
596.3444,3.07,HilNeg 03/24,,,,,,,"C12002, C10016","0.796555506801229, 0.75"
225.1111,10.25,HilNeg 03/24,,,,,,,C19142,0.75
374.1478,11.2,HilNeg 03/24,,,,,,,C07661,0.75
367.2185,34.71,HilNeg 03/24,,,,,C05964,49.0,"C07706, C07506","0.86623012160898, 0.677958971924008"
405.1843,11.62,HilNeg 03/24,,,,,,,"C06875, C14648","0.798798947778038, 0.75"
236.0661,11.08,HilNeg 03/24,,,,,,,C18656,0.75
181.0514,14.78,HilNeg 03/24,,,C05582,0.43,C03672,76.0,"C20953, C21085, C05582, C10680, C05583, C03672, C03964, C12622, C04044, C10447","0.771950255477378, 0.75, 0.749819150814667, 0.741611453326103, 0.731470769483379, 0.718751231382786, 0.710607605965484, 0.689642494474851, 0.670674981636219, 0.668535852689527"
403.114,13.0,HilNeg 03/24,,,,,C07317,4.0,C07317,0.75
331.0765,13.86,HilNeg 03/24,,,,,,,C19545,0.75
547.2234,9.26,HilNeg 03/24,,,,,,,C08749,0.75
266.0895,13.66,HilNeg 03/24,,,,,,,"C08507, C00212, C00330","0.846153846153846, 0.75, 0.607788017109528"
455.0198,9.84,HilNeg 03/24,,,,,,,C15352,0.75
187.0974,20.34,HilNeg 03/24,,,C08261,0.62,,,"C17878, C08261","0.0, 0.0"
339.2033,35.02,HilNeg 03/24,,,,,C08152,82.0,,
290.0703,10.56,HilNeg 03/24,,,,,,,"C08531, C18972, C07573","0.75, 0.650230427455795, 0.140162022529566"
362.1105,13.25,HilNeg 03/24,,,,,,,C16822,0.75
419.1702,11.37,HilNeg 03/24,,,,,,,"C09439, C09475, C09432, C09428, C09429","0.821695760598504, 0.806109725685786, 0.806109725685786, 0.781172069825436, 0.75"
227.0682,4.33,HilNeg 03/24,,,,,C00526,87.0,"C09925, C00526, C09314, C14285, C14393, C15196, C09312, C09317","0.825892290466702, 0.796907140758155, 0.776964873481689, 0.772302878151437, 0.766871103784699, 0.766517207617139, 0.752705864684433, 0.748151060100242"
335.1073,9.31,HilNeg 03/24,,,,,,,"C15501, C18461","0.75, 0.0687298589605114"
347.2201,10.61,HilNeg 03/24,,,,,,,"C05475, C05478, C05487, C14598","0.802916064825719, 0.752779749231133, 0.75, 0.7361482517294"
392.1044,12.11,HilNeg 03/24,,,,,,,C01553,0.75
407.2849,15.99,HilNeg 03/24,,,,,C00695,5.0,"C20868, C20866, C17737, C17668, C17667, C17657, C17650, C17644, C04661, C01558, C00695, C17727, C17726, C17649, C17647, C17654","0.862911910064758, 0.862911910064758, 0.862911910064758, 0.862911910064758, 0.862911910064758, 0.862911910064758, 0.862911910064758, 0.862911910064758, 0.862911910064758, 0.862911910064758, 0.862911910064758, 0.75935628742515, 0.75935628742515, 0.75935628742515, 0.75935628742515, 0.75"
524.3183,12.22,HilNeg 03/24,,,,,,,"C20739, C11999","0.779700478228039, 0.75"
249.147,10.19,HilNeg 03/24,,,,,,,"C20405, C20403, C14716, C13456, C13453, C09748, C09711, C09689, C09295, C07020","0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
293.0561,3.73,HilNeg 03/24,,,,,,,"C06981, C17136, C17133, C17132","0.75, 0.0, 0.0, 0.0"
348.1316,8.1,HilNeg 03/24,,,,,,,"C10639, C10637","0.761825592620401, 0.75"
332.0935,9.33,HilNeg 03/24,,,,,,,"C05191, C12226","0.776736493936053, 0.220015369341581"
227.1035,11.22,HilNeg 03/24,,,,,,,C13733,0.75
